old_url,ignoreDCLG page title,title,summary,body,price,order_url,publication_date,ignoretype from DCLG,publication_type,ignoreAlso detailed guidance?,ISBN,policy_1,policy_2,policy_3,policy_4,attachment_1_URL,attachment_1_title,attachment_2_URL,attachment_2_title,attachment_3_URL,attachment_3_title,attachment_4_URL,attachment_4_title,attachment_5_URL,attachment_5_title,attachment_6_URL,attachment_6_title,attachment_7_URL,attachment_7_title,attachment_8_URL,attachment_8_title,attachment_9_URL,attachment_9_title,attachment_10_URL,attachment_10_title,attachment_11_URL,attachment_11_title,attachment_12_URL,attachment_12_title,attachment_13_URL,attachment_13_title,attachment_14_URL,attachment_14_title,attachment_15_URL,attachment_15_title,attachment_16_URL,attachment_16_title,attachment_17_URL,attachment_17_title,attachment_18_URL,attachment_18_title,attachment_19_URL,attachment_19_title,attachment_20_URL,attachment_20_title,attachment_21_URL,attachment_21_title,attachment_22_URL,attachment_22_title,attachment_23_URL,attachment_23_title,attachment_24_URL,attachment_24_title,attachment_25_URL,attachment_25_title,attachment_26_URL,attachment_26_title,attachment_27_URL,attachment_27_title,attachment_28_URL,attachment_28_title,attachment_29_URL,attachment_29_title,attachment_30_URL,attachment_30_title,attachment_31_URL,attachment_31_title,attachment_32_URL,attachment_32_title,attachment_33_URL,attachment_33_title,attachment_34_URL,attachment_34_title,attachment_35_URL,attachment_35_title,attachment_36_URL,attachment_36_title
http://www.communities.gov.uk/publications/corporate/statistics/privatelandlordssurvey2010,Private Landlords Survey 2010,Private landlords survey 2010,,"The Private Landlord Survey is a national survey commissioned by the Department for Communities and Local Government of landlords and managing agents who own and/or manage privately rented properties in England.

The key findings of these statistics are:

  * Eighty-nine per cent of landlords were private individual landlords responsible for 71 per cent of all private rented dwellings, with a further 5 per cent of landlords being company landlords responsible for 15 per cent  of dwellings.
  * More than three quarters (78 per cent) of all landlords only owned a single dwelling for rent, with only 8 per cent of landlords stating they were full time landlords.
  * The majority (54 per cent) of dwellings met the Decent Homes Standard though this rose to nearly three-quarters (74 per cent) for those let by new landlords. Over two-fifths (42 per cent) of all dwellings have had an Energy Performance Certificate.
  * Fifty-one per cent of all dwellings were acquired since 2000, 25 per cent in the ten years between 1990 and 1999.
  * In terms of formal letting and management practices, nearly all landlords and agents (97 per cent) made use of a written tenancy agreement, with 91 per cent requiring a deposit, and 84% requiring tenants to provide a reference.
  * Almost half (47 per cent) of all landlords were happy to rent to tenants on Housing Benefit (HB) or the Local Housing Allowance (LHA), with a further 21 per cent saying they would be encouraged to do so if payments were not made direct to the tenant.
  * In terms of issues considered a serious problem, 18 per cent of landlords or agents stated issues related to HB or the LHA, and 10 per cent the level of HB in the area. Issues not considered a problem by landlords were low demand (82 per cent), mortgage payments (76 per cent) and finding reliable builders (73 per cent).
  * A third (33 per cent) of landlords and agents, who had heard of the Housing Health and Safety Rating System reported that 58 per cent of the dwellings they were collectively responsible for had received some form of assessment for potential hazards.",Free,,18-Oct-11,statistics,statistics,,9781409831884,improving-the-rented-housing-sector,,,,http://www.communities.gov.uk/documents/statistics/pdf/2010380.pdf,Private Landlord Survey 2010,http://www.communities.gov.uk/documents/statistics/xls/2010393.xls,Private Landlord Survey 2010: Tables,http://www.communities.gov.uk/documents/statistics/pdf/2026831.pdf,Private Landlords' Survey 2009-10: Questionnaire documentation,http://www.communities.gov.uk/documents/statistics/pdf/2010397.pdf,Pre-release Access List: Private Landlord Survey 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/statistics/quarterlyrevenuelocalq1201112,Quarterly revenue outturn for local authorities in England: Quarter 1 2011-12,Quarterly revenue outturn for local authorities in England: Q1 2011 to 2012,,"This statistical release provides quarterly revenue outturn data for local authorities in England, for quarter 1 of the financial year 2011-12, and compares it to revenue account data for the same financial year.

### Correction

Following publication at 9:30am 29 September 2011, an error was identified in the data.

In the original version of this publication the Revenue Account figures for total service expenditure and for net current expenditure, referred to in tables 2 and 3, as well as in the commentary did not agree with figures published in the Statistical Release ""Local authority revenue expenditure and financing England: 2011-12 Budget"". The error was in the budget figures quoted in this release, which was caused by the way in which non-pay elements of schools expenditure are imputed. These figures have been replaced by the figures published in the above named release.

As a consequence of this change, comparison figures (percentage changes on budget) calculated and described in this release have been revised. The commentary has been updated to reflect these changes.

In correcting this error, the need to further caveat figures relating to education and to the in-year forecast for net current expenditure has become apparent. In light of this, additions have been made to the 'strengths and limitations of the data' section of this release.",Free,,29-Sep-11,statistics,statistics,,9781409831785,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/statistics/pdf/199701811.pdf,Quarterly Revenue Outturn for Local Authorities in England: Quarter 1 2011-12,http://www.communities.gov.uk/documents/statistics/xls/1997028.xls,Quarterly Revenue Outturn for Local Authorities in England: Quarter 1 2011-12 - Individual local authority data,http://www.communities.gov.uk/documents/statistics/pdf/19970311.pdf,Mapping of lines on the QRO form to RA (Revenue Account) and RO (Revenue Outturn) lines,http://www.communities.gov.uk/documents/statistics/pdf/19970492.pdf,Pre-release Access list: Quarterly Revenue Outturn for Local Authorities in England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/statistics/quarterlyrevenuelocalq2201112,Quarterly revenue outturn for local authorities in England: Quarter 2 2011-12,Quarterly revenue outturn for local authorities in England: Q2 2011 to 2012,,"This statistical release provides quarterly revenue outturn data for local authorities in England, for quarter 2 of the financial year 2011-12, and compares it to revenue account data for the same financial year.",Free,,9-Dec-11,statistics,statistics,,9781409832744,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/statistics/pdf/2047965.pdf,Quarterly Revenue Outturn for Local Authorities in England: Quarter 2 2011-12,http://www.communities.gov.uk/documents/statistics/doc/2047978.doc,Quarterly Revenue Outturn for Local Authorities in England: Quarter 2 2011-12,http://www.communities.gov.uk/documents/statistics/xls/20479881.xls,Quarterly Revenue Outturn for Local Authorities in England: Quarter 2 2011-12 - Individual local authority data,http://www.communities.gov.uk/documents/statistics/pdf/19970492.pdf,Pre-release Access list: Quarterly Revenue Outturn for Local Authorities in England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/statistics/quarterlyrevenuelocalq3201112,Quarterly revenue outturn for local authorities in England: Quarter 3 2011-12,Quarterly revenue outturn for local authorities in England: Q3 2011 to 2012,,"This statistical release provides quarterly revenue outturn data for local authorities in England, for quarter 3 of the financial year 2011-12, and compares it to revenue account data for the same financial year.

**Please note:** A correction notice was issued on 22 March 2012. See below for more details.",Free,,9-Mar-12,statistics,statistics,,9781409833802,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/statistics/pdf/2102834.pdf,Quarterly Revenue Outturn for Local Authorities in England: Quarter 3 2011-12,http://www.communities.gov.uk/documents/statistics/doc/2102844.doc,Quarterly Revenue Outturn for Local Authorities in England: Quarter 3 2011-12,http://www.communities.gov.uk/documents/statistics/pdf/2111980.pdf,Quarterly Revenue Outturn for Local Authorities in England: Quarter 3 2011-12: Correction notice,http://www.communities.gov.uk/documents/statistics/xls/21028551.xls,Quarterly Revenue Outturn for Local Authorities in England: Quarter 3 2011-12 - Individual local authority data,http://www.communities.gov.uk/documents/statistics/pdf/19970492.pdf,Pre-release Access list: Quarterly Revenue Outturn for Local Authorities in England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/statistics/revenue200910finaloutturn,Local authority revenue expenditure and financing England 2009-10 Final Outturn (Revised),Local authority revenue expenditure and financing in England: 2009 to 2010 final outturn (revised),,"The latest national statistics on the final outturn estimates of local authority revenue expenditure and financing for 2009-10 were released on 27 January 2011 under arrangements approved by the UK Statistics Authority. These statstics were originally released on 25 November 2010.

The release provides data from revenue outturn returns and the changes over the previously published figures are generally small.

The key points from the latest release are:

  * Total net current expenditure by local authorities in England was estimated to be Â£121.3bn in 2009-10 compared with Â£113.0bn in 2008-09, an increase of 7 per cent.
  * There have been two changes to the definition of net current expenditure for 2009-10. The first change involves including revenue expenditure funded from capital under statute (RECS). The second change involves reporting net current expenditure on a non-Financial Reporting Standard 17 (FRS17) basis (previously for 2008-09 local authorities accounted for retirement benefits (pensions) in their service expenditure in accordance with FRS17). If we remove RECS from this year's figure and use the 2008-09 figure on a non-FRS17 basis, then the 2009-10 net current expenditure is Â£119.4bn and for 2008-09 is Â£113.7bn, an increase of 5 per cent.
  * 37 per cent of net current expenditure in 2009-10 was on education, 17 per cent on social care, 14 per cent on housing benefits and 10 per cent on police.
  * 56 per cent of revenue expenditure (on a non-Financial Reporting Standard 17 basis) in 2009-10 was funded by government grants, 25 per cent by council tax and 19 per cent by redistributed non-domestic rates.",Free,,27-Jan-11,statistics,statistics-national-statistics,,9781409826705,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/statistics/pdf/1826743.pdf,Local authority revenue expenditure and financing England 2009-10 final outturn (revised),http://www.communities.gov.uk/documents/statistics/doc/1826746.doc,Local authority revenue expenditure and financing England 2009-10 final outturn (revised),http://www.communities.gov.uk/documents/statistics/xls/1826840.xls,Table 1 Net current expenditure by service 2008-09 and 2009-10 (revised),http://www.communities.gov.uk/documents/statistics/xls/1826843.xls,Table 2 Revenue expenditure and financing 2008-09 and 2009-10 (revised),http://www.communities.gov.uk/documents/statistics/xls/1826846.xls,Table 3 Net current expenditure by service 2005-06 to 2009-10 (revised),http://www.communities.gov.uk/documents/statistics/xls/1826849.xls,Table 4 Top five incomes from specific grants 2009-10 (revised),http://www.communities.gov.uk/documents/statistics/xls/1826852.xls,Table 5 Financing of revenue expenditure since 2005-06 (a) (revised),http://www.communities.gov.uk/documents/statistics/xls/1826855.xls,Table 6 Level of revenue reserves (revised),http://www.communities.gov.uk/documents/statistics/xls/1826761.xls,Annex A1  Revenue Outturn Service Expenditure Summary (RSX) 2009-10 (revised),http://www.communities.gov.uk/documents/statistics/xls/1826769.xls,Annex A2  Revenue Outturn Summary (RS)  2009-10 (revised),http://www.communities.gov.uk/documents/statistics/xls/1826772.xls,Annex A3  Income from specific grants (RG) 2009-10 (revised),http://www.communities.gov.uk/documents/statistics/xls/1826781.xls,Annex A4  Revenue Outturn Education services (RO1) 2009-10 (revised),http://www.communities.gov.uk/documents/statistics/xls/1826790.xls,Annex A5  Revenue Outturn Highways and Transport services (RO2) 2009-10 (revised),http://www.communities.gov.uk/documents/statistics/xls/1826793.xls,Annex A6  Revenue Outturn Social Care (RO3) 2009-10 (revised),http://www.communities.gov.uk/documents/statistics/xls/1826802.xls,Annex A7  Revenue Outturn Housing services (RO4) 2009-10 (revised),http://www.communities.gov.uk/documents/statistics/xls/1826805.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/statistics/revenue200910provoutturn,Local authority revenue expenditure and financing England 2009-10 provisional outturn,Local authority revenue expenditure and financing in England: 2009 to 2010 provisional outturn,,"The latest national statistics on the provisional outturn estimates of local authority revenue expenditure and financing for 2009-10 were released on 27 August 2010 under arrangements approved by the UK Statistics Authority.

The key points from the latest release are:

  * Total net current expenditure by local authorities in England was estimated to be Â£121.3 billion in 2009-10 compared with Â£113.1 billion in 2008-09, an increase of 7 per cent.
  * The definition of total net current expenditure has changed for this year to include revenue expenditure funded from capital by statue (RECS). Removing RECS, the 2009-10 net current expenditure figure is Â£119.4 billion. If compared to the 2008-09 figure of Â£113.1 billion, this is an increase of 6 per cent.
  * 37 per cent of net current expenditure in 2009-10 was on education, 17 per cent on social care, 14 per cent on housing benefits and 10 per cent on police.
  * 56 per cent of revenue expenditure on a non-Financial Reporting Standard 17 basis in 2009-10 was funded by government grants, 25 per cent by council tax and 19 per cent by redistributed non-domestic rates.",Free,,27-Aug-10,statistics,statistics-national-statistics,,9781409825470,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/statistics/pdf/1700224.pdf,Local authority revenue expenditure and financing England 2009-10 provisional outturn,http://www.communities.gov.uk/documents/statistics/doc/1700227.doc,Local authority revenue expenditure and financing England 2009-10 provisional outturn,http://www.communities.gov.uk/documents/statistics/xls/1700230.xls,Annex A - Provisional Revenue Outturn Summary (RS) 2009-10,http://www.communities.gov.uk/documents/statistics/xls/1700233.xls,Annex B - Provisional Revenue Outturn Service Expenditure Summary (RSX) 2009-10,http://www.communities.gov.uk/documents/statistics/xls/1700236.xls,Annex C - Derivation of service lines used in Table 1,http://www.communities.gov.uk/documents/statistics/xls/1700239.xls,Table 1 - Net current expenditure by service 2008-09 and 2009-10,http://www.communities.gov.uk/documents/statistics/xls/1700242.xls,Table 2 - Revenue expenditure and financing 2009-10,http://www.communities.gov.uk/documents/statistics/xls/1700245.xls,Table 3 - Financing of revenue expenditure since 2004-05,http://www.communities.gov.uk/documents/statistics/pdf/13241351.pdf,Pre-release Access list: Local authority revenue expenditure and financing England: Provisional outturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/statistics/revenue201011budgetrevised,Local authority revenue expenditure and financing England: 2010-11 Budget (revised),Local authority revenue expenditure and financing in England: 2010 to 2011 budget,,"The latest national statistics on the budget estimates of local authority revenue expenditure and financing for 2010-11 were released on 17 February 2011, under arrangements approved by the UK Statistics Authority.

These statistics have been revised since their original release on 30 June 2010. The release provides data from revenue accounts budget returns and the changes over the previously published figures are generally small.

The key points from the latest release are:

  * Budgeted total net current expenditure by local authorities in England totals Â£122.0 billion in 2010-11, compared with Â£115.0 billion in 2009-10, an increase of 6 per cent.
  * The definition of total net current expenditure has changed for this year to include revenue expenditure funded from capital by statute (RECS). Removing RECS, the 2010-11 net current expenditure figure is Â£121.1 billion. If compared to the 2009-10 figure of Â£115.0 billion, this is an increase of 5 per cent.
  * 38 per cent of budgeted total net current expenditure in 2010-11 is on education, 17 per cent on social care, 14 per cent on housing benefits and 10 per cent on police.
  * 25 per cent of budgeted revenue expenditure on a non-International Standard 19 basis in 2010-11 is estimated to be funded through council tax, 27 per cent through formula grant and 48 per cent through specific grants inside Aggregate External Finance and Area Based Grant.",Free,,17-Feb-11,statistics,statistics-national-statistics,,9781409828389,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/statistics/pdf/1846276.pdf,Local authority revenue expenditure and financing England: 2010-11 Budget (revised),http://www.communities.gov.uk/documents/statistics/doc/1846283.doc,Local authority revenue expenditure and financing England: 2010-11 Budget (revised),http://www.communities.gov.uk/documents/statistics/xls/1846287.xls,Table 1: Budgeted net current expenditure by service 2009-10 and 2010-11 (revised),http://www.communities.gov.uk/documents/statistics/xls/1846292.xls,Table 2: Budgeted revenue expenditure and financing on a non-IAS19 basis 2010-11 (revised),http://www.communities.gov.uk/documents/statistics/xls/1846296.xls,Table 3: Financing of revenue expenditure since 2004-05 (revised),http://www.communities.gov.uk/documents/statistics/xls/1846305.xls,Table 4: Top five incomes from specific grants budget 2010-11 (revised),http://www.communities.gov.uk/documents/statistics/xls/1846308.xls,Annex A: RA10 General Fund Revenue Accounts Budget Estimate 2010-11 (revised),http://www.communities.gov.uk/documents/statistics/xls/1846331.xls,Annex B: RA(SG10) Income from specific grants budget 2010-11 (revised),http://www.communities.gov.uk/documents/statistics/xls/1846334.xls,Annex C: Derivation of service lines used in Tables 1 and 2 (revised),http://www.communities.gov.uk/documents/statistics/xls/1846338.xls,"Budgeted net current expenditure by service on an IAS19 and non-IAS19 basis, including Private Finance Initiatives (PFI) for 2010-11 (revised)",http://www.communities.gov.uk/documents/statistics/pdf/12995051.pdf,Pre-release Access list: Local authority revenue expenditure and financing England: Budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/statistics/revenue201011finaloutturn,Local authority revenue expenditure and financing England 2010-11 final outturn (revised),Local authority revenue expenditure and financing in England: 2010 to 2011 final outturn (revised),,"The latest national statistics on the final outturn estimates of local authority revenue expenditure and financing for 2010-11 were released on 4 April 2012 under arrangements approved by the UK Statistics Authority. These statstics were originally released on 17 November 2011.

The release provides data from revenue outturn returns and the changes over the previously published figures are generally small.

The key points from the latest release are:

  * Total net current expenditure by local authorities in England was estimated to be Â£121.3 billion in 2010-11 compared with Â£119.2 billion in 2009-10, an increase of 1.8 per cent.
  * In real terms (using 2010-11 market prices), net current expenditure has decreased from Â£122.5 billion in 2009-10 to Â£121.3 billion in 2010-11. This is a decrease of 0.9 per cent.
  * 37.4 per cent of net current expenditure in 2010-11 was on education, 17.4 per cent on social care, 15.3 per cent on housing benefits and 9.9 per cent on police.
  * 55.3 per cent of revenue expenditure (on a non-International Accounting Standard 19 basis) in 2010-11 was funded by government grants, 25.2 per cent by council tax and 20.6 per cent by redistributed non-domestic rates.",Free,,4-Apr-12,statistics,statistics,,9781409834441,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/statistics/pdf/2123508.pdf,Local authority revenue expenditure and financing England 2010-11 final outturn (revised) - 4 April 2012,http://www.communities.gov.uk/documents/statistics/doc/2123512.doc,Local authority revenue expenditure and financing England 2010-11 final outturn (revised) - 4 April 2012,http://www.communities.gov.uk/documents/statistics/pdf/20312341.pdf,Local authority revenue expenditure and financing England 2010-11 final outturn (superseded),http://www.communities.gov.uk/documents/statistics/doc/20312521.doc,Local authority revenue expenditure and financing England 2010-11 final outturn (superseded),http://www.communities.gov.uk/documents/statistics/xls/2123386.xls,Table 1 Net current expenditure by service 2009-10 and 2010-11 (revised),http://www.communities.gov.uk/documents/statistics/xls/2123389.xls,Table 2 Revenue expenditure and financing 2009-10 and 2010-11 (revised),http://www.communities.gov.uk/documents/statistics/xls/2123392.xls,Table 3 Net current expenditure by service 2006-07 to 2010-11 (revised),http://www.communities.gov.uk/documents/statistics/xls/2123395.xls,Table 4 Top five incomes from specific grants 2010-11 (revised),http://www.communities.gov.uk/documents/statistics/xls/2123400.xls,Table 5 Financing of revenue expenditure in 2010-11 by local authority classification (revised),http://www.communities.gov.uk/documents/statistics/xls/2123403.xls,Table 6 Financing of revenue expenditure since 2006-07 (revised),http://www.communities.gov.uk/documents/statistics/xls/2123406.xls,"Table 7 Revenue expenditure per capita by region, since 2006-07 (revised)",http://www.communities.gov.uk/documents/statistics/xls/2123409.xls,Table 8 Level of revenue reserves (revised),http://www.communities.gov.uk/documents/statistics/xls/2123413.xls,Annex A1 Revenue Outturn Summary (RS) 2010-11 (revised),http://www.communities.gov.uk/documents/statistics/xls/2123417.xls,Annex A2 Revenue Outturn Service Expenditure Summary (RSX) 2010-11 (revised),http://www.communities.gov.uk/documents/statistics/xls/2123421.xls,Annex A3 Income from specific grants (RG) 2010-11 (revised),http://www.communities.gov.uk/documents/statistics/xls/2123427.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/statistics/revenue201011localdata,Local authority revenue expenditure and financing England: 2010-11 - individual local authority data (revised),Local authority revenue expenditure and financing England: 2010 to 2011 individual local authority data,,"The data in the following spreadsheets have been used to compile the revised final outturn estimates of local authority revenue expenditure and financing for the financial year April 2010 to March 2011.

Since the publication of the original final outturn statistical release, the data in these spreadsheets have been revised on 4 April 2012. The changes over the previously published figures are generally small. ",Free,,4-Apr-12,statistics,statistics,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/statistics/xls/21237421.xls,Revenue outturn summary (RS) 2010-11,http://www.communities.gov.uk/documents/statistics/xls/21237451.xls,Revenue outturn (RSX - service expenditure summary) 2010-11,http://www.communities.gov.uk/documents/statistics/xls/21237491.xls,Revenue outturn (RG - specific and special revenue grants) 2010-11,http://www.communities.gov.uk/documents/statistics/xls/2123753.xls,Revenue outturn (RO1 - education services) 2010-11,http://www.communities.gov.uk/documents/statistics/xls/21237661.xls,Revenue outturn (RO2 - highways and transport services) 2010-11,http://www.communities.gov.uk/documents/statistics/xls/21237731.xls,Revenue outturn (RO3 - social care) 2010-11,http://www.communities.gov.uk/documents/statistics/xls/21237871.xls,Revenue outturn (RO4 - housing services) 2010-11,http://www.communities.gov.uk/documents/statistics/xls/21237921.xls,"Revenue outturn (RO5 - cultural, environmental, regulatory and planning services) 2010-11",http://www.communities.gov.uk/documents/statistics/xls/21237961.xls,"Revenue outturn (RO6 - protective, central and other services) 2010-11",http://www.communities.gov.uk/documents/statistics/xls/21238001.xls,Revenue outturn (TSR - trading account services) 2010-11,http://www.communities.gov.uk/documents/statistics/xls/2123803.xls,BID business improvement district outturn transactions 2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/statistics/revenue201011provoutturn,Local authority revenue expenditure and financing England: 2010-11 provisional outturn,Local authority revenue expenditure and financing England: 2010 to 2011 provisional outturn,,"The latest national statistics on the provisional outturn estimates of local authority revenue expenditure and financing for 2010-11 were released on 31 August 2011 under arrangements approved by the UK Statistics Authority.

The key points from the latest release are:

  * Total net current expenditure by local authorities in England was estimated to be Â£121.2 billion in 2010-11 compared with Â£119.1 billion in 2009-10, an increase of 1.8 per cent.
  * In real terms (using 2010-11 market prices), net current expenditure has decreased from Â£122.6 billion in 2009-10 to Â£121.2 billion in 2010-11. This is a decrease of 1.1 per cent.
  * 37.4 per cent of net current expenditure in 2010-11 was on education, 17.4 per cent on social care, 15.3 per cent on housing benefits and 9.9 per cent on police.
  * 54.3 per cent of revenue expenditure (on a non-International Accounting Standard 19 basis) in 2010-11 was funded by government grants, 26.0 per cent by council tax and 18.7 per cent by redistributed non-domestic rates.",Free,,31-Aug-11,statistics,statistics-national-statistics,,9781409831273,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/statistics/pdf/1974837.pdf,Local authority revenue expenditure and financing England: 2010-11 provisional outturn,http://www.communities.gov.uk/documents/statistics/doc/1974852.doc,Local authority revenue expenditure and financing England: 2010-11 provisional outturn,http://www.communities.gov.uk/documents/statistics/xls/1974868.xls,Table 1: Net current expenditure by service 2009-10 and 2010-11,http://www.communities.gov.uk/documents/statistics/xls/1974876.xls,Table 2: Revenue expenditure and financing 2009-10 and 2010-11,http://www.communities.gov.uk/documents/statistics/xls/1974884.xls,Table 3: Financing of revenue expenditure since 2005-06,http://www.communities.gov.uk/documents/statistics/xls/1974887.xls,Table 4: Top five incomes from specific grants 2010-11,http://www.communities.gov.uk/documents/statistics/xls/1974892.xls,Annex A: Provisional Revenue Outturn Summary (RS) 2010-11,http://www.communities.gov.uk/documents/statistics/xls/1974896.xls,Annex B: Provisional Revenue Outturn Service Expenditure Summary (RSX) 2010-11,http://www.communities.gov.uk/documents/statistics/xls/1974899.xls,Annex C: Income from specific grants (RG) 2010-11,http://www.communities.gov.uk/documents/statistics/xls/1974905.xls,Annex D: Derivation of service lines used in Table 1,http://www.communities.gov.uk/documents/statistics/xls/1974908.xls,Annex E: Derivation of service lines used in Table 2,http://www.communities.gov.uk/documents/statistics/pdf/13241351.pdf,Pre-release Access list: Local authority revenue expenditure and financing England: Provisional outturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/statistics/revenue201112budget,Local authority revenue expenditure and financing England: 2011-12 Budget,Local authority revenue expenditure and financing England: 2011 to 2012 budget,,"The latest national statistics on the budget estimates of local authority revenue expenditure and financing for 2011-12 were released on 30 June 2011 under arrangements approved by the UK Statistics Authority.

The key points from the latest release are:

  * Budgeted total net current expenditure by local authorities in England totals Â£118.1 billion in 2011-12, compared with Â£121.2 billion in 2010-11, a decrease of 2.6 per cent.
  * There has been a transfer of responsibilities between NHS and local government relating to adults with learning difficulties in long stay NHS institutions.  As a result of this discontinuity between the two financial years (2010-11 & 2011-12), it is difficult to compare total net current expenditure.
  * 36.4 per cent of budgeted total net current expenditure in 2011-12 is on education, 18.0 per cent on social care, 15.6 per cent on housing benefits and 10.0 per cent on police.
  * 26.0 per cent of budgeted revenue expenditure on a non-International Accounting Standard 19 basis in 2011-12 is estimated to be funded through council tax, 29.1 per cent through formula grant and 44.0 per cent through specific grants inside Aggregate External Finance and Local Services Support Grant.
  * In 2011-12 local authorities are budgeting to draw down Â£971 million from their reserves to finance their revenue expenditure.

**Please note**: Since first publishing on 30 June 2011, there have been two revisions to the statistical release, which are:

(1) Page 4, 2nd Bullet point: ""Learning Disabilities and Health Reform Grant, amounting to Â£1.1 billion"" changed to ""Learning Disabilities and Health Reform Grant amounting to Â£1.2 billion""
(2) Page 22, last line of Annex C2, column 2: Change 'RA Line 880' to 'RA Line 890'.",Free,,30-Jun-11,statistics,statistics-national-statistics,,9781409830290,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/statistics/pdf/1933771.pdf,Local authority revenue expenditure and financing England: 2011-12 Budget,http://www.communities.gov.uk/documents/statistics/doc/1933774.doc,Local authority revenue expenditure and financing England: 2011-12 Budget,http://www.communities.gov.uk/documents/statistics/xls/1933911.xls,Table 1 Budgeted net current expenditure by service 2010-11 and 2011-12,http://www.communities.gov.uk/documents/statistics/xls/1933915.xls,Table 2 Budgeted revenue expenditure and financing on a non-IAS19 basis 2010-11 and 2011-12,http://www.communities.gov.uk/documents/statistics/xls/1933927.xls,Table 3 Financing of revenue expenditure since 2005-06,http://www.communities.gov.uk/documents/statistics/xls/1933932.xls,Table 4 Financing of revenue expenditure in 2011-12 by local authority classification,http://www.communities.gov.uk/documents/statistics/xls/1933939.xls,Table 5 Top five incomes from specific grants budget 2011-12,http://www.communities.gov.uk/documents/statistics/xls/1933944.xls,Table 6 Revenue spending per capita by region and local authority classification 2011-12,http://www.communities.gov.uk/documents/statistics/xls/1933882.xls,Annex A RA11 General Fund Revenue Accounts Budget Estimates 2011-12,http://www.communities.gov.uk/documents/statistics/xls/1933885.xls,Annex B RA(SG11) Income from specific grants budget 2011-12,http://www.communities.gov.uk/documents/statistics/xls/1933888.xls,Annex C1 Derivation of service lines used in Table 1,http://www.communities.gov.uk/documents/statistics/xls/1933903.xls,Annex C2 Derivation of service lines used in Table 2,http://www.communities.gov.uk/documents/statistics/xls/1933905.xls,Annex D Distribution of local authorities by region and classification,http://www.communities.gov.uk/documents/statistics/xls/1933908.xls,"Budgeted net current expenditure by service on an IAS19 and non-IAS19 basis, including PFI for 2011-12",http://www.communities.gov.uk/documents/statistics/pdf/12995051.pdf,Pre-release Access list: Local authority revenue expenditure and financing England: Budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
