old_url,title,target_organisation
http://www.official-documents.gov.uk/document/hc1213/hc07/0763/0763.asp,The state of health care and adult social care in England in 2011/12,care-quality-commission
http://www.official-documents.gov.uk/document/hc1213/hc07/0777/0777.asp,National Lottery Distribution Fund account 2011-12: annual report and accounts for the year ending 31 March 2012,department-for-culture-media-sport
http://www.official-documents.gov.uk/document/hc1213/hc07/0778/0778.asp,Olympic Lottery Distribution Fund account 2011-12: annual report and accounts for the year ended 31 March 2012,olympic-lottery-distributor
http://www.official-documents.gov.uk/document/hc1213/hc07/0779/0779.asp,"An inquiry into the culture, practices and ethics of the press: executive summary and recommendations [Leveson report]",leveson-inquiry
http://www.official-documents.gov.uk/document/hc1213/hc07/0780/0780_i.asp,"An inquiry into the culture, practices and ethics of the press: report [Leveson]",leveson-inquiry
http://www.official-documents.gov.uk/document/hc1213/hc07/0780/0780_ii.asp,"An inquiry into the culture, practices and ethics of the press: report [Leveson]",leveson-inquiry
http://www.official-documents.gov.uk/document/hc1213/hc07/0780/0780_iii.asp,"An inquiry into the culture, practices and ethics of the press: report [Leveson]",leveson-inquiry
http://www.official-documents.gov.uk/document/hc1213/hc07/0780/0780_iv.asp,"An inquiry into the culture, practices and ethics of the press: report [Leveson]",leveson-inquiry
http://www.official-documents.gov.uk/document/hc1213/hc07/0791/0791.asp,"Eighth report on the Secretary of State's functions by the Secretary of State for Culture, Media and Sport: for the period from 29 December 2010 to 28 December 2011",department-for-culture-media-sport
http://www.official-documents.gov.uk/document/hc1213/hc07/0799/0799.asp,Responsive and accountable: the Ombudsman's review of complaint handling by government departments and public bodies 2011-12,the-parliamentary-and-health-service-ombudsman
http://www.official-documents.gov.uk/document/hc1213/hc08/0800/0800.asp,Responsive and accountable: statistical report on complaint handling by government departments and public bodies 2011-12,the-parliamentary-and-health-service-ombudsman
http://www.official-documents.gov.uk/document/hc1213/hc08/0802/0802.asp,The Report of the Patrick Finucane Review,patrick-finucane-review
http://www.official-documents.gov.uk/document/hc1213/hc08/0809/0809.asp,Report of the Laidlaw Inquiry: inquiry into the lessons learned for the Department for Transport from the Intercity West Coast competition,department-for-transport
http://www.official-documents.gov.uk/document/hc1213/hc08/0820/0820.asp,Statement of changes in immigration rules,home-office
http://www.official-documents.gov.uk/document/hc1213/hc08/0839/0839.asp,Contempt of court: scandalising the court,law-commission
http://www.official-documents.gov.uk/document/hc1213/hc08/0841/0841.asp,Service Children's Education annual report and accounts 2011-2012,service-children-s-education
http://www.official-documents.gov.uk/document/hc1213/hc08/0847/0847.asp,Statement of changes in immigration rules,home-office
http://www.official-documents.gov.uk/document/hc1213/hc08/0855/0855.asp,Ministry of Defence votes A 2013-14: for the year ending 31st March 2014,ministry-of-defence
http://www.official-documents.gov.uk/document/hc1213/hc08/0856/0856.asp,Ministry of Defence votes A 2012-13: supplementary votes for the year ending 31st March 2013,ministry-of-defence
http://www.official-documents.gov.uk/document/hc1213/hc08/0876/0876.asp,The police grant report (England and Wales) 2013/14,home-office
http://www.official-documents.gov.uk/document/hc1213/hc08/0878/0878.asp,House of Commons Members' Fund: actuarial assessment as at 30 September 2011 report by the Government Actuary,government-actuarys-department
http://www.official-documents.gov.uk/document/hc1213/hc08/0880/0880.asp,Her Majesty's Courts and Tribunals Service trust statement 2011-12,hm-courts-and-tribunals-service
http://www.official-documents.gov.uk/document/hc1213/hc08/0894/0894.asp,Central government supply estimates 2012-13: supplementary estimates for the year ending 31 March 2013,hm-treasury
http://www.official-documents.gov.uk/document/hc1213/hc08/0898/0898_i.asp,Report of the Mid Staffordshire NHS Foundation Trust Public Inquiry - Vol. 1: Analysis of evidence and lessons learned (part 1),mid-staffordshire-nhs-foundation-trust-public-inquiry
http://www.official-documents.gov.uk/document/hc1213/hc08/0898/0898_ii.asp,Report of the Mid Staffordshire NHS Foundation Trust Public Inquiry - Vol. 2: Analysis of evidence and lessons learned (part 2),mid-staffordshire-nhs-foundation-trust-public-inquiry
http://www.official-documents.gov.uk/document/hc1213/hc08/0898/0898_iii.asp,Report of the Mid Staffordshire NHS Foundation Trust Public Inquiry - Vol. 3: Present and future; annexes,mid-staffordshire-nhs-foundation-trust-public-inquiry
http://www.official-documents.gov.uk/document/hc1213/hc09/0903/0903.asp,Election accounts: UK and European Parliamentary elections 2011-12 account returning officers' expenses (for the year ended 31 March 2012),scotland-office
http://www.official-documents.gov.uk/document/hc1213/hc09/0904/0904.asp,Scottish Parliament election accounts : 2011-12 account returning officers' expenses (for the year ended 31 March 2012),scotland-office
http://www.official-documents.gov.uk/document/hc1213/hc09/0908/0908.asp,Report on the implementation of Law Commission proposals,ministry-of-justice
http://www.official-documents.gov.uk/document/hc1213/hc09/0909/0909.asp,Vote on account 2013-14 for the year ending 31 March 2014: supply estimate House of Commons: administration,parliamentary body excluded
http://www.official-documents.gov.uk/document/hc1213/hc09/0910/0910.asp,Supply estimate 2012-13 for the year ending 31 March 2013: supplementary estimate House of Commons administration,parliamentary body excluded
http://www.official-documents.gov.uk/document/hc1213/hc09/0926/0926.asp,Vote on account 2012-13 for the year ending 31 March 2014: National Audit Office,public-accounts-commission
http://www.official-documents.gov.uk/document/hc1213/hc09/0928/0928.asp,The referendums relating to council tax increases (alternative notional amounts) report (England) 2013/2014,department-for-communities-and-local-government
http://www.official-documents.gov.uk/document/hc1213/hc09/0929/0929.asp,Appointments Commission report and accounts for the seven months ended 31 October 2012,appointments-commission
http://www.official-documents.gov.uk/document/hc1213/hc09/0938/0938.asp,Severn Bridges Act 1992 account 2011-2012,highways-agency
http://www.official-documents.gov.uk/document/hc1213/hc09/0939/0939.asp,National Museum of the Royal Navy (a company limited by guarantee) trustees' report and consolidated financial statements 2011-2012,royal-naval-museum
http://www.official-documents.gov.uk/document/hc1213/hc09/0943/0943.asp,Statement of changes in immigration rules,home-office
http://www.official-documents.gov.uk/document/hc1213/hc09/0947/0947.asp,Report of the Mid Staffordshire NHS Foundation Trust Public Inquiry: executive summary,mid-staffordshire-nhs-foundation-trust-public-inquiry
http://www.official-documents.gov.uk/document/hc1213/hc09/0948/0948.asp,The local government finance report (England) 2013/2014,department-for-communities-and-local-government
http://www.official-documents.gov.uk/document/hc1213/hc09/0967/0967.asp,Statement of changes in immigration rules,home-office
http://www.official-documents.gov.uk/document/hc1213/hc09/0971/0971.asp,Independent Parliamentary Standards Authority: supplementary estimate 2012-13,independent-parliamentary-standards-authority
http://www.official-documents.gov.uk/document/hc1213/hc09/0972/0972.asp,Vote on account 2013-14 for the year ending 31 March 2014: supply estimates Independent Parliamentary Standards Authority,independent-parliamentary-standards-authority
http://www.official-documents.gov.uk/document/hc1213/hc09/0973/0973.asp,Vote on account 2013-14 for the year ending 31 March 2014: supply estimates the Electoral Commission,parliamentary body excluded
http://www.official-documents.gov.uk/document/hc1213/hc09/0974/0974.asp,Supply estimate 2012-13 for the year ending 31 March 2013: supplementary estimate the Electoral Commission,parliamentary body excluded
http://www.official-documents.gov.uk/document/hc1213/hc09/0983/0983.asp,Government Car and Despatch Agency final report and accounts 1st April 2012 to 30th September 2012,government-car-and-despatch-agency
http://www.official-documents.gov.uk/document/hc1213/hc09/0985/0985.asp,Supply estimate 2012-13 for the year ending 31 March 2013: supplementary estimate the Local Government Boundary Commission for England,boundary-commission-for-england
http://www.official-documents.gov.uk/document/hc1213/hc09/0986/0986.asp,Vote on account 2013-14 for the year ending 31 March 2014: supply estimates the Local Government Boundary Commission for England,boundary-commission-for-england
http://www.official-documents.gov.uk/document/hc1213/hc09/0992/0992.asp,"Ministry of Defence votes A 2009-10, 2010-11, 2011-12: excess votes for the years ending 31st March 2010, 31st March 2011 and 31st March 2012",ministry-of-defence
http://www.official-documents.gov.uk/document/hc1213/hc09/0994/0994.asp,Statement of excess 2011-12 for the year ending 31 March 2012: the Electoral Commission,parliamentary body excluded
http://www.official-documents.gov.uk/document/hc1213/hc09/0995/0995.asp,Statement of excess 2011-12 for the year ending 31 March 2012: the Local Government Boundary Commission for England,boundary-commission-for-england
http://www.official-documents.gov.uk/document/hc1213/hc10/1004/1004.asp,The electronic communications code,law-commission
http://www.official-documents.gov.uk/document/hc1213/hc10/1023/1023.asp,General Social Care Council report and accounts for the 6 month period to 30 September 2012,general-social-care-council
http://www.official-documents.gov.uk/document/hc1213/hc10/1032/1032.asp,Annual review of the MPs' scheme of business costs and expenses,independent-parliamentary-standards-authority
http://www.official-documents.gov.uk/document/hc1213/hc10/1033/1033.asp,Budget 2013,hm-treasury
http://www.official-documents.gov.uk/document/hc1213/hc10/1037/1037.asp,Government Annuities Investment Fund account 2012,commissioners-for-the-reduction-of-the-national-debt
http://www.official-documents.gov.uk/document/hc1213/hc10/1038/1038.asp,Statement of changes in immigration rules,home-office
http://www.official-documents.gov.uk/document/hc1213/hc10/1039/1039.asp,Statement of changes in immigration rules,home-office
http://www.official-documents.gov.uk/document/hc1213/hc10/1055/1055.asp,Research Councils' pension scheme account 2011-12,biotechnology-biological-sciences-research-council
http://www.official-documents.gov.uk/document/hc1213/hc10/1070/1070.asp,National Audit Office main supply estimate 2013-14,public-accounts-commission
http://www.official-documents.gov.uk/document/hc1213/hc10/1074/1074.asp,Central Government supply estimates 2013-14: main supply estimates for the year ending 31 March 2014,hm-treasury
http://www.official-documents.gov.uk/document/hc1213/hc10/1079/1079.asp,Main supply estimate 2013-14: for the year ending 31 March 2014 supply estimate House of Commons: administration,parliamentary body excluded
http://www.official-documents.gov.uk/document/hc1213/hc10/1082/1082.asp,Main supply estimate 2013-14 for the year ending 31 March 2014: supply estimate the Local Government Boundary Commission for England,boundary-commission-for-england
http://www.official-documents.gov.uk/document/hc1213/hc10/1084/1084.asp,National Patient Safety Agency annual report and accounts for the six months ended 30 september 2012,national-patient-safety-agency
http://www.official-documents.gov.uk/document/hc1213/hc11/1101/1101.asp,House of Commons Members' Fund account 2011-12,parliamentary body excluded
http://www.official-documents.gov.uk/document/hc1213/hc11/1107/1107.asp,National Insurance Fund account 2011-12,hm-revenue-customs
http://www.official-documents.gov.uk/document/hc1213/hc11/1108/1108.asp,Northern Ireland National Insurance Fund account 2011-12,hm-revenue-customs
http://www.official-documents.gov.uk/document/hc1314/hc00/0002/0002.asp,HM Procurator General and Treasury Solicitor annual report and accounts 2012-13: for the year ended 31 March 2013,treasury-solicitor-s-department
http://www.official-documents.gov.uk/document/hc1314/hc00/0003/0003.asp,Not Found,supreme-court-of-the-united-kingdom
http://www.official-documents.gov.uk/document/hc1314/hc00/0004/0004.asp,Office of Rail Regulation annual report and accounts 2012-13,office-of-rail-regulation
http://www.official-documents.gov.uk/document/hc1314/hc00/0005/0005.asp,Forestry Commission Great Britain/England annual report 2012-13: incorporating: Forestry Commission Great Britain/England accounts and Forest Enterprise Agency accounts (for the year ended 31 March 2013),forestry-commission
http://www.official-documents.gov.uk/document/hc1314/hc00/0006/0006.asp,Food Standards Agency Westminster annual report and accounts 2012/13: (for the year ended 31 March 2013),food-standards-agency
http://www.official-documents.gov.uk/document/hc1314/hc00/0007/0007.asp,Export Credits Guarantee Department annual report and accounts 2012-13,uk-export-finance
http://www.official-documents.gov.uk/document/hc1314/hc00/0008/0008.asp,"Office for Standards in Education, Children's Services and Skills annual report and accounts 2012-13: (for the year ended 31 March 2013)",ofsted
http://www.official-documents.gov.uk/document/hc1314/hc00/0009/0009.asp,Serious Fraud Office annual report and accounts 2012-13: (for the year ended 31 March 2013),serious-fraud-office
http://www.official-documents.gov.uk/document/hc1314/hc00/0010/0010.asp,HM Revenue and Customs annual report and accounts 2012-13: (for the year ended 31 March 2013),hm-revenue-customs
http://www.official-documents.gov.uk/document/hc1314/hc00/0011/0011.asp,The Crown Estate Office annual report and financial statements 2012-13: (for the year ended 31 March 2013),the-crown-estate
http://www.official-documents.gov.uk/document/hc1314/hc00/0012/0012.asp,Department for International Development annual report and accounts 2012-13: (for the year ended 31 March 2013),department-for-international-development
http://www.official-documents.gov.uk/document/hc1314/hc00/0013/0013.asp,Scotland Office and Office of the Advocate General annual report and accounts 2012-13: (for the year ended 31 March 2013),office-of-the-advocate-general-for-scotland
http://www.official-documents.gov.uk/document/hc1314/hc00/0014/0014.asp,Department for International Development overseas superannuation accounts 2012-13: (for the year ended 31 March 2013),department-for-international-development
http://www.official-documents.gov.uk/document/hc1314/hc00/0015/0015.asp,Cabinet Office annual report and accounts 2012-13: (for the year ended 31 March 2013),cabinet-office
http://www.official-documents.gov.uk/document/hc1314/hc00/0016/0016.asp,Charity Commission annual report and accounts 2012-13: (for the year ended 31 March 2013),the-charity-commission-for-england-and-wales
http://www.official-documents.gov.uk/document/hc1314/hc00/0017/0017.asp,Department for Communities and Local Government annual report and accounts 2012-13: (for the year ended 31 March 2013),department-for-communities-and-local-government
http://www.official-documents.gov.uk/document/hc1314/hc00/0018/0018.asp,Department of Energy and Climate Change annual report and accounts 2012-13: for the year ended 31 March 2013,department-of-energy-climate-change
http://www.official-documents.gov.uk/document/hc1314/hc00/0019/0019.asp,Department for Transport annual report and accounts 2012-13: (for the year ended 31 March 2013),department-for-transport
http://www.official-documents.gov.uk/document/hc1314/hc00/0021/0021.asp,Home Office annual report and accounts 2012-13: (for the year ended 31 March 2013),home-office
http://www.official-documents.gov.uk/document/hc1314/hc00/0022/0022.asp,Ministry of Justice annual report and accounts 2012-13: (for the year ended 31 March 2013),ministry-of-justice
http://www.official-documents.gov.uk/document/hc1314/hc00/0023/0023.asp,Office of Fair Trading annual report and accounts 2012-13,office-of-fair-trading
http://www.official-documents.gov.uk/document/hc1314/hc00/0024/0024.asp,UK Trade and Investment annual report and accounts 2012-13: (for the year ended 31 March 2013),uk-trade-investment
http://www.official-documents.gov.uk/document/hc1314/hc00/0025/0025.asp,Wales Office annual report and accounts 2012-13: (for the year ended 31 March 2013),wales-office
http://www.official-documents.gov.uk/document/hc1314/hc00/0026/0026.asp,Water Services Regulation Authority (Ofwat) annual report and accounts 2012-13: for the period 1 April 2012 to 31 March 2013,water-services-regulation-authority
http://www.official-documents.gov.uk/document/hc1314/hc00/0027/0027.asp,Security and Intelligence agencies financial statement 2012-13: (for the year ended 31 March 2013),cabinet-office
http://www.official-documents.gov.uk/document/hc1314/hc00/0028/0028.asp,Teachers' pension scheme (England and Wales) annual accounts 2012-13: (for the year ended 31 March 2013),department-for-education
http://www.official-documents.gov.uk/document/hc1314/hc00/0029/0029.asp,Northern Ireland Office annual report and accounts 2012-13: (for the year ended 31 March 2013),northern-ireland-office
http://www.official-documents.gov.uk/document/hc1314/hc00/0030/0030.asp,Office of Gas and Electricity Markets (Ofgem) annual report and accounts 2012-13: (for the year ended 31 March 2013),ofgem
http://www.official-documents.gov.uk/document/hc1314/hc00/0031/0031.asp,Crown Prosecution Service annual report and accounts 2012-13: (for the period April 2011 - March 2013),crown-prosecution-service
http://www.official-documents.gov.uk/document/hc1314/hc00/0032/0032.asp,Foreign and Commonwealth Office annual report and accounts 2012-13: (for the year ended 31 March 2013),foreign-commonwealth-office
http://www.official-documents.gov.uk/document/hc1314/hc00/0033/0033.asp,United Kingdom Atomic Energy Authority pension schemes: combined annual accounts 2012-13 (for the year ended 31 March 2013),uk-atomic-energy-authority
http://www.official-documents.gov.uk/document/hc1314/hc00/0034/0034.asp,HM Treasury annual report and accounts 2012-13,hm-treasury
http://www.official-documents.gov.uk/document/hc1314/hc00/0035/0035.asp,"Department for Business, Innovation and Skills annual report and accounts 2012-13: for the year ended 31 March 2013",department-for-business-innovation-skills
http://www.official-documents.gov.uk/document/hc1314/hc00/0036/0036.asp,The Government Actuary's Department annual report and accounts 2012-13: (for the year ended 31 March 2013),government-actuarys-department
http://www.official-documents.gov.uk/document/hc1314/hc00/0037/0037.asp,UK Statistics Authority annual report and accounts 2012/13,uk-statistics-authority
http://www.official-documents.gov.uk/document/hc1314/hc00/0038/0038.asp,Ministry of Defence annual report and accounts 2012-13: for the year ended 31 March 2013,ministry-of-defence
http://www.official-documents.gov.uk/document/hc1314/hc00/0039/0039.asp,National Savings and Investments annual report and accounts and product accounts 2012-13,ns-i
http://www.official-documents.gov.uk/document/hc1314/hc00/0040/0040.asp,"Department for Environment, Food and Rural Affairs annual report and accounts 2012-13: (for the year ended 31 March 2013)",department-for-environment-food-rural-affairs
http://www.official-documents.gov.uk/document/hc1314/hc00/0041/0041.asp,Annual report and accounts of the National Archives 2012-13: including the annual report of the Advisory Council on National Records and Archives 2012-13 [and annual report of the Independent Complaints Reviewer 2012-13],the-national-archives
http://www.official-documents.gov.uk/document/hc1314/hc00/0042/0042.asp,Office of Qualifications and Examinations Regulation (Ofqual) annual report and accounts 2012-2013: (for the year ended 31 March 2013),office-of-qualifications-and-examinations-regulation
http://www.official-documents.gov.uk/document/hc1314/hc00/0043/0043.asp,Armed Forces Pension Scheme (incorporating the Armed Forces Compensation Scheme) annual accounts 2012-13: (for the year ended 31 March 2013),service-personnel-and-veterans-agency
http://www.official-documents.gov.uk/document/hc1314/hc00/0044/0044.asp,Judicial pensions scheme annual report and accounts 2012-13: (for the year ended 31 March 2013),ministry-of-justice
http://www.official-documents.gov.uk/document/hc1314/hc00/0045/0045.asp,NHS pension scheme: (incorporating the NHS compensation for premature retirement scheme) accounts 2012-13,nhs-business-services-authority
http://www.official-documents.gov.uk/document/hc1314/hc00/0046/0046.asp,Department of Health annual report and accounts 2012-13: (for the period ended 31 March 2013),department-of-health
http://www.official-documents.gov.uk/document/hc1314/hc00/0047/0047.asp,"Department for Culture, Media and Sport annual report and accounts for the year ended 31 March 2013",department-for-culture-media-sport
http://www.official-documents.gov.uk/document/hc1314/hc00/0052/0052.asp,Higher Education Funding Council for England annual report and accounts 2012-13,higher-education-funding-council-for-england
http://www.official-documents.gov.uk/document/hc1314/hc00/0054/0054.asp,National Forest Company annual report and accounts 2012-13,national-forest-company
http://www.official-documents.gov.uk/document/hc1314/hc00/0055/0055.asp,Financial Reporting Advisory Board report for the period April 2012 to March 2013,hm-treasury
http://www.official-documents.gov.uk/document/hc1314/hc00/0056/0056.asp,"Returning officers' expenses, Northern Ireland statement of accounts 2011-12",northern-ireland-office
http://www.official-documents.gov.uk/document/hc1314/hc00/0057/0057.asp,Treasury Solicitor's Department annual report and accounts 2012-13: for the year ended 31 March 2013,treasury-solicitor-s-department
http://www.official-documents.gov.uk/document/hc1314/hc00/0058/0058.asp,Annual report and accounts for the Crown's Nominee for the year ending 31 March 2013,treasury-solicitor-s-department
http://www.official-documents.gov.uk/document/hc1314/hc00/0064/0064.asp,Office for Budget Responsibility annual report and accounts 2012-13,office-for-budget-responsibility
http://www.official-documents.gov.uk/document/hc1314/hc00/0066/0066.asp,Criminal Records Bureau annual report and accounts for the period 1 April 2012 to 1 December 2012,criminal-records-bureau
http://www.official-documents.gov.uk/document/hc1314/hc00/0084/0084.asp,Office of the Health Professions Adjudicator (OHPA) report and accounts for 1 April to 30 June 2012,office-of-the-health-professions-adjudicator
http://www.official-documents.gov.uk/document/hc1314/hc01/0101/0101.asp,Gangmasters Licensing Authority annual report and accounts 1 April 2012 to 31 March 2013,gangmasters-licensing-authority
http://www.official-documents.gov.uk/document/hc1314/hc01/0109/0109.asp,Vehicle Certification Agency annual report and accounts 2012 - 2013,vehicle-certification-agency
http://www.official-documents.gov.uk/document/hc1314/hc01/0120/0120.asp,Asset Protection Agency annual report and accounts for the period from 1 April 2012 to 31 October 2012,asset-protection-agency
http://www.official-documents.gov.uk/document/hc1314/hc01/0121/0121.asp,Met Office annual report and accounts 2012/13,met-office
http://www.official-documents.gov.uk/document/hc1314/hc01/0122/0122.asp,Construction Industry Training Board (CITB) annual report and accounts 2012,construction-industry-training-board
http://www.official-documents.gov.uk/document/hc1314/hc01/0132/0132.asp,Report by the Health Service Ombudsman of England of an investigation into a complaint by Mr and Mrs M,the-parliamentary-and-health-service-ombudsman
http://www.official-documents.gov.uk/document/hc1314/hc01/0145/0145.asp,Economic and Social Research Council annual report and accounts 2012/13,economic-and-social-research-council
http://www.official-documents.gov.uk/document/hc1314/hc01/0146/0146.asp,Legal Services Board annual report and accounts for the year ended 31 March 2013,legal-services-board
http://www.official-documents.gov.uk/document/hc1314/hc01/0147/0147.asp,Forest Research annual report and accounts 2012-2013,forest-research
http://www.official-documents.gov.uk/document/hc1314/hc01/0148/0148.asp,"Centre for Environment, Fisheries and Aquaculture Science annual report and accounts 2012-13",centre-for-environment-fisheries-and-aquaculture-science
http://www.official-documents.gov.uk/document/hc1314/hc01/0149/0149.asp,Royal Mail Statutory Pension Scheme annual accounts 2012-13: (for the year ended 31 March 2013),royal-mail
http://www.official-documents.gov.uk/document/hc1314/hc01/0150/0150.asp,The Sports Council Trust Company annual report and financial statements 2012-2013,sports-council-trust
http://www.official-documents.gov.uk/document/hc1314/hc01/0151/0151.asp,Caversham Lakes Trust Limited annual report and financial statements 2012-2013,english-sports-council
http://www.official-documents.gov.uk/document/hc1314/hc01/0152/0152.asp,The Office for Legal Complaints annual report and accounts for the year ending 31 March 2013,office-for-legal-complaints
http://www.official-documents.gov.uk/document/hc1314/hc01/0153/0153.asp,British Hallmarking Council annual report and accounts for the year ended 31 December 2012,british-hallmarking-council
http://www.official-documents.gov.uk/document/hc1314/hc01/0160/0160.asp,Public Works Loan Board report and accounts 2012-2013,public-works-loan-board
http://www.official-documents.gov.uk/document/hc1314/hc01/0169/0169.asp,Prudential Regulation Authority Annual Accounts for the period 21 November 2011 to 28 February 2013,hm-treasury
http://www.official-documents.gov.uk/document/hc1314/hc01/0170/0170.asp,Defence Science and Technology Laboratory annual report and accounts 2012/13,defence-science-and-technology-laboratory
http://www.official-documents.gov.uk/document/hc1314/hc01/0174/0174.asp,Health Protection Agency annual report and accounts 2012/13,health-protection-agency
http://www.official-documents.gov.uk/document/hc1314/hc01/0182/0182.asp,Report by the Health Service Ombudsman for England and Local Government Ombudsman on a joint investigation into a complaint made by Mrs L,the-parliamentary-and-health-service-ombudsman
http://www.official-documents.gov.uk/document/hc1314/hc01/0183/0183.asp,The English Institute of Sport Limited annual report and financial statements for the year ended 31st March 2013,english-institute-of-sport
http://www.official-documents.gov.uk/document/hc1314/hc01/0184/0184.asp,Information Commissioner's annual report and financial statements 2012/13,information-commissioner-s-office
http://www.official-documents.gov.uk/document/hc1314/hc01/0186/0186.asp,Annual report and financial statements Parades Commission for Northern Ireland for the year ended 31st March 2012,parades-commission-for-northern-ireland
http://www.official-documents.gov.uk/document/hc1314/hc01/0187/0187.asp,The Health and Safety Executive annual report and accounts 2012/13,department-of-health
http://www.official-documents.gov.uk/document/hc1314/hc01/0195/0195.asp,Independent Living Fund (2006) annual report and accounts 2012-13,independent-living-fund
http://www.official-documents.gov.uk/document/hc1314/hc01/0199/0199.asp,The Crown Estate annual report and accounts 2012-13,the-crown-estate
http://www.official-documents.gov.uk/document/hc1314/hc02/0203/0203.asp,Committee on Climate Change annual report and accounts 1 April 2012 to 31 March 2013,committee-on-climate-change
http://www.official-documents.gov.uk/document/hc1314/hc02/0206/0206.asp,Driver and Vehicle Licensing Agency annual report and accounts 2012-13,driver-and-vehicle-licensing-agency
http://www.official-documents.gov.uk/document/hc1314/hc02/0207/0207.asp,The Office of Communications annual report and accounts for the period 1 April 2012 to 31 March 2013,ofcom
http://www.official-documents.gov.uk/document/hc1314/hc02/0208/0208.asp,Ordnance Survey annual report and accounts 2012-13,ordnance-survey
http://www.official-documents.gov.uk/document/hc1314/hc02/0210/0210.asp,The Food and Environment Research Agency annual report and accounts 2012/13,the-food-and-environment-research-agency
http://www.official-documents.gov.uk/document/hc1314/hc02/0211/0211.asp,The United Kingdom Hydrographic Office annual report and accounts 2012/2013,uk-hydrographic-office
http://www.official-documents.gov.uk/document/hc1314/hc02/0212/0212.asp,The Sovereign Grant and Sovereign Grant Reserve annual report and accounts 2012-13,royal-trustees-office
http://www.official-documents.gov.uk/document/hc1314/hc02/0214/0214.asp,The Patent Office annual report and accounts 2012/2013,intellectual-property-office
http://www.official-documents.gov.uk/document/hc1314/hc02/0215/0215.asp,NHS Commissioning Board (Special Health Authority) report and accounts 1 April to 30 September 2012,nhs-commissioning-board
http://www.official-documents.gov.uk/document/hc1314/hc02/0217/0217.asp,The Valuation Tribunal Service annual report and accounts 2012-13,valuation-tribunal-service-for-england-valuation-tribunal-service
http://www.official-documents.gov.uk/document/hc1314/hc02/0218/0218.asp,Natural England annual report and accounts 1 April 2012 to 31 March 2013,natural-england
http://www.official-documents.gov.uk/document/hc1314/hc02/0220/0220.asp,The Planning Inspectorate annual report and accounts 2012/13,planning-inspectorate
http://www.official-documents.gov.uk/document/hc1314/hc02/0221/0221.asp,London Thames Gateway Development Corporation annual report and accounts for the period 1st April 2012 to 28th February 2013,london-thames-gateway-development-corporation
http://www.official-documents.gov.uk/document/hc1314/hc02/0222/0222.asp,Criminal Injuries Compensation Authority annual report and accounts 2012-13,criminal-injuries-compensation-authority
http://www.official-documents.gov.uk/document/hc1314/hc02/0223/0223.asp,Office of the Children's Commissioner annual report and financial statements for 2012-2013,office-of-the-children-s-commissioner
http://www.official-documents.gov.uk/document/hc1314/hc02/0228/0228.asp,The Law Commission annual report 2012-13: the forty-seventh annual report of the Law Commission,law-commission
http://www.official-documents.gov.uk/document/hc1314/hc02/0230/0230.asp,Consumer Council for Water annual report and accounts 2012-13: for the year ended 31 March 2013,consumer-council-for-water
http://www.official-documents.gov.uk/document/hc1314/hc02/0236/0236.asp,Nuclear Decommissioning Authority annual report and accounts 2012/2013,nuclear-decommissioning-authority
http://www.official-documents.gov.uk/document/hc1314/hc02/0237/0237.asp,The Skills Funding Agency annual report and accounts for 2012-13,skills-funding-agency
http://www.official-documents.gov.uk/document/hc1314/hc02/0238/0238.asp,Defence Support Group annual report and accounts 2012/13,defence-support-group
http://www.official-documents.gov.uk/document/hc1314/hc02/0239/0239.asp,HM Courts and Tribunals Service annual report and accounts 2012-13,hm-courts-and-tribunals-service
http://www.official-documents.gov.uk/document/hc1314/hc02/0240/0240.asp,Valuation Office Agency annual report and accounts 2012-13,valuation-office-agency
http://www.official-documents.gov.uk/document/hc1314/hc02/0241/0241.asp,Driving Standards Agency annual report and accounts 2012-13,driving-standards-agency
http://www.official-documents.gov.uk/document/hc1314/hc02/0242/0242.asp,The Electoral Commission corporate plan 2013-14 to 2017-18,parliamentary body excluded
http://www.official-documents.gov.uk/document/hc1314/hc02/0243/0243.asp,The United Kingdom Sports Council grant-in-aid and lottery distribution fund report and accounts for the year ended 31 March 2013,uk-sport
http://www.official-documents.gov.uk/document/hc1314/hc02/0244/0244.asp,Statement of changes in immigration rules,home-office
http://www.official-documents.gov.uk/document/hc1314/hc02/0245/0245.asp,Report of the Animal Procedures Committee for 2010,animal-procedures-committee
http://www.official-documents.gov.uk/document/hc1314/hc02/0246/0246.asp,Report of the Animal Procedures Committee for 2011,animal-procedures-committee
http://www.official-documents.gov.uk/document/hc1314/hc02/0247/0247.asp,HM Land Registry annual report and accounts 2012/13,hm-land-registry
http://www.official-documents.gov.uk/document/hc1314/hc02/0248/0248.asp,English Heritage annual report and accounts 2012/2013,english-heritage
http://www.official-documents.gov.uk/document/hc1314/hc02/0249/0249.asp,Sports Ground Safety Authority annual report and accounts 2012/2013,sports-grounds-safety-authority
http://www.official-documents.gov.uk/document/hc1314/hc02/0250/0250.asp,Independent Housing Ombudsman Limited annual report and financial statements 2012-13,human-fertilisation-and-embryology-authority
http://www.official-documents.gov.uk/document/hc1314/hc02/0261/0261.asp,Arts Council England grant-in-aid and lottery annual report and accounts 2012/13,arts-council-england
http://www.official-documents.gov.uk/document/hc1314/hc02/0262/0262.asp,Veterinary Medicines Directorate annual report and accounts 2012/13,veterinary-medicines-directorate
http://www.official-documents.gov.uk/document/hc1314/hc02/0265/0265.asp,National Offender Management Service annual report and accounts 2012-2013,national-offender-management-service
