old_url,title,summary,body,type,delivered_by,event_and_location,organisation,policy 1,policy 2,policy 3,policy 4,first published,,
http://www.dft.gov.uk/publications/built-environment-network,Built Environment Network,"Video speech by Norman Baker MP, Parliamentary Under-Secretary of State for Transport.","Minister for Rail Development Norman Baker gave a video address on how the Government is supporting investment in rail for an event organised by Built Environment Networking.
[Built Environment Network](http://www.youtube.com/watch?v=bJk0z1TXwXY)
## Transcript

Thank you for inviting me to the Built Environment Networking Event today.

I appreciate that a video is not entirely within the spirit of networking. I had hoped to be there with you in person, but as you gather this afternoon in Yorkshire, I am in Birmingham for the Liberal Democrats' autumn conference. An event which, as I am sure you will appreciate, is not to be missed, and not just because for me it is compulsory!

But I still wanted to be able to speak to you today. So with due allowances for the format, please let me take this opportunity to explain the Coalition Government's approach to rail.

First, some context. As specialists in the built environment, you will understand very clearly the importance of establishing the foundations before a project can get off the ground. That is the challenge that the Coalition Government has inherited in terms of the economy. We need to tackle the deficit if we are to create the conditions for renewed prosperity.

But we understand very well that carefully planned infrastructure can drive economic growth. So we have been clear that we will continue to invest in projects that deliver a real benefit. No return to the days of cancelling essential infrastructure, banking a quick saving, then finding that the economic cost in terms of stifled growth is far greater than what was saved.

So the Coalition Government is fully focused on building a modern transport system - one that connects our communities and supports our businesses, one that is safe and reliable, affordable and accessible. And, of course, we are determined that such a system will also play its part in contributing to the Government's climate change goals.

In terms of investment in rail, and in spite of intense pressure on the public finances, the Government is undertaking probably the biggest programme of rail enhancement since the Victorian era. These include a green light for both Crossrail and Thameslink in its entirety, an ambitious electricfication programme and the provision of 2700 new carriages which will make travelling more attractive and help ease overcrowding.

But as Sir Roy McNulty's report earlier this year made clear - and as most have long believed - the cost of rail is indefensibly and unsustainably high.

That is not to detract from the real achievements of the rail sector in terms of safety and reliability that we have seen in recent years. But for far too long, the railway has relied on ever-increasing public subsidies on the on one hand, and ever-rising rail fares on the other.

This is hurting passengers, freight operators, and the public purse; but it's hurting the rail industry itself, and Britain's economy. So it needs to be tackled now. The challenge of building a sustainable and competitive railway cannot be delayed any longer.

That's the overall context: rail is an economic enabler and as such, the Government is supporting it as never before. But rail cannot continue in the unenviable position of being up to 40% more expensive per passenger mile than our European competitors. Later this year, we plan to publish a detailed policy statement setting out how we will take this agenda forward.

As the Minister whose responsibilities include local and regional transport as well as rail performance, I would like to give you some sense of what our policies for rail mean in a regional context and in particular, Yorkshire.

First of all, in this context it's relevant to mention our consultation on proposals for a high speed rail network. As we outlined in the public consultation, the Government's vision for high speed rail is of a truly national network - a 'Y' shaped high speed rail network that connects London, Birmingham, Manchester and Leeds, with intermediate stops in the East Midlands and Sheffield and links to Heathrow and HS1. This has the potential to generate benefits with a net present value of £44 billion, and will contribute to major regeneration programmes in Britain's inner cities.

The consultation on the Government's proposals for HS2 closed on the 29th of July, and I hope that many of you took the opportunity to respond. We are currently considering the responses to the consultation. The Secretary of State will announce his decision on whether to proceed with HS2 at the end of this year.

But the existing rail network in Yorkshire is also to benefit from continued investment. The Midland Main Line is to gain a package of line speed improvements costing £69m which will cut journey times between Sheffield and London by eight minutes to around two hours. I know there are long-held ambitions to electrify the Midland Main Line. Those will be considered as we plan for Control Period 5.

Yorkshire is also a potential testing ground for concepts that are new to UK rail, such as the tram train pilot planned for the route between Sheffield and Rotherham which I have the green light to earlier this year and which the West Yorkshire PTE is considering on some routes into Leeds.

Yorkshire's local transport authorities and their partners are also thinking about how rail services are delivered and exploring new possibilities. From the centre, there are things that those in the region can do that will help us all.

Perhaps the most important thing is to be clear about how priorities for transport meet the challenges of economic growth, carbon reduction and reducing the cost of the railway. Clarity of purpose and the regional interests speaking with a single voice also count for much.

We are already talking to the West Yorkshire Passenger Transport Executive and to PTEG about possibilities for devolution of rail interests - something that chimes well with the McNulty proposals. However, any proposal will need to achieve the objectives of providing better services for passengers as well as reducing the cost of the railway. And any governance structure would need to have the support of participating local authorities and local enterprise partnerships for it to work.

I hope this brief overview has left you with a good idea of not only the challenges, but also the real opportunities for rail. We are at a pivotal moment for the rail industry. I believe that, with your help and that of the many professionals who are central to the industry's success, there is no reason to suppose we cannot overcome the cost issue and continue to see the sort of expansion that has characterised recent years.

Thank you for watching and I hope the rest of your day is productive and enjoyable.

",Transcript,norman-baker,,Department for Transport,expanding-and-improving-the-rail-network,developing-a-new-high-speed-rail-network,,,27/09/2011,,
http://www.dft.gov.uk/publications/manchester-trams,Manchester trams,"Norman Baker, Minister for Local and Regional Transport, visits Manchester to experience the city's Metrolink trams.","Norman Baker, Minister for Local and Regional Transport, visits Manchester to experience the city's Metrolink trams.
[Manchester trams](http://www.youtube.com/watch?v=fX49Xoidoq4)
Date filmed: 15 July 2010

## Transcript

Narrator: Manchester's Metrolink trams are an iconic part of the city's transport network. For more than a decade, they've provided a quick and convenient service for the travelling public. And the network is set to expand following the Government's decision to reapprove over £120 million of funding for the Ashton and East Didsbury extensions. Norman Baker, Minister for Local and Regional Transport, experienced the network for himself when he came to formally open the newly-expanded Queen's Road depot. The depot will play a crucial role in stabling and maintaining the Metrolink fleet, which is expanding from 32 to 80 trams.

Norman Baker, Parliamentary Under-Secretary of State for Transport: I'm very pleased that one of the first decisions of the new Government has been to confirm the money for the extension to the Manchester Metrolink, and of course £10 million of Department for Transport money went towards this particular depot. So this is a sign of confidence in light rail, and it's a sign of commitment from the Government to the north-west. There's no doubt that an extension to Metrolink here in Manchester would help the local economy, it will help cut carbon emissions and be well received all round.

Narrator: Councillor Ian Macdonald is delighted that approval for the extensions has gone ahead.

Cllr Ian Macdonald, Chair, Greater Manchester Integrated Transport Authority: The extensions will spread out the network in a way; they're going to different places, new places, and tying it all together in a much more coherent way. And if people can be persuaded to get out of their cars and get on the tram, then that's very much better for everybody.

",Transcript,norman-baker,Manchester ,Department for Transport,expanding-and-improving-the-rail-network,improving-local-transport,,,29/07/2010,,
http://www.dft.gov.uk/publications/environmental-law-foundation-hs2,Environmental Law Foundation HS2 video speech,"Video speech by Norman Baker MP, Parliamentary Under-Secretary of State for Transport.","On the 23rd June 2011, Norman Baker MP, Minister for Local and Regional Transport, gave a video address to an event held by the Environmental Law Foundation on the Government's [consultation](http://highspeedrail.dft.gov.uk/) for High Speed 2 (HS2). He explained that Government believes a high speed rail network from London to Birmingham, with onward legs to Manchester and Leeds, will transform Britain's competitiveness.

[Environmental Law Foundation HS2 video speech](http://www.youtube.com/watch?v=PWtv0NFYkzI)

## Transcript

Good morning and thank you for inviting me to speak today. Unfortunately, due to the constraints of Parliamentary business, I cannot be with you in person. Nevertheless, with a little over four weeks to go before the Government's consultation on a strategy for high speed rail draws to a close, I was anxious to contribute to the debate.

The Government believes that a national high speed rail network from London to Birmingham, with onward legs to Leeds and Manchester, will transform Britain's competitiveness. With massively improved journey times giving better connections between key cities, it could reshape Britain's economic geography.

Indeed, the economic benefits are many. For example, a London to West Midlands line would help create around 40,000 jobs near four stations. That includes thousands of jobs from the regeneration of Birmingham's Eastside area. But this isn't the only way business could benefit.

Research commissioned by Northern Way suggests that a lack of connectivity between major northern and Midlands conurbations has left them as isolated islands instead of single functional economic areas. Improved connections could help those cities work more effectively as a coherent whole. More jobs could result from the increased productivity that comes from merging labour markets and customer bases.

There are also distinct advantages in connecting the Midlands and the North with Heathrow. Improved access to international markets would almost certainly enhance their attractiveness to international investors.

So better connections, new jobs and regeneration, but high speed rail is also vital for another reason. Britain's Victorian railway system, once the envy of the world, is becoming overstretched.

Long distance journeys have risen by five per cent year-on-year for well over a decade. By 2043 we estimate the total number of long distance rail trips to almost double. Today people find it difficult to get seat at peak times. Tomorrow, it will become more and more difficult to just get on a train, let alone have a seat.

The West Coast Mainline - the UK's busiest long distance rail route - is under particular strain even after the recent upgrade, which cost almost £9 billion, Network Rail says the southern end of the line will be effectively full by 2024 and it isn't just passenger trains occupying the track. Significantly, around half of all UK rail freight uses this line at some stage in its journey. This is an important consideration given the freight market is forecast to grow by up to 11 percent per year between now and 2030 and the need to secure modal shift of freight from road to rail for carbon reasons.

So transferring long distance journeys to high speed rail would free up existing lines to run more commuter, regional and freight services. Places like Coventry could even end up with more local rail services while freight could benefit from a 50 percent increase in capacity.

There are also potential environmental benefits to high speed. In the London to West Midlands phase, our proposals are broadly carbon neutral. However, the rewards really come in stage two, when the network extends from London to Leeds and Manchester.

Reducing journey times between those cities by up to an hour would enable rail to compete even more strongly with air and road. As many as 6 million air trips and 9 million road trips a year could shift onto rail with the Y network. And the overall carbon benefits from high speed are set to grow as we continue to make progress on decarbonising our electricity supply.

Having spoken about the positive benefits of high speed there are of course, impacts too. The Government is fully aware of the fears people have about the impact high speed rail could have on their homes and communities. That is why mitigation is a key element within our plans.

The importance of fully balancing the wider benefits of high speed rail with the impacts on local landscapes and communities is paramount. Last year the Secretary of State walked part of the line of route and, as a result, over half of it has now been refined. We've also been listening to the views of the communities that believe they might be affected and will reduce the local impact of high speed rail wherever possible.

To that end, more than a mile and a half of 'green tunnels' have been added to maintain local access as well as minimise noise and visual impact. Large sections of the route have been lowered into deeper cuttings or tunnels. Consequently, the number of properties where high noise levels would be expected, has fallen from 350 to around 10.

Importantly, if our proposals go ahead there will be more opportunities to influence the final design at the Environmental Impact Assessment or hybrid Bill stages. That thought brings me to the final part of my message today. Like you the Government believes it is important to listen to local people.

Before the consultation, HS2 Ltd spoke to 12 separate local authorities to understand the best way of engaging local people and we're now in the midst of one of the biggest consultations ever undertaken. We've written to the occupiers of 172,000 properties, held 41 days of roadshows and heard what almost 30,000 people have had to say.

We've listened and we've learned. Should we decide to go ahead, we'll keep on listening. We would run further roadshows on the Leeds and Manchester legs of the route, and also look to learn from our experiences this time round.

As I said earlier, the Government believes high speed could have transformational effect on communities across country. It would boost capacity on our networks, promote business, boost employment and has the potential to benefit the environment as well. In total, it would bring around £44 billion of economic benefits.

Yet we won't do anything until we've heard all of your views and if you haven't already done so, I would urge you to take part in the consultation. It runs until the end of July and getting involved couldn't be easier, simply log on to our high speed rail website for more details.

Once again, my apologies for not being with you in person, but Jonathan Mitchell from our High Speed Rail team at the Department is with you today and he will be participating in the question and answer session at the end of this morning's session.

In the meantime, thank you for watching.",Transcript,norman-baker,,Department for Transport,expanding-and-improving-the-rail-network,developing-a-new-high-speed-rail-network,,,23/06/2011,,
http://www.dft.gov.uk/publications/national-railway-museum-dinner,National Railway Museum Dinner,"Video speech by Norman Baker MP, Parliamentary Under-Secretary of State for Transport.","Transport Minister Norman Baker gave a video address to the National Railway Museum Dinner held in York.
[National Railway Museum Dinner](http://www.youtube.com/watch?v=iQ2VxFeSqt0)
## Transcript

Hello, and thank you for inviting me to speak to you this evening.

While it would be good to meet you all in person, a virtual appearance allows me to demonstrate what I like to call the fifth mode of transport. As well as rail, air, sea and roads, we also have a further option - alternatives to travel.

So while it might appear as though I am about to launch into, ""Good evening Azerbaijan - Here are the votes of the UK jury"", this is actually me demonstrating my commitment to an important aspect of my Ministerial brief!

You are gathered this evening in the impressive setting of the National Railway Museum, which preserves the best of our rail heritage.

It's always tempting, surrounded by the physical reminders of past rail innovation and talent, to reminisce about a golden age of railways in this country. Defining just when that golden age began and ended is of course half the fun.

But I have a different proposition for you. The golden age of Britain's railways is right now. After years of decline, the Government is pressing ahead with an ambitious set of rail projects that is bigger in scale than anything attempted here for over a hundred years.

Because the case for rail investment is overwhelming. We've seen massive growth in passenger numbers over the last 15 years. Even the economic traumas of the last four years have scarcely put a break on the ever rising popularity of rail travel both passenger and freight.

So, notwithstanding the overriding need to press ahead with tackling the deficit that has been reduced by 25 billion over the last two years, the Government is determined not to repeat the mistake made in so many previous downturns. That of putting on ice the rail investment that can actually enable the economy to grow.

Obviously there have been some very difficult decisions on issues such as VAT and welfare reform, but we've been able to commit £18 billion to rail in this spending review period.

So as well as our plans for transformational high speed rail, we're delivering the Thameslink programme; electrification of key routes in the north of England and on the Great Western line; massive redevelopment of stations like Birmingham New Street and Reading; and the first elements of the Northern Hub project.

That's in addition to around 2,700 new carriages, including the Intercity Express Programme.

And significant improvements to the light rail networks in Birmingham, Manchester, Nottingham and Newcastle, plus my announcement earlier this month of the Tram Train pilot between Sheffield and Rotherham. Not forgetting the long awaited upgrade of the London Underground.

What's more, nearly a quarter of a century after it was first mooted, Crossrail construction is now well underway.

Crossrail is the biggest construction project in Europe and tunnelling under central London began earlier this month. Crossrail provides a vitally needed uplift to the capital's public transport system and a crucial new link to our nation's busiest and most important airport.

As well as improving life for passengers, all of this adds up to a period of historic opportunity for the rail industry and those who supply it.

But investment alone cannot prepare our railway for the future.

We learnt from the last government that simply spending more and more on public services is no guarantee of success.

Investment must be accompanied by change and reform, with a clear focus on improving the passenger experience and reducing costs.

It is only through reform that we can respond to understandable passenger concerns on fares.

If the rail industry is to earn the 'right to grow' highlighted in Sir Roy McNulty's report on value for money, it is essential that costs come down.

There's already some progress.

Network Rail is due to deliver £1.2 billion of efficiency savings by 2014 with at least a further £600 million expected by 2019.

But more needs to be done.

By 2019, we want the industry to close the full £3.5 billion efficiency gap identified in the McNulty report.

It's clear that none of us can deliver the change we need in isolation.

All too often in the past, governments have either imposed their own plans for reform on the railway, or simply set targets for the industry to achieve without giving them the means to do so.

In contrast, we have sought to build a consensus for change using a collaborative approach. Because we believe that working effectively together is essential if we are to achieve the modern, affordable, efficiently-run rail network that our country needs.

I am persuaded that the rail industry can have it all.

Tackling costs while continuing to grow.

Deliver high profile projects while moving passengers and freight across the network in unprecedented numbers, every day.

Cutting carbon and creating growth. So tonight look around and remember with a fondness a golden past but also celebrate the golden present as well.

When Jimmy Saville said it, it wasn't true. But it is now. This is the age of the train.

Thank you and I hope you enjoy the rest of the evening.

",Transcript,norman-baker,York,Department for Transport,expanding-and-improving-the-rail-network,developing-a-new-high-speed-rail-network,,,27/06/2012,,
http://www.dft.gov.uk/publications/midland-metro,Midland Metro Line One,Following on from the Spending Review's reaffirmation of the Government's commitment to the Midland Metro Line One extension in Birmingham- Minister for Local and Regional Transport Norman Baker visited Snow Hill station.,"Following on from the Spending Review's reaffirmation of the Government's commitment to the Midland Metro Line One extension in Birmingham, Minister for Local and Regional Transport Norman Baker visited Snow Hill station.
[Midland Metro Line One](http://www.youtube.com/watch?v=ELZoxAWDotE)
Date filmed: 21 October 2010

## Transcript

Narrator: Following on from the [Spending Review's](http://www.dft.gov.uk/about/spendingreview) reaffirmation of the Government's commitment to the Midland Metro Line One extension in Birmingham, Minister for Local and Regional Transport Norman Baker visited Snow Hill station.

The Metro has become an integral part of the city's transport system, and this proposed scheme, through the city centre, will run to a new terminus outside the main entrance to Birmingham New Street Station. The aim is to not only provide a better link to the national rail network and help to reduce congestion, but also help towards regeneration and economic development.

As they develop the scheme, the Department for Transport will work closely with Centro, the West Midlands Passenger Transport Executive, as they develop this scheme to ensure value for money for the taxpayer.

",Transcript,norman-baker,Snow Hill station,Department for Transport,expanding-and-improving-the-rail-network,improving-local-transport,,,11/11/2010,,
http://www.dft.gov.uk/publications/smarter-working,Smarter working and the Public Sector ,"Video speech by Norman Baker MP, Parliamentary Under-Secretary of State for Transport.","By working together, Transport Minister Norman Baker believes the travel choices people make in the Public Sector for their organisational needs can be positively influenced by Smart working and so reduce the impacts of their transport.

[Smarter working and the Public Sector ](http://www.youtube.com/watch?v=n8bvRztKn0s)

## Transcript

Hello and thank you for taking the time to attend today's conference on Smart Working and the Public Sector. I'm sorry I can't be with you in person, but thanks to video technology I'm delighted to make a virtual appearance, which of course also helps me to promote an important part of my ministerial brief - namely alternatives to travel.

This is, of course, why you're here today, to deal with the important issue of reducing demand to travel and finding smarter ways to work.

The challenge for all of us is clear. Transport is integral to supporting economic recovery, advancing social mobility and tackling climate change. Around a quarter of the UK's CO2 emissions come from transport, of which business related travel represents about a third. The public sector approach to procurement and work-related travel has a big part to play in demonstrating that better transport planning results in financial and environmental savings.

Now, although the greenest travel option is not to travel, it isn't my mission isn't to stop people travelling, but rather to ask everyone whether their journeys are really necessary.

This is now enshrined in Cabinet Office guidance for civil service travel. Cutting the demand for travel, or, at least spreading it, has obvious financial benefits - for the employer, the employee and indeed for the public purse. Is it really sensible to spend scarce public resource on transport infrastructure to meet capacity demand for just three or four hours each day? It also fits with the Government's vision to be the greenest Government ever and our own commitment to reduce our domestic business flights by 20% over the lifetime of the Parliament, in support of our carbon reduction target.

In the DfT we're using the Olympics as a catalyst for staff to think about how they can work and travel differently. And we're working with the rest of Government to encourage them to do the same. To reduce pressure on London's transport network during this period, DfT staff will be encouraged to do things differently, for example by working remotely or using video conferencing. As a result we are aiming to reduce our travel footprint during this period by some 50%.

I am aware that there is still much that we in central Government can learn about implementing new ways of working, we can learn from those companines and organisations at the cutting edge already taking a more innovative approach. This is why, back in April, I launched a call for evidence to find out more about what companies and organisations are already doing on alternatives to travel. We want to know more about what works - and what doesn't - what the barriers are and what Government can do to help. There are still a few more days for you to get responses in and I would encourage you all to contribute.

As part of the call for evidence, I have met with representatives from several public sector organisations with experience in this area.

They have provided me with a range of examples of smarter working in the public sector. Examples such as Winchester City Council whose use of IT enables 75% of its staff to work at least partly from home. This has resulted in significant cost savings and improved resilience, meaning that the council was able to operate effectively during the snow last winter with only 10% of its staff in the office.

Other good examples include the Scottish Universities Physics Alliance who are using Video conferencing to improve access to physics courses across 8 universities.

This agenda isn't just about promoting initiatives such as video conferencing and flexible working. It's also about fully considering the financial and environmental impacts of our travel demands and thinking about how we spend money, how we can save it and how we can achieve value for money.

For example, the Merseyside Fire and Rescue service now sends out firebikes ahead of their engines to confirm the status of the incident. And a team within the Avon and Wiltshire NHS Trust used their travel expenses budget to purchase electric bikes as a more cost effective and environmentally friendly alternative to claiming mileage.

Alternatives to travel is not just about using technology, but also about changing organisational culture - supporting and encouraging employees to embrace new technologies and different ways of working. And of course, a more flexible approach can bring significant benefits for businesses as well as their employees. As you will probably be aware, the Department for work and pensions has recently launched a consultation on flexible working and parental leave. I would encourage you all to respond.

I recognise that change isn't always easy. This is why assistance, advice and information aimed at encouraging and enabling smarter travel choices is being provided at a number of different levels. For personal travel choices, the Department for Transport's pioneering travel information and journey planning service, Transport Direct, provides lots of useful information. Not only can it plan routes and give likely journey times, it also calculates CO2 emissions and provides cost comparisons for door-to-door journeys by public transport or car to any destination in Great Britain.

In addition it provides a link to car-sharing companies and supports sustainable transport, providing cycle routes in 30 areas of Great Britain along with detailed walking directions and maps. I would like cycle route planning to become as mainstream as planning a car route.

The business community is being targeted through the National Business Travel Network, hosted by Business in the Community and grant funded by the Department for Transport. Its work seeks to influence organisations to support and encourage their employees to travel to, from and for work more sustainably and to reduce overall travel. They also provide a business forum that encourages and supports innovation and dissemination of best practice.

At a local government level, our new Local Transport White Paper, which I launched earlier this year, focuses on encouraging and enabling people to make sustainable travel choices for local trips.

An unprecedented £560m has been earmarked for local authorities through our new Local Sustainable Transport Fund. The first tranche of bids for small projects requiring less than £5million is currently being assessed. They cover a wide range of projects; including travel planning, facilitating walking and cycling, improving public transport and encouraging the sustainable use of private motorised transport.

Building on this approach, this year we are also making a grant £70,000 available to promote Alternatives to Travel in the public sector. My Department is in the process of seeking a suitable organisation to lead on this.

By working together I believe we can positively influence the travel choices people make for their personal and organisational needs and so reduce the impacts of transport.

Thank you for watching, have a good event.",Transcript,norman-baker,,Department for Transport,improving-local-transport,reducing-co2-and-other-emissions-from-transport,making-transport-more-accessible-to-all,,14/06/2011,,
http://www.dft.gov.uk/publications/cumbria-visi,Cumbria visit,"In November 2009, up to 372mm of rain fell over Cumbria causing severe flooding. Norman Baker, Minister for Local and Regional Transport visited the area to announce a further tranche of funding to repair and replace the bridges and roads that were washed out by the floods.","In November 2009, up to 372mm of rain fell over Cumbria causing severe flooding. Norman Baker, Minister for Local and Regional Transport visited the area to announce a further tranche of funding to repair and replace the bridges and roads that were washed out by the floods.

[Cumbria visit](http://www.youtube.com/watch?v=g70D4V1UGB0)
Date filmed: 31 January 2011

## Transcript

Narrator: In 2009, up to 377mm of rain fell in Cumbria causing severe flooding in many places. The impact on the people of Cumbria was particularly devastating, as Tony Markley from Cumbria County Council explains.

Tony Markley: The Workington was cut off completely. People were completely taken away from their homes. Absolute devastation. Never seen it before. Three bridges went down here, the site where PC Barker lost his life, which was tragic, but the torrent of water that came down from the lake was just unbelievable.

N: When he visited the area, Norman Baker, Minister for Regional and Local Transport was very impressed by the rapid restoration of Cumbria's transport infrastructure with temporary bridges.

Norman Baker: I'm here with some good news for the people of Cumbria. The Government is providing £5.5million to enable essential work to be carried out to roads and bridges, following the terrible floods in this area. I'm determined to help Cumbria and help the regeneration of jobs up here and that's why £5.4million today is money well spent.

TM: It's great to see that DfT is continuing its support for Cumbria after the devastation that was held with the 2009 floods.

NB: This is a kick start for the local economy and the determination of the Government that if we can help to create jobs we will do so.

",Transcript,norman-baker,Cumbria,Department for Transport,managing-improving-and-investing-in-the-road-network,,,,22/02/2011,,
http://www.dft.gov.uk/publications/officer-cadet-award,Officer cadet award 2011,"The British merchant fleet is known the world over for maintaining the highest standards in shipping and is managed by the United Kingdom Ship Register, which is operated within the Maritime and Costguard Agency.","The British merchant fleet is known the world over for maintaining the highest standards in shipping and is managed by the United Kingdom Ship Register, which is operated within the Maritime and Coastguard Agency. The training of young officers is very important and Karley Smith, currently a Third Officer with Sealion Shipping, is this year's winner of the Officer Trainee of the Year award.
[Officer cadet award 2011](http://www.youtube.com/watch?v=CqKEJSSQMxE)

Date filmed: January 2011

## Transcript

Narrator: Karley Smith, a third officer with Sealion Shipping, is this year's winner of the Officer Trainee of the Year award. The British merchant fleet is known the world over for maintaining the highest standards in shipping, and is managed by the United Kingdom Ship Register which is operated within the [Maritime & Coastguard Agency](http://www.dft.gov.uk/mca/mcga07-home/mcga-mgn), and, as MCA chief executive Sir Alan Massey explains, the training of young officers is very important.

Sir Alan Massey, Chief Executive, Maritime & Coastguard Agency: We've been running this competition for a few years now and we do it because although we're a safety agency we also run the British flag, so any British-flagged vessel comes under our auspices, and we're very interested in having a vibrant shipping industry that's populated with bright young people who come through, and provide the sort of career structure that exists, that makes British officers, you know, amongst the best in the world.  And so we're desperately proud of people like Karley because they do represent so much that's good about British youth and so much that's good about our shipping industry.

N: Karley studied at Blackpool and the Fylde College, sponsored by James Fisher and Sons plc, and trained with Pacific Nuclear Transport Limited.  So what inspired her to pursue a career in the Merchant Navy?

Karley Smith, Third Officer with Sealion Shipping: I wanted something that was varied, and I also wanted to study a degree course, and the year I applied they'd started running a foundation degree in nautical science, and it was all a brand new course, and I decided to give it a shot, see what it was going to offer, because there's no student debt attached to a qualification in the Merchant Navy when you do a cadetship, as a training company sponsors you through and pays for your training, your accommodation, and also gives you a wage.

N: Cadetships are a combination of academic study and practical work experience.

KS: It's split into phases so you do some phases at college and some phases at sea. You basically you learn some subjects and then put it into practice on a ship, come back to the college, learn more subjects, put that into practice on a ship, and then come back to the college in the end, do your exams, and then qualify as an officer, providing all goes well. I would recommend it because, as I said, it's so different. There's a lot of careers available - you don't necessarily have to stay at sea, there's a lot of shore positions available as soon as you have seagoing experience - and I think it's a good career to be in.

SAM: So there's banking, insurance, finance, ship-broking, all of those sort of supporting industries. London remains the centre of international shipping and long may it continue, and we do need people with the skills of Karley.

N: Minister for Shipping Mike Penning is keen to emphasise the importance of a strong and growing merchant shipping fleet.

Mike Penning, Minister for Shipping: I think it's hugely important: 96% of all imports come into this country and our exports that go out, come in by sea, so we are a world leader in shipping and we need to continue to do so, and this Government will support them in that.  And the reputation and the skills of our fleet, 1,600 ships plus now, and that's something we need to not only protect but grow, because if we're going to get out of this economic situation that we're in, then we need growth. We're continuing to support the training of young cadets coming through into the Merchant Navy, that's very, very important. Everybody needs their skills and their professionalism and their dedication recognised, and Karley won the award nationally, so that's why I brought her here to the Department of Transport, to the Shipping Minister's office. I mean, the Red Ensign is renowned around the world, you know. I'm not only responsible for the Red Ensign but also the British protectorate flag fleets. They are world renowned as great officers and good ships and that's something that I intend to continue.

KS: On most ships I've been on I've been the only female. It doesn't put me off in any way but I would like to see more females coming to sea, there's no reason why they shouldn't and there's no reason why they shouldn't want to do a career like this. They're certainly capable, so why not?

",Transcript,mike-penning,Maritime & Coastguard Agency,Department for Transport,sustaining-a-thriving-maritime-sector,,UK search and rescue,,07/02/2011,,
http://www.dft.gov.uk/publications/felixstowe,Felixstowe and Harwich Ports,Shipping Minister Mike Penning made a fact finding visit to the Port of Felixstowe and Harwich International Port.,"Shipping Minister Mike Penning made a fact finding visit to the Port of Felixstowe and Harwich International Port.
[Felixstowe and Harwich Ports](http://www.youtube.com/watch?v=Xy9Du6yny4c)
Date filmed: 19 June 2010

## Transcript

Narrator: Shipping Minister Mike Penning made a fact-finding visit to the ports of Felixstowe and Harwich. With a workforce of almost 3,000 and operating 24 hours a day, Felixstowe is the largest container port of the UK and one of the largest in Europe. Among the 4,000 ships passing through its terminals each year are some of the very largest container ships afloat today. Mike Penning went aboard the Ebba Maersk, which is capable of carrying over 15,000 20-foot containers.

Mike Penning, Minister for Shipping: A fantastic port, brand new facilities; been on one of the largest ships in the world, the ship we're standing on now, there's only eight of these in the whole world - thousands and thousands of containers coming in and off the ship. Manufacturing products coming in and out of this country shows the rest of the world that Britain is a place to do business with.

N: Forty per cent of the UK's high value container trade passes through Felixstowe and the minister emphasised how important Britain's ports are to the economy.

MP: They are massively important. If it's not manufactured or grown in the UK, 96 per cent of it, so nearly everything comes through ports like where we are here today, and on ships like we have here today. Massively, massively important for the economy of the country.

N: The minister also saw the work being undertaken to create the major new deepwater container handling facility at Felixstowe South.  He was then sped across the Stour-Orwell Estuary on a brand new pilot's launch to Harwich International Port. Harwich is not only a busy passenger and freight port, it's being used to service the development of the Thanet offshore wind farm which has brought new jobs and a welcome boost to the local economy.

",Transcript,mike-penning,"Port of Felixstowe, Harwich International Port",Department for Transport,sustaining-a-thriving-maritime-sector,,Ports,,29/07/2010,,
http://www.dft.gov.uk/publications/pla,Port of London Authority,Minister for Shipping Mike Penning made a fact finding visit to the Port of London Authority's Port Control Centre at Gravesend.,"Minister for Shipping Mike Penning made a fact finding visit to the Port of London Authority's Port Control Centre at Gravesend.
[Port of London Authority](http://www.youtube.com/watch?v=kCh1CMxfgVE)
Date filmed: 28 June 2010

## Transcript

Narrator: The Port of London is the second largest port by tonnage in the UK and it plays an important role within the economy of London and the south east. The Port of London Authority is the harbour and pilotage authority responsible for the safety of navigation on the tidal Thames, from Teddington Lock in the west to the Outer Thames Estuary in the east - a total of 95 miles. When Minister for Shipping Mike Penning made a fact-finding visit to the PLA's Port Control Centre at Gravesend, he was met at the Tilbury landing stage by a Harbour Master launch, one of several vessels that patrol the river 24 hours a day, 365 days a year. Once in the control centre, the Minister saw first-hand how the PLA's vessel traffic services ensure safe, efficient and carefully co-ordinated vessel movements.

Mike Penning, Minister for Shipping: As the Minister for Shipping, I need to know and have the confidence that everything's being looked after, for instance on the Thames - and that, I've been shown today, is overwhelmingly true. They are fantastic and I'm very, very proud of them. We must make sure it's safe; also for people to have fun and pleasure on the river, and to make sure that we are an economically vibrant area along the Thames.

N: The Minister then boarded a purpose-built craft that can provide a prompt response to oil spills between Tower Bridge and Canvey Island.  Funded in part by the terminals that handle oil and oil products, it's managed by the authority and on standby 24 hours a day.

",Transcript,mike-penning,"Port of London Authority's Port Control Centre, Gravesend",Department for Transport,sustaining-a-thriving-maritime-sector,,Ports,,20/07/2010,,
