old_url,ignoreoriginaltitle,organisation,title,body,opening_date,closing_date,consultation_ISBN,ignoreperson,ignoreaddr,ignoreemail,policy_1,policy_2,policy_3,policy_4,response_date,response_1_url,response_1_title,response_summary,response_1_ISBN,response_2_url,response_2_title,response_2_ISBN,response_3_url,response_3_title,response_3_ISBN,response_4_url,response_4_title,response_5_url,response_5_title,response_5_ISBN,attachment_1_url,attachment_1_title,attachment_2_url,attachment_2_title,attachment_3_url,attachment_3_title,attachment_4_url,attachment_4_title,attachment_5_url,attachment_5_title,attachment_6_url,attachment_6_title,attachment_7_url,attachment_7_title,attachment_8_url,attachment_8_title,attachment_9_url,attachment_9_title,attachment_10_url,attachment_10_title,attachment_11_url,attachment_11_title,attachment_12_url,attachment_12_title,attachment_13_url,attachment_13_title,attachment_14_url,attachment_14_title,attachment_15_url,attachment_15_title,attachment_16_url,attachment_16_title,attachment_17_url,attachment_17_title,attachment_18_url,attachment_18_title,attachment_19_url,attachment_19_title,attachment_20_url,attachment_20_title,attachment_21_url,attachment_21_title,attachment_22_url,attachment_22_title,attachment_23_url,attachment_23_title
http://www.communities.gov.uk/publications/localgovernment/technicalreformcounciltax,Technical reforms of council tax: Consultation,department-for-communities-and-local-government,Technical reforms of Council Tax,"This consultation paper discusses options in relation to the Council Tax liabilities of second home owners, and of the owners of empty properties, in England, including proposals which would require primary legislation.

It also covers potential reforms of several details of the Council Tax system including modernising arrangements for payment of Council Tax by instalments, for delivering the information to be supplied with demand notices, and the treatment of annexes to dwellings; and some broadly administrative matters.",31-Oct-2011,29-Dec-2011,9781409832133,,,,making-sure-council-tax-payers-get-good-value-for-money,,,,28-May-2012,http://www.communities.gov.uk/documents/localgovernment/pdf/2152512.pdf,Technical reforms of Council Tax consultation: summary of responses,"In October 2011 the Government published a consultation paper on options in relation to the council tax liabilities of second home owners, and of the owners of empty properties, in England.

This report provides a summary of the 399 responses received in response to the consultation.",9781409834700,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/20192051.pdf,Technical reforms of council tax: Consultation,http://www.communities.gov.uk/documents/localgovernment/pdf/2053909.pdf,Local Government Finance Bill: Technical reforms to council tax - Impact assessment,http://www.communities.gov.uk/documents/localgovernment/pdf/2053967.pdf,Local Government Finance Bill: Summary impact assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/revocationyhrss,Environmental report on the revocation of the Yorkshire and Humber Plan,department-for-communities-and-local-government,Environmental report on the revocation of the Yorkshire and Humber plan,"As part of its stated commitment to protecting the environment the government decided to carry out an environmental assessment of the revocation of the existing regional strategies, on a voluntary basis. It is the Government's clear policy intention to revoke existing regional strategies outside London, but this is subject to the outcome of environmental assessments and will not be undertaken until the Secretary of State for Communities and Local Government and Parliament have had the opportunity to consider the findings of the assessments.

The regional strategy whose revocation is proposed is the _Yorkshire and Humber Plan Regional Spatial Strategy to 2026_, published in May 2008. The environmental report on the revocation of the Yorkshire and Humber plan is available below.",20-Oct-2011,20-Jan-2012,9781409831167,,,,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2012158.pdf,Environmental report on the revocation of the Yorkshire and Humber Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/revocationserss,Environmental report on the revocation of the South East Plan,department-for-communities-and-local-government,Environmental report on the revocation of the South East plan,"As part of its stated commitment to protecting the environment the government decided to carry out an environmental assessment of the revocation of the existing regional strategies, on a voluntary basis. It is the government's clear policy intention to revoke existing regional strategies outside London, but this is subject to the outcome of environmental assessments and will not be undertaken until the Secretary of State for Communities and Local Government and Parliament have had the opportunity to consider the findings of the assessments.

The regional strategy whose revocation is proposed is the _South East Plan_, published in May 2009. The environmental report on the revocation of the South East plan is available below.",20-Oct-2011,20-Jan-2012,9781409831198,,,,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2012179.pdf,Environmental report on the revocation of the South East Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/revocationwmrss,Environmental report on the revocation of the Regional Spatial Strategy for the West Midlands,department-for-communities-and-local-government,Environmental report on the revocation of the regional spatial strategy for the West Midlands,"As part of its stated commitment to protecting the environment the government decided to carry out an environmental assessment of the revocation of the existing regional strategies, on a voluntary basis. It is the fovernment's clear policy intention to revoke existing regional strategies outside London, but this is subject to the outcome of environmental assessments and will not be undertaken until the Secretary of State for Communities and Local Government and Parliament have had the opportunity to consider the findings of the assessments.

The regional strategy whose revocation is proposed is the _Regional Spatial Strategy for the West Midlands_, published in January 2008. The environmental report on the revocation of the West Midlands regional spatial strategy is available below.",20-Oct-2011,20-Jan-2012,9781409831211,,,,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2012210.pdf,Environmental report on the revocation of the Regional Spatial Strategy for the West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/revocationnwrss,Environmental report on the revocation of the North West of England Plan,department-for-communities-and-local-government,Environmental report on the revocation of the north west of England plan,"As part of its stated commitment to protecting the environment the government decided to carry out an environmental assessment of the revocation of the existing regional strategies, on a voluntary basis. It is the government's clear policy intention to revoke existing regional strategies outside London, but this is subject to the outcome of environmental assessments and will not be undertaken until the Secretary of State for Communities and Local Government and Parliament have had the opportunity to consider the findings of the assessments.

The regional strategy whose revocation is proposed is the _North West of England Plan Regional Spatial Strategy to 2021_, published in September 2008. The environmental report on the revocation of the north west of England plan is available below.",20-Oct-2011,20-Jan-2012,9781409831143,,,,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2012175.pdf,Environmental report on the revocation of the North West of England Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/revocationnerss,Environmental report on the revocation of the North East of England Plan,department-for-communities-and-local-government,Environmental report on the revocation of the north east of England plan,"As part of its stated commitment to protecting the environment the government decided to carry out an environmental assessment of the revocation of the existing regional strategies, on a voluntary basis. It is the government's clear policy intention to revoke existing regional strategies outside London, but this is subject to the outcome of environmental assessments and will not be undertaken until the Secretary of State for Communities and Local Government and Parliament have had the opportunity to consider the findings of the assessments.

The regional strategy whose revocation is proposed is the _North East of England Regional Spatial Strategy to 2021_, published in July 2008. The environmental report on the revocation of the north east of England plan is available below.",20-Oct-2011,20-Jan-2012,9781409831150,,,,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2012171.pdf,Environmental report on the revocation of the North East of England Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/revocationemrss,Environmental report on the revocation of the East Midlands Regional Plan,department-for-communities-and-local-government,Environmental report on the revocation of the East Midlands regional plan,"As part of its stated commitment to protecting the environment the government decided to carry out an environmental assessment of the revocation of the existing regional strategies, on a voluntary basis. It is the government's clear policy intention to revoke existing regional strategies outside London, but this is subject to the outcome of environmental assessments and will not be undertaken until the Secretary of State for Communities and Local Government and Parliament have had the opportunity to consider the findings of the assessments.

The regional strategy whose revocation is proposed is the _East Midlands Regional Plan (RRS8)_, published in March 2009. The environmental report on the revocation of the East Midlands regional plan is available below.",20-Oct-2011,20-Jan-2012,9781409831181,,,,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2012166.pdf,Environmental report on the revocation of the East Midlands Regional Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/revocationswrss,Environmental report on the revocation of regional planning guidance for the South West (RPG 10),department-for-communities-and-local-government,Environmental report on the revocation of regional planning guidance for the south west,"As part of its stated commitment to protecting the environment the government decided to carry out an environmental assessment of the revocation of the existing regional strategies, on a voluntary basis. It is the government's clear policy intention to revoke existing regional strategies outside London, but this is subject to the outcome of environmental assessments and will not be undertaken until the Secretary of State for Communities and Local Government and Parliament have had the opportunity to consider the findings of the assessments.

The regional strategy whose revocation is proposed is the _Regional Planning Guidance for the South West (RPG 10)_, published in September 2001. The environmental report on the revocation of the regional planning guidance for the south west (RPG 10) is available below. ",20-Oct-2011,20-Jan-2012,9781409831204,,,,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2012196.pdf,Environmental report on the revocation of regional planning guidance for the South West (RPG 10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/revocationeerss,Environmental report on the revocation of the East of England Plan,department-for-communities-and-local-government,Environmental report on the revocation of the east of England plan,"As part of its stated commitment to protecting the environment the government decided to carry out an environmental assessment of the revocation of the existing regional strategies, on a voluntary basis. It is the government's clear policy intention to revoke existing regional strategies outside London, but this is subject to the outcome of environmental assessments and will not be undertaken until the Secretary of State and Parliament have had the opportunity to consider the findings of the assessments.

The regional strategy whose revocation is proposed is the _East of England Plan_, published in May 2008. The environmental report on the revocation of the East of England Plan is available below.",20-Oct-2011,20-Jan-2012,9781409831174,,,,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2012162.pdf,Environmental report on the revocation of the East of England Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/planningregulationsconsultation,Neighbourhood planning regulations: Consultation,department-for-communities-and-local-government,Neighbourhood planning regulations,The Localism Bill leaves various procedural and technical requirements of the neighbourhood planning system to regulations. This consultation seeks views on whether the proposed neighbourhood planning regulations are fit for purpose.,13-Oct-2011,5-Jan-2012,9781409831327,,,,giving-people-more-power-over-what-happens-in-their-neighbourhood,,,,27-Mar-2012,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2111966.pdf,Neighbourhood planning regulations consultation: summary of responses,"The Department for Communities and Local Government ran a consultation exercise between 13 October 2011 and 5 January 2012 on new regulations for designating neighbourhood areas and neighbourhood forums or Community Right to Build organisations and the preparation of Neighbourhood Development Plans, Neighbourhood Development Orders and Community Right to Build orders. This document provides a summary of the responses to the consultation.",9781409833734,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1985878.pdf,Neighbourhood planning regulations: Consultation,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2100392.pdf,Localism Act: Neighbourhood Plans and Community Right to Build - Impact assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/capitalfinancechangescons,Local Government capital finance system: Proposed changes - Consultation,department-for-communities-and-local-government,Local government capital finance system,This consultation seeks views on the government's proposed amendments to the capital finance regulations and minimum revenue provision guidance.,11-Oct-2011,22-Nov-2011,9781409831860,,,,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,8-Feb-2012,http://www.communities.gov.uk/documents/localgovernment/pdf/2083093.pdf,Changes to the Local Government capital finance system - Consultation: Summary of responses,"On 11 October 2011 the Department for Communities and Local Government issued a consultation document on proposed changes to the local government capital finance system. This was sent to all local authorities in England and other interested parties.

The consultation closed on 22 November 2011 and this document summarises the responses.",9781409833345,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1109052.pdf,Local Government capital finance system: Proposed changes - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/cilreformconsultation,Community Infrastructure Levy: Detailed proposals and draft regulations for reform - Consultation,department-for-communities-and-local-government,Community infrastructure levy,This consultation seeks views on the detailed implementation of the government's proposals to the community infrastructure levy.,10-Oct-2011,30-Dec-2011,9781409831365,,,,giving-communities-more-power-in-planning-local-development,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1997385.pdf,Community Infrastructure Levy: Detailed proposals and draft regulations for reform - Consultation,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2004771,Draft Community Infrastructure Levy Regulations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/pensionconsultation,Local Government Pension Scheme: Consultation on proposed increases to employee contribution rates and changes to scheme accrual rates,department-for-communities-and-local-government,Local government pension scheme: proposed changes to employee contribution and accrual rates,"This consultation paper sets out the government's draft proposals to achieve short-term savings of £900 million within the local government pension scheme by 2014-15, equivalent to the 3.2% contribution increases in the unfunded public service pension schemes.",7-Oct-2011,6-Jan-2012,,,,,making-sure-council-tax-payers-get-good-value-for-money,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/2004147.pdf,Local Government Pension Scheme: Consultation on proposed increases to employee contribution rates and changes to scheme accrual rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/capitalgrantconsultation,Distribution of Fire Capital Grant - Consultation,department-for-communities-and-local-government,Distribution of fire capital grant,This consultation seeks views from the fire and rescue authorities on the distribution of the capital grant funding.,12-Sep-2011,21-Oct-2011,9781409831426,,,,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,5-Dec-2011,http://www.communities.gov.uk/documents/fire/pdf/2043291.pdf,Distribution of fire capital grant consultation: summary of responses,This is a summary of responses to the distribution of fire capital grant consultation published on 12 September 2011.,9781409832485,,,,,,,,,,,,http://www.communities.gov.uk/documents/fire/pdf/1986537.pdf,Distribution of Fire Capital Grant - Consultation,http://www.communities.gov.uk/documents/fire/xls/1990408.xls,Sample Fire Capital Grant spreadsheet for consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/firefighterpensioncontributions,"Firefighters' Pension Scheme (1992) and New Firefighters' Pension Scheme (2006): Proposed increases to employee contributions rates, effective from 1 April 2012 - Consultation",department-for-communities-and-local-government,Firefighters' pension scheme: employee contributions,"This consultation seeks views on the following key proposed changes to the firefighters' pension schemes in England:

  * increased levels of employee contribution rates, effective from 1 April 2012
  * the introduction of tiered contribution levels, so that higher earners will pay a higher rate of contribution
  * different levels of increase for the firefighters' pension scheme (1992) and new firefighters' pension scheme (2006)
  * the specific handling of contributions for retained and part-time firefighters",9-Sep-2011,2-Dec-2011,9781409831334,,,,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,29-Mar-2012,http://www.communities.gov.uk/documents/fire/pdf/2119846.pdf,Firefighters' Pension Scheme (1992) and New Firefighters' Pension Scheme (2006): proposed increases to employee contributions rates consultation: summary of responses,"This is a summary of the 61 responses received to the government's consultation on the following key proposed changes to the firefighters' pension schemes in England:

  * increased levels of employee contribution rates, effective from 1 April 2012
  * the introduction of tiered contribution levels, so that higher earners will pay a higher rate of contribution
  * different levels of increase for the Firefighters' Pension Scheme (1992) and New Firefighters' Pension Scheme (2006)
  * the specific handling of contributions for retained and part-time firefighters",978140983429,,,,,,,,,,,,http://www.communities.gov.uk/documents/fire/pdf/1985324.pdf,"Firefighters' Pension Scheme (1992) and New Firefighters' Pension Scheme (2006): Proposed increases to employee contribution rates, effective from 1 April 2012 - Consultation",http://www.communities.gov.uk/documents/fire/pdf/1984305.pdf,Frequently Asked Question - Firefighters' Pensions Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/streamliningcouncilhousing,Streamlining council housing asset management: Disposals and use of receipts - Consultation,department-for-communities-and-local-government,Streamlining council housing asset management,"The government is committed to reducing bureaucracy generally and burdens on local government specifically. Its intention is that intervention in local housing affairs by central government be kept to a minimum and be enacted where it is necessary to protect public finances or the rights of individuals.

We are therefore seeking views on clarifying and simplifying the legislation that governs the disposal of council house assets and how the receipt from such disposals should be used.",25-Aug-2011,17-Nov-2011,9781409830696,,,,improving-the-rented-housing-sector,,,,18-May-2012,http://www.communities.gov.uk/documents/housing/pdf/2147105.pdf,Streamlining council housing asset management consultation: summary of responses and government response,"The consultation paper _Streamlining council housing asset management: Disposals and use of receipts_ sought views on the government's proposals to:

* liberalise the regime under which local authorities must first seek the consent of the Secretary of State for Communities and Local Government before being able to dispose of a housing asset

* simplify the regulations governing the use of receipts arising from such disposals.

This document summarises the responses to the consultation and provides the Government's response to the points raised.",9781409834816,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/1961898.pdf,Streamlining council housing asset management: Disposals and use of receipts - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/consultationfirefighterspension,Amendments to the Firefighters' Pension Scheme 1992 and the New Firefighters' Pension Scheme 2006: Consultation,department-for-communities-and-local-government,Firefighters' pension scheme,"This consultation sets out a number of proposed changes to the firefighters' pension scheme and new firefighters' pension scheme.

It includes the following key proposals:

  * the removal of rule A14, compulsory retirement on the grounds of efficiency
  * changes to the indexation of additional pension benefits
  * changes to the maximum communtation payment
  * proposals to deal with potential age discrimination
  * amendments to the medical and non-medical appeals processes
  * abatement of pensions
  * technical amendments and alignments with tax legislation",3-Aug-2011,26-Oct-2011,9781409830610,,,,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/fire/pdf/1958095.pdf,Amendments to the Firefighters' Pension Scheme 1992 and the New Firefighters' Pension Scheme 2006: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/antisocialbehaviourconsult,A new mandatory power of possession for anti-social behaviour: Consultation,department-for-communities-and-local-government,Anti-social tenants: mandatory power of possession for landlords,"This consultation seeks views on the detail and practicalities of a new mandatory power of possession to enable landlords to take swifter action to evict their most anti-social tenants.

The government's intention is that the necessary legislation be introduced alongside legislative changes required following the Home Office's recent consultation on reforming tools and powers to tackle anti-social behaviour.",3-Aug-2011,7-Nov-2011,9781409830559,,,,improving-the-rented-housing-sector,,,,22-May-2012,http://www.communities.gov.uk/documents/housing/pdf/2148929.pdf,Anti-social tenants: mandatory power of possession for landlords: summary of responses and next steps,"On 3 August 2011 the government published a consultation paper on proposals to introduce a new mandatory power of possession to enable landlords to take swifter action to evict their most anti-social tenants. On 15 August, following the rioting and looting across England between 6 August and 10 August, the consultation was broadened to seek views on whether the existing discretionary ground for possession should be extended to include convictions for riot-related offences committed by the tenant or members of their household, wherever they took place within the United Kingdom.

In respect of the proposed new mandatory power, the consultation paper sought views on how this should be designed; the principles that should underpin it; in what circumstances landlords should be able to use the mandatory power; and, how often in practice they might seek possession using the mandatory power rather than on existing discretionary grounds.

We have now considered all the responses received. Sections two and three of this document summarise responses to the consultation. Section four sets out final proposals and next steps in the light of consultation responses.",9781409834946,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/1959275.pdf,A new mandatory power of possession for anti-social behaviour: Consultation,http://www.communities.gov.uk/documents/housing/pdf/19666871.pdf,Letter from Rt Hon Grant Shapps MP - Extending social landlords' powers to seek possession for criminality and anti-social behaviour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/localisingcounciltaxconsult,Localising support for council tax in England: Consultation,department-for-communities-and-local-government,Localising support for Council Tax,"Localising support for Council Tax is part of a wider policy of decentralisation, giving councils increased financial autonomy and a greater stake in the economic future of their local area. This supports the government's wider agenda to enable stronger, balanced economic growth across the country and complements the government's proposals for other incentives, such as the New Homes Bonus.",2-Aug-2011,14-Oct-2011,9781409830504,,,,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,16-Dec-2011,http://www.communities.gov.uk/documents/localgovernment/pdf/2053712.pdf,Localising support for Council Tax consultation: government response,"Earlier in 2010, the government consulted on proposals for the localisation of support for Council Tax in England. This followed the announcement at Spending Review 2010 that support for Council Tax would be localised from 2013-14 and expenditure reduced by 10% from the same date.

This document sets out the outcome of that consultation, how the government intends to respond to the issues raised, and its plans for enabling local authorities to introduce localised schemes in England from 2013-14.",9781409832812,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/19510253.pdf,Localising support for council tax in England: Consultation,http://www.communities.gov.uk/documents/localgovernment/pdf/2063707.pdf,Local Government Finance Bill: Localising Support for Council Tax - Equality Impact Assessment,http://www.communities.gov.uk/documents/localgovernment/pdf/2158675.pdf,Local Government Finance Bill: Localising support for council tax - Updated impact assessment,http://www.communities.gov.uk/documents/localgovernment/pdf/2053967.pdf,Local Government Finance Bill: Summary impact assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/communities/pubrestrictivecovenants,The use of restrictive covenants in the pub industry and their impact on local communities: Consultation,department-for-communities-and-local-government,The use of restrictive covenants for pubs,"This consultation aims to establish an evidence base regarding the use of restrictive covenants which prevent pubs from being used as such once they are sold, and the impact that this has on local communities.

The responses to the consultation will be used by the government to help assess whether action needs to be undertaken.",2-Aug-2011,25-Oct-2011,9781409830634,,,,giving-people-more-power-over-what-happens-in-their-neighbourhood,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/communities/pdf/1957901.pdf,The use of restrictive covenants in the pub industry and their impact on local communities: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/draftframeworkconsultation,Draft National Planning Policy Framework: Consultation,department-for-communities-and-local-government,Draft National Planning Policy Framework,"The draft National Planning Policy Framework was published for consultation. This is a key part of our reforms to make the planning system less complex and more accessible, and to promote sustainable growth.",25-Jul-2011,17-Oct-2011,9781409830467,,,,making-the-planning-system-work-more-efficiently-and-effectively,,,,3-Jul-2012,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2172233.pdf,National Planning Policy Framework consultation: summary of responses,"The National Planning Policy Framework was published on 27 March 2012. This is a key part of our reforms to make the planning system less complex and more accessible, to protect the environment and to promote sustainable growth.

Consultation on the draft National Planning Policy Framework closed on 17 October 2011. This is the summary of responses to the consultation.",9781409834090,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1951747.pdf,Draft National Planning Policy Framework: Consultation,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1972109.pdf,Draft National Planning Policy Framework: Easier to read summary,http://www.communities.gov.uk/rich-media/mp3/1989848.mp3,Draft National Planning Policy Framework: Easier to read summary (Audio version),http://www.communities.gov.uk/documents/planningandbuilding/pdf/2172846.pdf,National Planning Policy Framework: Impact assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/resourcereviewbusinessrates,Local Government Resource Review: Proposals for Business Rates Retention - Consultation,department-for-communities-and-local-government,Business rates retention,"This consultation seeks views on the government's proposals to change the way local government is funded by introducing retention of business rates.

It also seeks views on options for enabling authorities to carry out tax increment financing within the business rates retention system.",18-Jul-2011,24-Oct-2011,9781409830498,,,,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,19-Dec-2011,http://www.communities.gov.uk/documents/localgovernment/pdf/2053496.pdf,Local government resource review: proposals for business rates retention consultation: summary of responses,"We consulted over the summer on our proposals for business rates retention which would enable councils who succeed in growing their local economy to get a direct boost to their income.

This document sets out the government's response to that consultation and how the business rate retention scheme will operate to create a direct financial incentive for local authorities who grow their economies that is both deliverable and sustainable. It also sets out how we will ensure that all authorities have sufficient resources to deliver local services.",9781409832713,http://www.communities.gov.uk/documents/localgovernment/pdf/20535021.pdf,Local government resource review: proposals for business rates retention consultation: government response,9781409832720,http://www.communities.gov.uk/documents/localgovernment/pdf/2053505.pdf,Local government resource review: proposals for business rates retention consultation: government response plain English guide,9781409832843,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1947200.pdf,Local Government Resource Review: Proposals for Business Rates Retention - Consultation,http://www.communities.gov.uk/documents/localgovernment/pdf/2054063.pdf,Local Government Finance Bill: Business rates retention scheme - Impact assessment,http://www.communities.gov.uk/documents/localgovernment/pdf/2053967.pdf,Local Government Finance Bill: Summary impact assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/localregulationsconsultation,Local planning regulations: Consultation,department-for-communities-and-local-government,Local planning regulations,"In response to reforms in the Localism Bill, the government is revising the regulations which govern the process by which local councils prepare their development plans. This consultation seeks views on whether the revised regulations are fit for purpose.",15-Jul-2011,7-Oct-2011,9781409830429,,,,giving-communities-more-power-in-planning-local-development,,,,27-Mar-2012,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2116593.pdf,Local planning regulations consultation: summary of responses,"In response to reforms in the Localism Bill, the government consulted on revised regulations which govern the process by which local councils prepare their development plans. The consultation sought views on whether the revised regulations are fit for purpose. This document provides a summary of the representations made in response to the consultation, and the government's response to the points raised.",9781409834045,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/localplansconsultation.pdf,Local planning regulations: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
