old_url,organisation,title,policy_1,policy_2,policy_3,policy_4,publication_type,body,price,ignore date,publication_date,ignore type,ISBN,attachment_0_url,attachment_0_title,attachment_1_url,attachment_1_title,attachment_2_url,attachment_2_title,attachment_3_url,attachment_3_title,attachment_4_url,attachment_4_title,attachment_5_url,attachment_5_title,attachment_6_url,attachment_6_title,attachment_7_url,attachment_7_title,attachment_8_url,attachment_8_title
http://www.communities.gov.uk/publications/housing/supplementmanaging,department-for-communities-and-local-government,Supplement to 'Managing unauthorised camping: a good practice guide',improving-the-rented-housing-sector,,,,guidance,"The good practice guide _Managing Unauthorised Camping_ was originally published in February 2004. It was intended to be updated when consultation on the new provisions introduced in the Anti-social Behaviour Act 2003 (amending the Criminal Justice and Public Order Act 1994) was complete. This consultation has now ended, and this supplement provides guidance on the new provisions.",Free,7 March 2004,07-Mar-2004,Good practice and guidance,,http://www.communities.gov.uk/documents/housing/pdf/138829.pdf,Supplement to the Guidance on Managing Unauthorised Camping,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/supplement2,department-for-communities-and-local-government,Supplement to the Housing Transfer Manual - 2006 Programme,improving-the-rented-housing-sector,,,,guidance,"Section and paragraph numbers in this supplement indicate where the additional or amended guidance fits into the _Housing Transfer Manual 2005 Programme,_ ODPM October 2004 Product code 04HC02613. ",Free,7 June 2006,07-Jun-2006,Manuals leaflets and booklets,,http://www.communities.gov.uk/publications/housing/supplement2?view=Order+form&supplierId=1403822,Order this publication,http://www.communities.gov.uk/documents/housing/pdf/145034.pdf,Supplement to the Housing Transfer Manual - 2006 Programme,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/financialbenefitsguide,department-for-communities-and-local-government,Supporting People financial benefits model documentation and user guide,providing-housing-support-for-older-and-vulnerable-people,,,,research-and-analysis,"The purpose of this document is to explain the logic behind, and form a user guide for, the Supporting People local financial benefits model built by Capgemini for the Department for Communities and Local Government (CLG).

The document's target audience is users from local authorities who wish to become familiar with the model so that, on an ongoing basis they can:

  * update the data it contains, and
  * easily read and interpret its output.

The findings and recommendations in this report are those of the consultant authors and do not necessarily represent the views or proposed policies of the Department for Communities and Local Government.",Free,7 July 2009,07-Jul-2009,Research,9781409816058,http://www.communities.gov.uk/documents/housing/pdf/1275115,Supporting People financial benefits model documentation and user guide,http://www.communities.gov.uk/documents/housing/xls/1275033.xls,Supporting People local financial benefits model (Spreadsheet),,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/financialbenefitsresearch,department-for-communities-and-local-government,"Research into the financial benefits of the Supporting People Programme, 2009",providing-housing-support-for-older-and-vulnerable-people,,,,research-and-analysis,"Communities and Local Government commissioned Capgemini to update a study to assess the financial benefits of the Supporting People programme.

This included updating a national financial benefits model; building additional client groups into the model where possible and; adapting the national financial benefits model to produce a local model that can be used by Local Authorities to effectively evidence the value of housing related support services at a local level.

Overall Capgemini found that investment in packages of support that include housing related support services avoids costs elsewhere and therefore produces a net financial benefit.",Free,6 July 2009,06-Jul-2009,"Research, Reports and summaries",9781409816034,http://www.communities.gov.uk/documents/housing/pdf/1274439,"Research into the financial benefits of the Supporting People programme, 2009",http://www.communities.gov.uk/documents/housing/xls/1275033.xls,Supporting People local financial benefits model (Spreadsheet),,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/tacklinghomelessnessamongst,department-for-communities-and-local-government,Tackling homelessness among ethnic minority households - a development guide,providing-housing-support-for-older-and-vulnerable-people,,,,guidance,"This guide aims to assist local authorities and their partner agencies in the development of inclusive, evidence-based and cost-effective homelessness services for their local ethnic minority populations. This document is related to the ODPM-commissioned research the Causes of Homelessness Amongst Ethnic Minority Populations. The full version and summary can be accessed from the 'See Also' link on the right of the page.",£12.00 (free to download below),5 September 2005,05-Sep-2005,Good practice and guidance,185112795X,http://www.communities.gov.uk/documents/housing/pdf/137881.pdf,Tackling Homelessness Amongst Ethnic Minority Households - A Development Guide,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/tacklingovercrowdingengland,department-for-communities-and-local-government,Tackling overcrowding in England: lessons from the London pilot schemes and sub-regional coordination,improving-the-rented-housing-sector,,,,guidance,"This note summarises the lessons learned so far from five Communities and Local Government funded pilot schemes in London and work to strengthen capacity to address overcrowding in each of the five London sub-regions.

This piece of work highlights good practice and provides practical support to local authorities and registered social landlords (RSLs) to assist efforts to tackle overcrowding where the problems are most acute.",Free,10 June 2008,10-Jun-2008,"Good practice and guidance, Reports and summaries",9781409800828,http://www.communities.gov.uk/publications/housing/tacklingovercrowdingengland?view=Order+form&supplierId=1403822,Order this publication,http://www.communities.gov.uk/documents/housing/pdf/tacklingovercrowdingengland,Tackling Overcrowding in England: Lessons from the London pilot schemes and sub-regional coordination,http://www.communities.gov.uk/documents/housing/doc/tacklingovercrowding.doc,Tackling Overcrowding in England: Lessons from the London pilot schemes and sub-regional coordination,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/overcrowdingtoolkit,department-for-communities-and-local-government,Tackling overcrowding in England: self-assessment for local authorities,improving-the-rented-housing-sector,,,,guidance,"Living in overcrowded accommodation can have a devastating effect on families. If a home is overcrowded it can affect health and educational attainment and can impact negatively on life chances.

In December 2007 the Government outlined its strategy to tackle overcrowding. This self-assessment toolkit is intended to support housing providers by offering practical tips on how to develop their own strategy and action plan to assist those households worst affected by overcrowding.",Free,4 July 2008,04-Jul-2008,"Good practice and guidance, Strategies and action plans",9781409802068,http://www.communities.gov.uk/documents/housing/pdf/overcrowdingtoolkit.pdf,Tackling Overcrowding in England: Self-Assessment for Local Authorities,http://www.communities.gov.uk/documents/housing/doc/overcrowdingtoolkit1.doc,Tackling Overcrowding in England: Self-Assessment for Local Authorities,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/toolspowersguide,department-for-communities-and-local-government,Tackling anti-social behaviour: tools and powers – toolkit for social landlords,improving-the-rented-housing-sector,,,,guidance,"This guidance consolidates in a single document disparate sources of advice to provide a comprehensive reference point for social landlords of the key tools and powers available to them to tackle anti-social behaviour.

The main body of the guidance provides details of individual tools and powers in a factsheet format. The guidance also considers social landlords' role in tackling anti-social behaviour as an aid to strategic development of ASB services and suggests the broad approach that landlords should adopt in protecting communities from ASB.",Free,1 April 2010,01-Apr-2010,"Good practice and guidance, Reports and summaries",9781409824084,http://www.communities.gov.uk/publications/housing/toolspowersguide?view=Order+form&supplierId=1403822,Order this publication,http://www.communities.gov.uk/documents/housing/pdf/1530807.pdf,Tackling anti-social behaviour: Tools and powers - toolkit for social landlords,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/housingfraudguidance,department-for-communities-and-local-government,Tackling unlawful subletting and occupancy: good practice guidance for social landlords,improving-the-rented-housing-sector,,,,guidance,"Guidance for social landlords on how to prevent, detect and deal effectively with social housing fraud.",Free,30 November 2009,30-Nov-2009,Good practice and guidance,9781409819950,http://www.communities.gov.uk/publications/housing/housingfraudguidance?view=Order+form&supplierId=1403826,Order this publication,http://www.communities.gov.uk/documents/housing/pdf/1396431.pdf,Tackling unlawful subletting and occupancy: Good practice guidance for social landlords,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/allocation,department-for-communities-and-local-government,The Allocation of Housing and Homelessness (Miscellaneous provisions) (England) Regulations 2006 (SI 2006 No.2527),providing-housing-support-for-older-and-vulnerable-people,,,,guidance,"The letter below notifies chief housing officers that the Secretary of State has made the Allocation of Housing and homelessness (Miscellaneous Provisions) (England) Regulations 2006.  These Regulations, which will come into force on 9 October 2006, are largely technical in nature and do not represent any change to housing policy.

A copy of the Regulations, and of the Explanatory Memorandum which accompanies the Regulations, are available from the following links on the Office of Public Sector Information (OPSI) website:

**No. 2527 The Allocation of Housing and Homelessness (Miscellaneous Provisions) (England) Regulations 2006
** [SI 2006/2527 - Web version (HTML)](http://www.opsi.gov.uk/si/si2006/20062527.htm)
[SI 2006/2527 - Print version (PDF - 45 KB)](http://www.opsi.gov.uk/si/si2006/uksi_20062527_en.pdf)
[SI 2006/2527 - Explanatory Memorandum (PDF - 30 KB)](http://www.opsi.gov.uk/si/em2006/uksiem_20062527_en.pdf)",Free,20 September 2006,20-Sep-2006,Circular and official letters,,http://www.communities.gov.uk/documents/housing/pdf/152837.pdf,The Allocation of Housing and Homelessness (Miscellaneous Provisions) (England) Regulations 2006 (SI 2006 No. 2527),,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/generalhousingconsents,department-for-communities-and-local-government,The General Housing Consents 2005 - S133 Housing Act 1988 (Subsequent Disposals),improving-the-rented-housing-sector,,,,guidance,"_Note on quality: the files attached to this page were converted from a legacy website by automatic process, and may contain minor formatting errors. The text of the document is complete and as originally published._",Free,17 December 2001,17-Dec-2001,Legislation and policy,,http://www.communities.gov.uk/documents/housing/pdf/138862.pdf,The General Housing Consents 2005 - S133 Housing Act 1988 (Subsequent disposals),http://www.communities.gov.uk/documents/housing/doc/138868.doc,Consent letter Schedule 171d,http://www.communities.gov.uk/documents/housing/rtf/157746.rtf,The General Housing Consents 2005 - S133 Housing Act 1988 (Subsequent disposals),http://www.communities.gov.uk/documents/housing/doc/133applicationform.doc,Application form - Schedule 133,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/tenantconsultationguidance,department-for-communities-and-local-government,The Housing Act 1985: Schedule 3A – consultation before disposal to private sector landlord Statutory guidance – paragraph 3: requirements as to consultation,improving-the-rented-housing-sector,,,,guidance,Statutory Guidance to English local authorities on meeting their statutory obligations regarding consulting with tenants prior to seeking the Secretary of State's consent to dispose of those tenants' homes to a private landlord.,Free,23 July 2009,23-Jul-2009,Good practice and guidance,9781409817192,http://www.communities.gov.uk/documents/housing/pdf/1293538.pdf,"The Housing Act 1985: Schedule 3A - consultation before disposal to private sector landlord : Statutory guidance - paragraph 3: requirements as to
consultation",,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/modularmanagement,department-for-communities-and-local-government,Volume 1: Modular management agreement for tenant management organisations,improving-the-rented-housing-sector,,,,guidance,"This Agreement is made under section 27 of the Housing Act 1985 (as substituted
by article 2 of the Regulatory Reform (Housing Management Agreements) Order
2003 and the Housing (Right to Manage) Regulations 1994.

_Note on quality: the files attached to this page were converted from a legacy website by automatic process, and may contain minor formatting errors. The text of the document is complete and as originally published._",Free,8 August 2005,08-Aug-2005,Reports and summaries,,http://www.communities.gov.uk/documents/housing/pdf/138922.pdf,This agreement: Modular Management Agreement (MMA) for Tenant Management Organisations (TMOs),http://www.communities.gov.uk/documents/housing/pdf/138925.pdf,Right to Manage Guidance: Modular Management Agreement for Tenant Management Organisations - No.1,http://www.communities.gov.uk/documents/housing/doc/154332.doc,1: Right to Manage Guidance - Modular Management Agreement for Tenant Management Organisations,http://www.communities.gov.uk/documents/housing/rtf/158166.rtf,1: Modular Management Agreement for Tenant Management Organisations,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/volumeright,department-for-communities-and-local-government,Volume 2: Right to Manage: modular guidance management agreement for tenant management organisations - guidance on the schedules,improving-the-rented-housing-sector,,,,guidance,"This guidance deals with the Schedules to the _Modular Management Agreement for Tenant Management Organisations (TMOs)_ that has been approved by the Secretary of State in July 2005. The Schedules are to be agreed between the local housing authority (""the Council"") and the TMO and must be in accordance with the statutory guidance given by the Secretary of State under regulation 7 of the _Housing (Right to Manage) Regulations 1994_.

The guidance sets out the statutory guidance, which is highlighted to distinguish it, and, in addition, non-statutory guidance which forms the remaining text.

The purpose of the non-statutory guidance is simply to assist Councils and TMOs to draft the Schedules to their particular agreement in accordance with the statutory guidance but it should not be treated as binding.",£7.00 (free to download below),8 August 2005,08-Aug-2005,Good practice and guidance,1851128026,http://www.communities.gov.uk/documents/housing/pdf/381291.pdf,Volume 2: Right to Manage: Modular Guidance Management Agreement for Tenant Management Organisations - Guidance on Schedules,http://www.communities.gov.uk/documents/housing/doc/381369.doc,Volume 2: Right to Manage: Modular Guidance Management Agreement for Tenant Management Organisations - Guidance on Schedules,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/volumecalculatingallowances,department-for-communities-and-local-government,Volume 3: Calculating allowances for tenant management organisations,improving-the-rented-housing-sector,,,,guidance,"This guidance is given by the Secretary of State under regulation 7 of the _Housing (Right to Manage) Regulations 1994_ (SI No. 627/1994) which provides that any person exercising functions under those Regulations shall act in accordance with any guidance given by the Secretary of State.

This guidance sets out the way management and maintenance allowances must be calculated for Tenant Management Organisations (TMOs) that are exercising the Right to Manage.",£7.00 (free to download below),8 August 2005,08-Aug-2005,"Manuals leaflets and booklets, Good practice and guidance",1851128034,http://www.communities.gov.uk/documents/housing/pdf/381294.pdf,Volume 3: Calculating Allowances for Tenant Management Organisations,http://www.communities.gov.uk/documents/housing/doc/381372.doc,Volume 3: Calculating Allowances for Tenant Management Organisations,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/volumegettingstarted,department-for-communities-and-local-government,Volume 4: Getting started: guidance on start-up costs for tenant management organisations,improving-the-rented-housing-sector,,,,guidance,"This document sets out guidance on starting-up and provision for office accommodation, computer systems and other office facilities for newly-formed Tenant Management Organisations (TMOs).

This guidance is given by the Secretary of State to come into effect as guidance under regulation 7 of the _Housing (Right to Manage) Regulations 1994_ (S.I. 1994 No.627) on […] and the following provisions of this paragraph replace the guidance contained in paragraph 2 of the Annex to DoE Circular 6/94 (Welsh Office 21/94): In making a determination under regulation 3(3)(a) of the _Housing (Right to Manage) Regulations 1994_, a local housing authority shall have regard to the guidance on start-up costs contained in sections 1 to 7 of this guidance, and to the Secretary of State's opinion that a TMO is unlikely reasonably to require office accommodation until it has appointed an approved person under regulation 4 (8).",£7.00 (free to download below),8 August 2005,08-Aug-2005,Good practice and guidance,1851128042,http://www.communities.gov.uk/documents/housing/pdf/381297.pdf,Volume 4: Getting Started: Guidance on start-up costs for Tenant Management Organisations,http://www.communities.gov.uk/documents/housing/doc/381375.doc,Volume 4: Getting Started: Guidance on start-up costs for Tenant Management Organisations,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/volumeguidance,department-for-communities-and-local-government,Volume 5: Guidance on secondment to tenant management organisations,improving-the-rented-housing-sector,,,,guidance,"The Department commissioned this good practice guidance as part of the package of guidance on the Right to Manage.

This guidance is based on work carried out to develop new arrangements for secondment by PEP Ltd and Partners in Change, working with a number of pilot TMOs and councils. Particular thanks are due to the TMOs, councils and development agents who agreed to act as pilots for the new arrangements.",£7.00 (free to download below),8 August 2005,08-Aug-2005,Good practice and guidance,1851128050,http://www.communities.gov.uk/documents/housing/pdf/381300.pdf,Volume 5: Guidance on Secondment to Tenant Management Organisations,http://www.communities.gov.uk/documents/housing/doc/381378.doc,Volume 5: Guidance on Secondment to Tenant Management Organisations,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/volumeimodel,department-for-communities-and-local-government,Volume 6: (i) Model Code of Governance (ii) Guidance on a Code of Confidentiality,improving-the-rented-housing-sector,,,,guidance,"This guidance deals with the Schedules to the Modular Management Agreement for Tenant Management Organisations (TMOs) that has been approved by the Secretary of State in July 2005. The Schedules are to be agreed between the local housing authority (""the Council"") and the TMO and must be in accordance with the statutory guidance given by the Secretary of State under regulation 7 of the _Housing (Right to Manage) Regulations 1994_.

The guidance sets out the statutory guidance, which is highlighted to distinguish it, and, in addition, non-statutory guidance which forms the remaining text.

The purpose of the non-statutory guidance is simply to assist Councils and TMOs to draft the Schedules to their particular agreement in accordance with the statutory guidance but it should not be treated as binding.",£7.00 (free to download below),8 August 2005,08-Aug-2005,Good practice and guidance,1851128069,http://www.communities.gov.uk/documents/housing/pdf/381303.pdf,Volume 6: (i) Model Code of Governance (ii) Guidance on a Code of Confidentiality,http://www.communities.gov.uk/documents/housing/doc/381381.doc,Volume 6: (i) Model Code of Governance (ii) Guidance on a Code of Confidentiality,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/financialbenefitstoolkit,department-for-communities-and-local-government,Handypersons financial benefits toolkit,providing-housing-support-for-older-and-vulnerable-people,,,,guidance,"The Handyperson Financial Benefits Toolkit (provided below as an MS Excel spreadsheet) uses available evidence on the aims, objectives, outcomes and benefits of handyperson services and similar interventions to help put together a case for the future funding of handyperson services locally. It uses an approach to estimating the benefits of social policy interventions that has previously been used in a number of areas and will be familiar to anyone who has used the Supporting People Financial Benefits Model.

This guidance is provided as an aid for using the Tool for developing a business case for handyperson services. Handyperson services are complex in nature, varying across local authority areas and in the nature of services interventions delivered. The examples and guidance provided are not intended to be exhaustive but are aimed at providing a checklist of key details to be included within the business case.

This guidance consists of three sections:

  1. How to use the tool to extract the data for specific handyperson services.
  2. A detailed look at the evidence used to develop the Handyperson Services Financial Benefits Tool.
  3. An overview of how to develop a business case for handyperson services.",Free,24 March 2010,24-Mar-2010,"Good practice and guidance, Reports and summaries",9781409823469,http://www.communities.gov.uk/documents/housing/pdf/1514533.pdf,Handypersons Financial Benefits Toolkit,http://www.communities.gov.uk/documents/housing/xls/1515104.xls,Handypersons Financial Benefits Toolkit,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/rtbdiscretionaryrepayment,department-for-communities-and-local-government,Right to Buy - the use of discretionary powers on repayment of discount,helping-people-to-buy-a-home,,,,guidance,"**Note:** _this document was updated in updated in January 2010._

Under section 155 of the Housing Act 1985, former social tenants who dispose of a property within a specified period after purchasing it under the Right to Buy scheme have to repay upon demand by the former landlord all or part of the discount they received on purchase, unless it is an exempted disposal. Section 185 of the Housing Act 2004 amends section 155 by extending the specified period from 3 years to 5 years. Section 155 (as amended) and the new section 155B also apply to the Rent to Mortgage scheme.

Section 185 of the 2004 Act also clarifies that former landlords have discretion not to demand that former social tenants should repay part or all of the discount they received. This note offers guidance on when in the Government's view it might be appropriate to exercise this discretion.",Free,20 January 2005,20-Jan-2005,Legislation and policy,9781409821694,http://www.communities.gov.uk/documents/housing/pdf/320232.pdf,Right to buy - the use of discretionary powers on repayment of discount,,,,,,,,,,,,,,,,
