Count,Name,Department,Classification,PB Reform,Regulatory Function,Description / Terms of Reference,Notes,Address,Phone,email,Website,Chair,DV - Chair's Remuneration (p.a. unless otherwise stated and may represent a theoretical mean),Chief Executive / Secretary,DV - Chief Executive / Secretary Remuneration (p.a. and may represent a theoretical mean),Public Meetings,Public Minutes,Register of Interests,Ombudsman,Last Annual Report,Last Review,Audit Arrangements,Government Funding,Total Gross Expenditure,Staff Employed (FTE),OCPA Regulated
1,Independent Medical Expert Group,Ministry of Defence,Advisory NDPB,,No,To provide advice and recommendations to Minister on the Armed Forces Compensation Scheme.,Established 2010 on an interim basis and as a permanent advisory NDPB in 2013.,"6.M.05 MOD Main Building, Whitehall, London SW1A 2HB",0207 218 2752,richard.thompson267@mod.uk,,Prof Sir Anthony Newman Taylor,0,Dr Richard Thompson,Civil Servant,No,No,No,,2013,,,0,0,0,Yes
1,Independent Monitoring Board for the Military Corrective Training Centre,Ministry of Defence,Other NDPB,Retain,No,"The Independent Monitoring Board inspect the Military Corrective Training Centre at least twice a year and reports its findings to Ministers. It inspects, amongst other things, the condition of the premises and the treatment, health and welfare of detainees. The arrangements are very similar to those in place for civilian detention facilities in the UK.",Established 1979.,"MCTC, Berechurch Hall Road, Colchester, ESSEX, CO2 9NU. ",01206 841155,alfred.mockford@gmail.com,http://www.army.mod.uk/agc/provost/31946.aspx,Peter Mockford,0,Graham Cross,0,No,No,No,,2013,2010 (informal),,0,"1,890",0,No
1,National Army Museum,Ministry of Defence,Executive NDPB,Retain,No,"To gather, maintain and make known the story of the British Army and its role and impact in world history. To provide a museum experience that meets the widest range of public need and connects the British public with its Army.",Established 1960.,"Royal Hospital Road, London,  SW3 4HT",020 7730 0717,INFO@NAM.AC.UK,http://www.nam.ac.uk/,General Sir Jack Deverell KCB OBE,0,Mrs Janice Murray,95000,No,Yes,Yes,PHSO,2012-13,2009,NAO,"6,395,000","6,393,791",57,No
1,National Employer Advisory Board,Ministry of Defence,Advisory NDPB,Retain,No,"NEAB exists to provide informed but independent strategic advice to the Secretary of State for Defence and the MOD about how the MOD can most effectively gain and maintain the support of the employers of Britain's Reserve Forces.  The Board shall not exceed 15 members, and include representatives from the CBI, the TUC, the Institute of Directors and the British Chambers of Commerce. The Board should provide wide geographical coverage of the UK and a broad representation between manufacturing and service industries, large and small companies and public sector.",Established 2002 (NEAB is the successor to the National Employers' Liaison Committee).,"The National Employers Advisory Board, Floor 6, Zone D, MOD Main Building, Whitehall, London, SW1A 2HB.",020 7807 0326,PersTrg-RFC-CapEmpSup@mod.uk,,Mr R Boggis-Rolfe,0,Wg Cdr Charlie Anderson ,Military Officer,No,No,No,PHSO,2009,2013,,"15,000","9,044",0,Yes
1,National Museum of the Royal Navy,Ministry of Defence,Executive NDPB,Retain,No,"The goal of the Museum is to promote public understanding of the Royal Navy and its constituent branches, past, present and future",Established 2008.,"HM Naval Base, (PP66) Portsmouth, PO1 3NH",02392 727562,graham.dobbin@nmrn.org.uk,http://www.nmrn.org.uk/,Admiral Sir Jonathon Band GCB,0,Professor Dominic Tweddle,103000,No,Yes,Yes,PHSO,2011-12,2010/11,NAO,"4,376,160","10,763,804",25,No
1,Nuclear Research Advisory Council,Ministry of Defence,Advisory NDPB,Retain,No,"The Nuclear Research Advisory Council is charged with reviewing the Atomic Weapons Establishment nuclear warhead capability sustainment programme, including the requirement for above ground experiments and other facilities and techniques necessary to develop and maintain a UK nuclear weapon capability in the absence of underground testing. The Council also examines the Atomic Weapons Establishment’s programme of international collaboration.",Established 2001.,"1.L.14, MOD Main Building, Whitehall, London, SW1A 2HB",0207 218 7606,DST-StratTechNWTSCB@mod.uk,,Professor R Cashmore,315 per day,Civil Servant,Civil Servant,No,No,No,PHSO,2012,2010,,0,"54,432",0,Yes
1,Review Board for Government Contracts,Ministry of Defence,Advisory NDPB,Retain,Yes,"Under an agreement between the UK Government and the Confederation of British Industry, first made in 1968, a Government Profit Formula and Associated Arrangements (GPF AA) exists to give contractors engaged on non-competitive government work a fair return.  The Board exists to make recommendations in respect of the GPF; to prescribe the Government Accounting Conventions for use in determining overhead costs; to resolve references to the Review Board by either MOD or Industry and to publish Reviews on the GPF (known colloquially as the ""Yellow Book"").
",Established 1969.,"Deloitte LLP, Athene Place, 66 Shoe Lane, London, EC4A 3BQ",020 7007 1512 ,geoffclark@deloitte.co.uk,https://www.gov.uk/government/organisations/review-board-for-government-contracts,John Price,11750,Mr Geoff Clark,0,No,No,No,,2013,,,"350,000","348,943",1,Yes
1,Royal Air Force Museum,Ministry of Defence,Executive NDPB,Retain,No,"The RAF Museum's objective is to promote public understanding of the history and traditions of the Royal Air Force by collecting, preserving and exhibiting artefacts and materials.",Established 1963.,"Grahame Park Way, Hendon, London, NW9 5LL",020 8205 2266,london@rafmuseum.org,http://www.rafmuseum.org.uk/,ACM Sir Glenn Torpy,0,Mr Peter Dye,92500,No,Yes,Yes,PHSO,2012-13,2011/12,NAO,"8,170,000","12,165,886",182,Yes
1,Science Advisory Committee on the Medical Implications of Less-Lethal Weapons,Ministry of Defence,Advisory NDPB,Retain,No,"To provide advice on the biophysical, biomechanical, pathological and clinical aspects of generic classes of less-lethal weapon systems.",Established 2009.  Triennial Review due 2013.,"HQ Surgeon General, Floor 6 Zone E, MOD Main Building, Whitehall, London, SW1A 2HB",020 7807 0464,david.holdridge114@mod.uk,,Prof R J Flower FRS,465 per day,Mr David Holdridge,Civil Servant,No,No,Yes,PHSO,,,,0,0,0,Yes
1,UK Hydrographic Office,Ministry of Defence,Executive Agency,,No,"To provide navigation charts and other hydrographic products and services to Defence, UK and other Governments, and for commercial shipping.",Established 1996,"UKHO, Admiralty Way, Taunton, Somerset, TA1 2DN",01823 337900,DFM-BSG-ProgTradingFunds@mod.uk,http://www.ukho.gov.uk/,Sandra Rogers,0,Ian Moncrieff CBE,150000,No,No,Yes,PHSO,2012-13,2009/10,NAO,"12,000,000","129,800,000","1,000",Yes
13,Veterans Advisory and Pensions Committees (x 13),Ministry of Defence,Advisory NDPB,Retain,No,VAPC play a central role in promoting the interests & welfare of veterans by: raising awareness of schemes administered by Service Personnel & Veterans Agency; Welfare Pathways; advising & signposting veterans; and providing a consultative body able to engage with the MOD.,Established 1921.  Formerly known as War Pensions Committees.,"VAPC Focal Point, SPVA Room 6406, Norcross, Lancashire FY5 3WP",0800 169 2277,veterans.help@spva.gsi.gov.uk,http://www.veterans-uk.info/,Multiple (13),0,Carole Corbett,Civil Servant,No,Yes,No,,2011,2011,,"28,000",0,0,Yes
1,Administrative Justice and Tribunals Council,Ministry of Justice,Advisory NDPB,No longer an NDPB,No,"The Administrative Justice and Tribunals Council kept under review the administrative justice system as a whole with a view to making it accessible, fair and efficient.  ",The Administrative Justice and Tribunals Council was formally abolished on 19 August 2013.,"81 Chancery Lane, London, WC2A 1BQ",020 7855 5200,enquiries@ajtc.gsi.gov.uk,http://www.justice.gov.uk/about/administrative-justice-and-tribunals-council,Richard Thomas CBE,56051,Civil Servant Chief Executive,Civil Servant,No,No,Yes,,2011,2003-04,,"293,000","764,000",7,Yes
47,Advisory Committee on Justices of the Peace (x47),Ministry of Justice,Advisory NDPB,Merge,No,"To recruit, select and recommend to the Lord Chancellor and the Lord Chief Justice candidates with the necessary qualities for appointment as Justices of the Peace in England and Wales.",Established circa 1970s.  101 Committees were reorganised to 47 following a review in 2010.  Sponsorship has been the responsibility of HM Courts & Tribunal Service since 1 April 2006.  Costs incurred come from within HM Courts Service expenditure.  Though there are 47 chairs (one for each committee) some committees also have a deputy chair and some have sub-committee chairs - hence the total number of appointments is given as 53. ,"Judicial Office, 10th Floor, Thomas More Building, Royal Courts of Justice, Strand, London WC2A 2LL ",020 7073 4778,jahan.noorrahman@judiciary.gsi.gov.uk,,Multiple,None,Justices' Clerks act as secretaries to the Advisory Committee,Civil Servants,No,No,Yes,,2012,2012,NAO,,,0,Yes
1,Advisory Council on National Records and Archives,Ministry of Justice,Advisory NDPB,Retain,No,To advise the Lord Chancellor on matters relating to records and archives in the UK and in particular in England and Wales especially access to historical records and the preservation of records and manuscripts.,Established 2003.  The Advisory Council on National Records and Archives' costs are budgeted through The National Archives.   1 secretariat is employed by The National Archives and is a shared resource with the Advisory Panel on Public Sector Information.,"The National Archives, Chief Executive’s Office, Kew, Richmond, Surrey, TW9 4DU ",020 8392 5337,advisorycouncilsecretary@nationalarchives.gsi.gov.uk,http://www.nationalarchives.gov.uk/advisorycouncil/default.htm,Master of the Rolls - Lord Dyson,0,Civil Service Secretariat ,Civil Servant,No,Yes,Yes,PHSO,2012-13,2013,Costs included in NAO's audit of The National Archives,"6,554","6,554",0,Yes
1,Advisory Panel on Public Sector Information,Ministry of Justice,Advisory NDPB,Retain,No,To advise Ministers on how to encourage and create opportunities in the information industry for greater re-use of public sector information; to advise on changes and opportunities in the information industry; to review and consider complaints under the Re-use of Public Sector Information Regulations 2005 and advise on the impact of the complaints procedures under those regulations. ,Established 2003.  The Advisory Panel on Public Sector Information's costs are budgeted through The National Archives.  Triennial review due 2013/2014.  1 secretariat is employed by The National Archives and is a shared resource with the Advisory Council on National Records and Archives.,"The National Archives, Chief Executive’s Office, Kew, Richmond, Surrey, TW9 4DU ",020 8392 5337,secretariat@appsi.gsi.gov.uk ,http://www.nationalarchives.gov.uk/appsi/default.htm,Professor David Rhind CBE,4000,Civil Servant Secretariat,Civil Servant,No,Yes ,Yes,PHSO,2010,,Costs included in NAO's audit of The National Archives,"11,283","11,283",0,Yes
1,Civil Justice Council,Ministry of Justice,Advisory NDPB,Retain,No,"The Civil Justice Council has a statutory duty under the Civil Procedure Act 1997 to keep the civil justice system under review; consider how to make the civil justice system more accessible, fair and efficient; advise the Lord Chancellor and the Judiciary on the development of the civil justice system; refer proposals for change in the civil justice system to the Lord Chancellor and the Civil Procedure Committee; and make proposals for research. ","Established under the Civil Procedure Act 1997. Of the non-ministerial appointments, the Chair, the Deputy Chair and three of the members are judicial appointments (these three appointments were vacant until October 2012).","Royal Courts of Justice, London, WC2A 2LL",020 7947 6670,cjc@judiciary.gsi.gov.uk,http://www.judiciary.gov.uk/about-the-judiciary/advisory-bodies/cjc,The Right Hon Lord Dyson,0,Peter Farr,Civil Servant,Yes,Yes,Yes,,2010,2008,,"54,140","35,664",2,Yes
1,Civil Procedure Rule Committee,Ministry of Justice,Advisory NDPB,Retain,No,"The Civil Procedure Rule Committee was created by virtue of Section 2 of the Civil Procedure Act 1997 (as amended by section 83 of the Courts Act 2003) to make rules of court for the Civil Division of the Court of Appeal, the High Court and the county courts.",Established 1998.  Minutes of meetings available on request.  Staff is 1 Secretariat.,"4th Floor, 102 Petty France, London, SW1H 9AJ",020 3334 3184,Jane.wright@justice.gsi.gov.uk,https://www.gov.uk/government/organisations/civil-procedure-rules-committee,Master of the Rolls - Lord Dyson,0,Jane Wright,Civil Servant,Yes,No,Yes,,2011,,,,,1,Yes
1,Criminal Cases Review Commission,Ministry of Justice,Executive NDPB,Retain,No,"To review possible miscarriages of justice in the criminal courts of England, Wales and to refer appropriate cases to the appeal courts.",Established 1997.,"5 St Philip's Place, Birmingham, B3 2PW",0121 233 1473,info@ccrc.gov.uk,http://www.justice.gov.uk/about/criminal-cases-review-commission,Richard Foster CBE,103651,Karen Kneller ,85000,No,No,Yes,,2012-13,2013,NAO,"5,235,000","5,832,000",74,Yes
1,Criminal Injuries Compensation Authority,Ministry of Justice,Executive NDPB,Retain,No,A government organisation that can pay money (compensation) to people who have been physically or mentally injured because they were the blameless victim of a violent crime.,Established 1996.  There are no public appointments. ,"Tay House, 300 Bath Street, Glasgow, G2 4LN",0300 003 3601,,http://www.justice.gov.uk/about/criminal-injuries-compensation-authority,,,Carole Oatway,Civil Servant,No,Yes,Yes,PHSO,2012-13,2013,NAO,"330,161,000","390,457,000",349,Yes
1,Criminal Procedure Rule Committee,Ministry of Justice,Advisory NDPB,Retain,No,To streamline and modernise the practice and procedure to be followed in the criminal trials of England and Wales (section 69 of the Courts Act 2003 refers.) The membership reflects the key participants in the conduct of a criminal case.  The Criminal Procedure Rule Committee consults widely before making new rules.,Established 2004.  The first Criminal Procedure Rules were made in 2005 and the first consolidated Criminal Procedure Rules were made in 2010.  Minutes of meetings available on request.,"Secretariat to the Criminal Procedure Rule Committee, 7th Floor 102 Petty France, London, SW1H 9AJ",0203 334 4031,"CriminalProcedureRuleEnquiries@justice.gsi.gov.uk
","https://www.gov.uk/government/organisations/criminal-procedure-rule-committee
","The Rt. Hon. Lord Judge, the Lord Chief Justice of England and Wales ",0,Jonathan Solly,Civil Servant,Yes,No,Yes,,,,,,,0,Yes
1,Family Justice Council,Ministry of Justice,Advisory NDPB,Retain,No,"The Family Justice Council aims to facilitate the delivery of better and quicker outcomes for families and children who use the family justice system. The Council's primary role is to promote an inter-disciplinary approach to family justice, and through consultation and research, to monitor how effectively the system both as a whole and through its component parts delivers the service the Government and the public need and to advise on reforms necessary for continuous improvement. It is chaired by the President of the Family Division and under its revised terms of reference provides expert advice directly to the Family Justice Board and Government on the operation and reform of the Family Justice System.",Established 2004.  The FJC Secretariat became part of the President of the Family Division's Private Office in August 2012.  Triennial review due to start in October 2013.,"Office of the President of the Family Division, WG 62, Royal Courts of Justice, Strand, London, WC2A 2LL",020 7947 7333,fjc@justice.gsi.gov.uk,http://www.judiciary.gov.uk/about-the-judiciary/advisory-bodies/fjc,The President of the Family Division -Sir James Munby,0,"Alex Clark, Secretary to FJC and Private Secretary to the President",Civil Servant,Yes,Yes,Yes,,,2011,,,,3,Yes
1,Family Procedure Rule Committee,Ministry of Justice,Advisory NDPB,Retain,No,"The Family Procedure Rule Committee will seek to produce a single, coherent and simply expressed set of rules governing practice and procedure in family proceedings in the High Court, county courts and magistrate’s courts. Before making such rules the committee will consult as it thinks appropriate.",Established 2004.  Minutes of meetings available on request.,"4th Floor, 102 Petty France, London SW1H 9AJ",0203 334 3181,clive.buckley@justice.gsi.gov.uk,http://www.justice.gov.uk/about/moj/advisory-groups/family-procedure-rule-committee,The President of the Family Division,0,Clive Buckley,Civil Servant,Yes,No,Yes,,2011-12,,,,,0,Yes
1,Her Majesty's Courts and Tribunals Service,Ministry of Justice,Executive Agency,,No,"HM Courts & Tribunals Service is responsible for the administration of the criminal, civil and family courts and tribunals in England and Wales and non-devolved tribunals in Scotland and Northern Ireland. It supports a fair, efficient and effective justice system delivered by an independent judiciary.",Established April 2011.  Staffing: 17312 Permanent & Fixed Term Contract and 829 Agency staff.,"102 Petty France, London SW1H 9AJ  
",020 3334 3555 ,general.queries@justice.gsi.gov.uk,http://www.justice.gov.uk/about/hmcts,Robert Ayling,20000,Peter Handcock,Civil Servant,No,No,Yes,PHSO,2012-13,,NAO,"1,108,320,000","1,920,133,582","17,312",No
1,Independent Advisory Panel on Deaths in Custody,Ministry of Justice,Advisory NDPB,Retain,No,"To act as the primary source of independent advice to ministers and service leaders on measures to reduce the number and rate of deaths in custody.  To consult and engage with stakeholders to collect, analyse and disseminate information about deaths in custody and the lessons that can be learned from them.  To carry out thematic enquiries into areas of concern.  To issue and monitor compliance with guidance on best practice for reducing deaths in custody.  To commission research and make recommendations to ministers for changes in policy or operational practice, which would help to reduce the incidence of death in custody.","Established 2009.  Co-sponsored and funded by MoJ, DH & Home Office.","4th Floor Clive House, 70 Petty France, London, SW1H 9EX",0300 047 5728,iapdeathsincustody@noms.gsi.gov.uk,http://iapdeathsincustody.independent.gov.uk/,Lord Toby Harris,15000,Civil Servant Secretariat,Civil Servant,No,Yes,Yes,,2012,,,"207,951","207,951",3,Yes
144,"Independent Monitoring Boards of Prisons, Immigration Removal Centres and Short-Term Holding Rooms (x144)",Ministry of Justice,Other NDPB,Retain,No,Independent Monitoring Boards are appointed by the Secretary of State under Section 6 of the Prisons Act 1952 or section 152 of the Immigration and Asylum Act 1999 as appropriate.  They act as independent ‘watchdogs’ and their duty is to satisfy themselves as to the treatment of prisoners/detainees and the administration and state of the premises.,Each Board produces its own Annual Report.  Membership/gender numbers are as at 30 August 2013. ,"9th Floor, The Tower, 102 Petty France, London, SW1A 9AJ",020 3334 3265,imb@justice.gsi.gov.uk,http://www.justice.gov.uk/about/imb,Multiple,,,,No,No,No,,,2001,,"2,351,000","1,916,420",17,Yes
1,Information Commissioner’s Office,Ministry of Justice,Executive NDPB,Retain,Yes,"The Information Commissioner’s Office is the UK’s independent authority set up to uphold information rights in the public interest, promoting openness by public bodies and data privacy for individuals.",Established as the Data Protection Registrar by the Data Protection Act 1984 and renamed Information Commissioner 2001 in accordance with the Freedom of Information Act 2000.  Receives grant-in-aid from the Ministry of Justice for its Freedom of Information activities. Data Protection is funded by notification fees received from individuals and organisations that process personal data.,"Wycliffe House, Water Lane, Wilmslow, Cheshire, SK9 5AF ",0303 123 1113,informationgovernance@ico.org.uk,http://www.ico.org.uk/,,,Christopher Graham (Information Commissioner),150000,No,Yes,Yes,PHSO,2013,,NAO,"4,250,000","20,590",367,Yes
1,Insolvency Rules Committee,Ministry of Justice,Advisory NDPB,Retain,No,The Insolvency Rules Committee is appointed under section 413 of the Insolvency Act 1986 so that the Lord Chancellor may consult it before making any rules under section 411 (company insolvency rules) or section 412 (individual insolvency rules) of the Act.  The Committee consists of members of the legal and accountancy professionals.  ,"Established 1976 and re-constituted 1986.  The Chair and members are unremunerated, although they can claim expenses.  The Insolvency Service provides the Secretariat.","4 Abbey Orchard Street, London, SW1P 2HT",020 7637 6509,Policy.Unit@insolvency.gsi.gov.uk,http://www.bis.gov.uk/insolvency,His Honour Mr Justice Richards,0,Dean Beale,Civil Servant,No,No,No,,,2010,,,,0,Yes
1,Judicial Appointments Commission,Ministry of Justice,Executive NDPB,Retain,No,"The Judicial Appointments Commission is an independent commission that selects candidates for judicial office in courts and tribunals in England and Wales, and for some tribunals whose jurisdiction extends to Scotland or Northern Ireland.",Established 2006.  Chair is part time (0.4 FTE),"Steel House, 1st Floor, 11 Tothill Street, London, SW1H 9LH",020 3334 0123,jaas@jac.gsi.gov.uk,http://jac.judiciary.gov.uk/,Christopher Stephens,37500,Nigel Reeder,Civil Servant,No,Yes,Yes,Judicial Appointments and Conduct Ombudsman,2012-13,2006/07,NAO,"5,120,000","4,920,000",69,Yes
1,Law Commission of England and Wales,Ministry of Justice,Advisory NDPB,Retain,No,"The Law Commission is a statutory independent body. It was created to keep the law under review and, where necessary, to recommend reform of the law to Government. The Law Commission’s aims are to ensure that the law is as fair, modern, simple and as cost-effective as possible. It reviews areas of the law that have become unduly complicated, outdated or unfair. It conducts research and consultation in order to: (1) make systematic recommendations for consideration by Parliament, (2) codify the law, (3) eliminate anomalies, (4) repeal obsolete and unnecessary enactments and (5) reduce the number of separate statutes. The functions of the Law Commission are set out in two Acts: Law Commissions Act 1965 and Law Commission Act 2009.",Established by the Law Commissions Act 1965.,"Steel House, 11 Tothill Street, London, SW1H 9LJ",0203 334 0200,enquiries@lawcommission.gsi.gov.uk,http://lawcommission.justice.gov.uk/,The Rt Hon. Lord Justice Lloyd Jones,Lord Justice of Appeal salary met by MoJ.,Elaine Lorimer,Civil Servant,No,Yes,Yes,PHSO,2012-13,2013,NAO,"3,400,000",,62,Yes
1,Legal Services Board,Ministry of Justice,Executive NDPB,Retain,Yes,"The Legal Services Board (LSB) oversees the regulation of legal services in England and Wales. It does this through its oversight of ten bodies, the approved regulators, who themselves regulate directly the circa 120,000 lawyers practising throughout the jurisdiction. The LSB does not regulate any legal service provider directly. Working with the approved regulators, the LSB is responsible for ensuring the highest standards of competence, conduct and service in the legal profession both for the benefit of individual consumers and the public generally. The LSB is also responsible for appointing the Office for Legal Complaints, to administer an ombudsman scheme to deal with consumers’ complaints about legal services.",Established 2009.,"Victoria House, Southampton Row, London, WC1V 4AD",020 7271 0050,contactus@legalservicesboard.org.uk,http://www.legalservicesboard.org.uk/,David Edmonds,63000,Chris Kenny,196000,No,Yes,Yes,,2012-13,2012,NAO,Funded by a levy on the approved regulators,"4,264,000",31,Yes
1,Legal Services Commission,Ministry of Justice,Executive NDPB,No longer an NDPB,No,The LSC was responsible for the operational administration of the legal aid scheme in England and Wales.,"The LSC was abolished on 1 April 2013 and an executive agency, known as the Legal Aid Agency, commenced on 1 April 2013.  An archive of the old LSC website can be viewed at http://webarchive.nationalarchives.gov.uk/20121207044149/http://www.legalservices.gov.uk/  Total staff employed of 1,717 FTE consisted of 1,318 permanently employed and 399 other staff.","102 Petty France, London, SW1H 9AJ",0300 200 2020,,,Sir Bill Callaghan,54000,Matthew Coats,Civil Servant,No,Yes,Yes,PHSO,2012-13,2010,NAO,"2,099,957,000","2,027,950,000","1,717",Yes
1,National Offender Management Service (NOMS),Ministry of Justice,Executive Agency,,No,The Agency's role is to commission and provide offender services in the community and in custody ensuring best value for money from public resources.  NOMS work to protect the public and reduce reoffending by delivering the punishment and orders of the courts and supporting rehabilitation by helping offenders to reform their lives.,"Established 2008.  The arrangements for the governance, accountability, financing, staffing and operation of NOMS, are set out in the Agency Framework agreement and agreed between the Secretary of State and the Chief Executive of NOMS, and approved by the Chief Secretary to the Treasury - this was last updated April 2011.  The Agency framework is due for review in 2014.  The figures for Govt funding and Gross expenditure include the 35 Probation Trusts as per the NOMS published accounts.  However, the separate entry for the Trusts provides the figures for the Trusts only.  As an Executive Agency, the Chief Exec is the chair of the management board.  The members appointment information is for Non-Executive directors on the board.","Clive House, 70 Petty France, SW1H 9EX",0300 047 6325,public.enquiries@noms.gsi.gov.uk,http://www.justice.gov.uk/about/noms,,,Michael Spurr,Civil Servant,No,No,Yes,Prisons and Probation Ombudsman,2012-13,2011,NAO,"3,758,000,000","4,044,273,000","40,654",Yes
1,Office of the Public Guardian,Ministry of Justice,Executive Agency,,No,"The OPG's remit is to support and enable people to plan ahead to prepare for both their health and their finances to be looked after should they lose capacity in future, and to safeguard the interests of people who may lack the mental capacity to make certain decisions for themselves.","Established in 2007 under the Mental Capacity Act 2005.  OPG is wholly funded from fee income with the exception of Exemptions and Remissions which are funded by the taxpayer in compliance with Managing Public Money.  2012-13 Provision from 2013-14 Resource Estimate £-2576k.  As an Executive Agency, the Chief Exec is the chair of the management board. The members appointment information is for Non-Executive directors on the board.  Of the 615 staff, 462 are payroll, 153 are non payroll.","Office of the Public Guardian, PO Box 16185, Birmingham, B2 2WH

",0300 456 0300 ,customerservices@publicguardian.gsi.gov.uk,http://www.justice.gov.uk/about/opg,,,Alan Eccles,Civil Servant,No,No,Yes,PHSO,2012-13,,NAO,"-2,576","-9,285",615,No
1,Parole Board of England and Wales,Ministry of Justice,Executive NDPB,Retain and substantially reform,No,The Parole Board is an independent body that works with its criminal justice partners to protect the public by risk assessing prisoners to decide whether they can be safely released into the community.,Established 1967.  ,"Grenadier House, 99-105 Horseferry Road, London, SW1P 2DX",0300 047 4600,,http://www.justice.gov.uk/about/parole-board,The Rt Hon Sir David Calvert-Smith,27500,Claire Bassett,92500,No,Yes,Yes,PHSO,2012-13,2008,NAO,"11,999,000","12,451,000",90,Yes
1,Prison Services Pay Review Body,Ministry of Justice,Advisory NDPB,Retain,No,"To provide independent advice on the remuneration of governing governors and operational managers, prison officers and support grades in the England and Wales Prison Service.   The Review Body also provides independent advice on the remuneration of prison governors, prison officers and support grades in the Northern Ireland Prison Service.","Established 2001. The Secretariat for the PSPRB, as with all pay review bodies, is provided by the independent Office of Manpower Economics. ","6th Floor, Victoria House, Southampton Row, London, WC1B 4AD",020 7271 0466,dawn.camus@bis.gsi.gov.uk,http://www.ome.uk.com/Prison_Service_Pay_Review_Body.aspx,Dr Peter Knight CBE,350 per day respectively,Dawn Camus,Civil Servant,No,No,Yes,,2012-13,,,,,0,Yes
35,Probation Trusts (x 35),Ministry of Justice,Executive NDPB,Retain,No,"Probation Trusts supervise offenders charged with and convicted of crimes.  The aim is to help offenders lead responsible and law abiding lives through providing advice to courts, assessment of offenders and judgement of how to reduce the risk they pose. Probation Trusts seek to influence positive changes in offenders’ behaviour, deliver the sentences of courts and work with other agencies to protect the public.","Majority established April 2010. Humberside, Leicestershire and Rutland, Merseyside and West Mercia established April 2008. Greater Manchester and Lancashire established April 2009",Various,Various,Various,http://www.justice.gov.uk/about/probation/probation-trusts,Multiple,,Multiple,,Yes,Yes,Yes,Prisons and Probation Ombudsman,2012-13,2013,NAO/WAO,"806,603,000","848,068,000","16,466",Yes
1,Sentencing Council for England and Wales,Ministry of Justice,Advisory NDPB,Retain,No,"The Sentencing Council for England and Wales promotes greater consistency in sentencing, whilst maintaining the independence of the judiciary. The Council produces guidelines on sentencing for the judiciary and aims to increase public understanding of sentencing.","In 2010, the Sentencing Council replaced the Sentencing Guidelines Council (2004) and the Sentencing Advisory Panel (2004). The Lord Chief Justice is the president of the Sentencing Council. In his role he provides oversight to the Council and appoints judicial members. ","Room EB16, Royal Courts of Justice, London WC2A 2LL",020 7071 5793,info@sentencingcouncil.gsi.gov.uk,http://sentencingcouncil.judiciary.gov.uk/index.htm,Lord Justice Leveson,,Michelle Crotty - Head of the Office of the Sentencing Council,Civil Servant,No,Yes,Yes,PHSO,2012-13,2010,NAO through MoJ,"1,544,000","1,445,000",21,Yes
1,Tribunal Procedure Committee,Ministry of Justice,Advisory NDPB,Retain,No,"The Tribunal Procedure Committee was created by paragraph 22 of the Tribunals, Courts and Enforcement Act 2007 to make rules governing the practice and procedure in the First–tier Tribunal and Upper Tribunal.",Established 2008.,"Area 4.38, 4th Floor, 102 Petty France, London, SW1H 9AJ",0203 334 4066,tpcsecretariat@justice.gsi.gov.uk ,http://www.justice.gov.uk/about/tribunal-procedure-committee,Mr Justice Brian Langstaff,0,Julie McCallen,Civil Servant,No,No,Yes,,2011-12,,,,,,Yes
1,Victims' Advisory Panel,Ministry of Justice,Advisory NDPB,No longer an NDPB,No,"To advise the Home Secretary, Lord Chancellor and the Attorney General (or their representatives) and through them, other Cabinet Ministers, of the views of victims and witnesses of crime.",Established 2003.  The last Panel reached the end of its tenure in 2009 and a new panel has not been recruited.  The Panel was previously 'Under consideration' under the Public Bodies Reform Programme.  It is intended to abolish the Panel subject to parliamentary consideration of the relevant Statutory Instrument.,,,,,,,,,No,No,No,PHSO,,2010,,,,,
1,Youth Justice Board for England and Wales,Ministry of Justice,Executive NDPB,Retain,No,"The YJB oversees the youth justice system in England and Wales, working to prevent offending and reoffending by children and young people under the age of 18 and ensuring that custody for them is safe, secure, and addresses the causes of their offending behaviour.",Established 1998 under the Crime and Disorder Act 1998.  Chief Executive (from 01/04/2013) - Lin Hinnigan,"102 Petty France, London, SW1H 9AJ",0203 372 8000,enquiries@yjb.gov.uk,http://www.justice.gov.uk/about/yjb,Frances Done,88000,John Drew,142500,Yes,Yes,Yes,PHSO,2013,2013,NAO,"322,410,000","365,891,000",216,Yes
1,"National Archives, The","National Archives, The",Non Ministerial Department,Retain,Yes,"As the government's national archive for England, Wales and the United Kingdom, we hold over 1,000 years of the nation's records for everyone to discover and use.",,"Kew, Richmond, Surrey, TW9 4DU",020 8876 3444,enquiry@nationalarchives.gsi.gov.uk,http://www.nationalarchives.gov.uk/,,,Oliver Morley,Civil servant,Yes,Yes,Yes,PHSO,2012-13,,NAO,"40,550,000","39,173,000",599,
