Count,Name,Department,Classification,PB Reform,Multiple Bodies,Regulatory Function,Description / Terms of Reference,Notes,Address,Phone,email,Website,Chair,Chair's Remuneration (PA unless otherwise stated),Chief Executive / Secretary,Chief Executive / Secretart Remuneration,Public Meetings,Public Minutes,Register of Interests,Ombudsman,Last Annual Report,Last Review,Audit Arrangements,Government Funding,Total Gross Expenditure,Staff Employed (FTE),OCPA Regulated
1,Coal Authority,Department of Energy and Climate Change,Executive NDPB,Retain,0,Yes,The Coal Authority works to protect the public and the environment in coal mining areas. It manages the effects of past coal mining in order to promote public safety and safeguard the landscape now and for future generations.,Established 1994.,"200 Lichfield Lane, Mansfield, Nottinghamshire, NG18 4RG",01623 637 000,thecoalauthority@coal.gov.uk,www.coal.decc.gov.uk,Dr Helen Mounsey,"£27,050",Philip Lawrence,"£120,315",Yes,Yes,Yes,PHSO,2011-12,2010,NAO,"£35,000,000","£39,000,000",130,Yes
1,Committee on Climate Change,Department of Energy and Climate Change,Executive NDPB,Retain,0,No,The CCC was established under the Climate Change Act 2008 to advise the Government on emissions targets and to report to Parliament on progress made in reducing greenhouse gasses. The Adaptation Sub-Committee was formed in June 2009.,"Established 2008.  * The Members appointments information includes 6 appointments to the Adaptation Sub Committee, a sub-committee of the CCC.","7 Holbein Place, London, SW1W 8NR ",020 7592 1553,enquiries@theccc.gsi.gov.uk,www.theccc.org.uk,Lord Debden,"£1,000 a day. 3 days from Sept 2012 - Sept 2013. 2 days thereafter.",David Kennedy,"£100,000 - £105,000",No,Yes,Yes,PHSO,2012,Triennial Review due 2012/13.,NAO,"£4,328,662","£3,777,723",32,Yes
1,Committee on Radioactive Waste Management,Department of Energy and Climate Change,Advisory NDPB,Retain,0,No,"To provide independent scrutiny and advice to UK Government and Devolved Administration Ministers on the long-term management of radioactive waste, including storage and disposal. CoRWM’s primary task is to provide independent scrutiny on the Government’s and Nuclear Decommissioning Authority's (NDA's) proposals, plans and programmes to deliver geological disposal, together with robust interim storage, as the long-term management option for the UK’s higher activity wastes.

",CoRWM was set up by Government in 2003. The Committee was reconstituted in October 2007 with new membership and its current Terms of Reference. ,"CoRWM Secretariat, Room M09, 55 Whitehall, London, SW1A 2EJ",0300 068 6109,corwm@decc.gsi.gov.uk,http://corwm.decc.gov.uk,Professor Robert Pickard until 31/10/12.   Professor Laurence Williams from 01/11/12,"£35,100",-,-,Yes,Yes,Yes,PHSO,2011-12 ,Triennial Review 2011/12.,NAO,"£435,800",-,2,Yes
1,Fuel Poverty Advisory Group,Department of Energy and Climate Change,Advisory NDPB,Retain,0,No,The Fuel Poverty Advisory Group's primary tasks are to consider and report on the effectiveness of current policies aiming to reduce fuel poverty; to consider and report on the case for greater co-ordination; to identify barriers to reducing fuel poverty and to developing effective partnerships and to propose solutions; to consider and report on any additional policies needed to reduce fuel poverty; to encourage key organisations to tackle fuel poverty; and to consider and report on the results of work to monitor fuel poverty. ,Established 2002.,"FPAG Secretariat, Area 2C, 3 Whitehall Place, SW1A 2AW",0300 068 5147 or 0300 068 5156,fpag@decc.gsi.gov.uk,www.decc.gov.uk/en/content/cms/about/partners/public_bodies/fpag/fpag.aspx,Derek Lickorish,-,-,-,No ,No,Yes,PHSO,2011,Triennial Review due 2012/13.,-,None,-,0,Yes
1,Nuclear Decommissioning Authority,Department of Energy and Climate Change,Executive NDPB,Retain,0,No,"The NDA's mission is to ensure that the historic civil public sector nuclear legacy sites are decommissioned safely, securely, cost effectively and in ways that protect the environment. ","Established 2005.  John Clarke became Chief Executive in April 2012.  The previous Chief Executive, Tony Fountain, left post in December 2011.  His remuneration was £390,851.","Herdus House, Westlakes Science and Technology Park, Moor Row, Cumbria, CA24 3HU",01925 802001,enquiries@nda.gov.uk,www.nda.gov.uk,Stephen Henwood,"£189,167",John Clarke,-,Yes,Yes,Yes,PHSO,2012,2011,NAO,"£2,698,000,000","£2,960,976,000",230,No
1,Nuclear Liability Financing Assurance Board,Department of Energy and Climate Change,Advisory NDPB,Retain,0,No,"NLFAB provides impartial scrutiny and advice on the suitability of the Funded Decommissioning Programme, submitted by  operators of new nuclear power stations. The Board will advise the Secretary of State on the financial arrangements that operators submit for approval and on the regular review and ongoing scrutiny of funding.",Established 2009.,"NLFAB Secretariat, Office for Nuclear Development, 55 Whitehall, London SW1A 2EY",0300 068 5838,nlfab@decc.gsi.gov.uk,www.decc.gov.uk/nlfab,Lady Janet Balfour of Burleigh,"£9,000",-,-,No,Yes,Yes,PHSO,-,Triennial Review due 2012/13.,-,NLFAB costs are cost recoverable under the FDP cost recovery scheme,"£67,000 for period March to August 2012",0,Yes
1,Administration of Radioactive Substances Advisory Committee,Department of Health,Advisory NDPB,Retain,0,Yes,"To advise Health Ministers with respect to the grant, renewal, suspension, revocation and variation of certificates and generally in connection with the system of prior authorisation required by Article 5(a) of Council Directive 76/579/Euratom",The Committee was established in 1979. Secretariat provided by HPA.  Funding subsumed in HPA core funds.  Members are appointment by Health Ministers.  This is a Statutory Advisory Committee.,"ARSAC Support Unit, Centre for Radiation, Chemical and Environmental Hazards, Health Protection Agency, Chilton, Didcot, Oxon, 0X11 0RQ",01235 827439/822772,arsac@hpa.org.uk,www.arsac.org.uk,Dr John Rees,£0,Mr Steve Ebdon-Jackson,£0,No,No,Yes,PHSO,2008,2010,-,0,0,0,Yes
1,Advisory Board on the Registration of Homeopathic Products,Department of Health,Advisory NDPB,No longer an NDPB,0,Yes,"To give advice on safety, quality and indications for use within the UK homeopathic tradition in relation to any homeopathic medicinal product for human use, in respect of which a certificate of registration, marketing authorization or licence of right has been granted or applied for.",-,"151 Buckingham Palace Road, Victoria, London, SW1W 9SZ",020 3080 6000,-,www.mhra.gov.uk/Committees/Medicinesadvisorybodies/AdvisoryBoardontheRegistrationofHomoeopathicProducts/index.htm,Dr Timothy Chambers,£500 per meeting per day,Shelina Burch,Civil Servant,No,Yes,Yes,PHSO,2011,2010,-,0,0,0,Yes
1,Advisory Committee on Antimicrobial Resistance and Healthcare Associated Infections,Department of Health,Advisory NDPB,No longer an NDPB,0,No,"The Advisory Committee on Antimicrobial Resistance and Healthcare Associated Infections (ARHAI) is an Advisory Non-Departmental Public Body, set up to provide practical and scientific advice to the Government on strategies to minimise the incidence of healthcare associated infections and to maintain the effectiveness of antimicrobial agents in the treatment and prevention of microbial infections in humans and animals.","ARHAI secretariat is provided by the Health Protection Agency, in conjunction with the Department's healthcare associated infections team.","ARHAI Secretariat, Room 527 Wellington House, 133-155 Waterloo Road, London SE1 8UG",020 7972 3902,-,www.dh.gov.uk/health/about-us/public-bodies-2/advisory-bodies/arhai/,Professor Mike Sharland,£0,Temporary,-,No,Yes,Yes,PHSO,2011,2010,-,0,0,0,Yes
1,Advisory Committee on Borderline Substances,Department of Health,Advisory NDPB,No longer an NDPB,0,No,"To advise the UK Health Ministers as to whether particular substances, preparations or items should not be treated as drugs for the purposes of the NHS (General Medical Services) Regulations 1992, and the corresponding Schedules in the regulations in Scotland and Northern Ireland, accordingly.",-,"Commercial Medicines Unit, Castle View House, East Lane, Runcorn, Cheshire, WA7 2AA",-,ACBS@cmu.nhs.uk,http://cmu.dh.gov.uk/acbs/,Dr Ian White,£0,Phil Grieve/Lesley Taylor,Civil Servant,No,No,Yes,PHSO,-,2010,-,0,0,0,Yes
1,Advisory Committee on Clinical Excellence Awards,Department of Health,Advisory NDPB,Retain,0,No,ACCEA administers the National Clinical Excellence Awards Scheme and oversees Local Schemes which are run by local NHS employers. It advises Ministers on which consultants should receive new National Awards and whether existing award holders have provided satisfactory evidence for renewal.,"Appointment shown under ""Member"" is Clinical Director.","Area 06-22A, Skipton House, 80 London Road, SE1 6LH",020 7972 5719,martin.sturges@dh.gsi.gov.uk,www.dh.gov.uk/health/category/accea,Professor Jonathan Montgomery,"£52,541",-,Civil Servant,No,Yes,Yes,PHSO,2011,2011,-,0,0,0,Yes
1,Advisory Committee on Dangerous Pathogens,Department of Health,Advisory NDPB,No longer an NDPB,0,No,"ACDP’s role is to provide independent scientific advice to the Health and Safety Executive (HSE), and to Ministers on all aspects of hazards and from exposure to pathogens. In addition it provides independent scientific risk assessment advice on transmissible spongiform encephalopathies (TSEs) to Ministers and to the Food Standards Agency. ",-,"61 Colindale Avenue, London, NW9 5EQ",020 8327 7060,-,www.dh.gov.uk/health/about-us/public-bodies-2/advisory-bodies/acdp/,Professor George E Griffin,£0,Dr Julia Granerod,£0,No,Yes,Yes,PHSO,2011,2010,-,0,0,0,Yes
1,"Advisory Committee on the Safety of Blood, Tissues and Organs",Department of Health,Advisory NDPB,No longer an NDPB,0,No,"The Committee advises Health Ministers of the UK Government and Devolved Administrations, and UK Health Departments, on the most appropriate ways to ensure the safety of blood, tissues and organs for transfusion / transplantation.  Its remit includes providing advice on the microbiological safety of gametes and stem cells, in liaison with the relevant regulatory authorities.","SaBTO's secretariat is provided by a member of the DH Blood Safety and Supply team, together with scientific support from NHS Blood and Transplant.  The costs are not separately identifiable in the DH accounts. SaBTO normally holds an Open / Public meeting each year, but its ordinary Committee meetings are not open to the public.","SaBTO Secretariat, Room 530 Wellington House, 133-155 Waterloo Road, London SE1 8UG",020 7972 4750,-,www.dh.gov.uk/health/about-us/public-bodies-2/advisory-bodies/sabto/,Professor John Forsythe,£0,Tina Lee,Civil Servant,Yes,Yes,Yes,PHSO,2011,2010,-,0,0,0,Yes
1,Advisory Group on Hepatitis,Department of Health,Advisory NDPB,No longer an NDPB,0,No,"To advise the Chief Medical Officers in England, Scotland, Wales and Northern Ireland on appropriate policies for the prevention and control of viral hepatitis in the community and in health care settings, but excluding advice on the microbiological safety of blood and tissues for transplantation, and of health care equipment.

The Group’s views on immunisation measures are submitted to the Joint Committee on Vaccination and Immunisation (JCVI).

Advice on the restriction of working practices of individual health care workers infected with hepatitis viruses and on the conduct of patient notification exercises are the responsibility of the UK Advisory Panel for Health Care Workers infected with Blood-borne Viruses, working within the policy advice given by the Group.","Established in 1980. The secretariat is provided by the Health Protection Agency, which also meets related costs such as members travel and subsistence expenses. Expenditure is therefore not separately identified in DH accounts.","61 Colindale Avenue, London NW9 5DF",020 8327 6688 ,AGH@hpa.org.uk,www.dh.gov.uk/health/about-us/public-bodies-2/advisory-bodies/agh/,Professor William Irving,£0,Mr Christopher Lucas,£0,No,Yes,Yes,PHSO,2007,2010,-,0,0,0,Yes
1,Appointments Commission,Department of Health,Executive NDPB,No longer an NDPB,0,No,"To provide an independent and transparent appointment process for public appointments based on the principle of selection on merit.  In October 2006, with a change of name to the Appointments Commission, it was given new powers to provide recruitment and selection services for all government departments and NHS foundation trusts.","Established as the NHS Appointments Commission in 2001. Closed on 31 October 2012, following the Department of Health’s review of its Arm’s Length Bodies in July 2010.","Blenheim House, Duncombe Street, Leeds, LS1 4PL",08702 403801,info@appointments.org.uk,-,Miss Anne Watts CBE,"£47,287",Andrea Sutcliffe,"£150,423",Yes,Yes,Yes,-,2012,2010,NAO,"£2,547,000","£3,521,000",38,Yes
1,British Pharmacopoeia Commission,Department of Health,Advisory NDPB,Retain,0,No,"To publish any new editions of and/or amendments to the British Pharmacopoeia and British Pharmacopoeia (Veterinary), together with the establishment and publication of British Approved Names.","The Secretary and Scientific Director Dr Gerard Lee retired in January 2012.  The new Secretary and Scientific Director, Dr Samantha Atkinson has been in post since June 2012.","151 Buckingham Palace Road, London, SW1W 9SZ",020 3080 6561,bpcom@mhra.gsi.gov.uk,http://pharmacopoeia.mhra.gov.uk/,Professor David Woolfson,£500 per meeting,Matilda Vallendar,Civil Servant,No,Yes,Yes,PHSO,2011,2011,-,0,0,0,Yes
1,Care Quality Commission,Department of Health,Executive NDPB,Retain,0,Yes,"The CQC is the independent regulator of health and adult social care providers in England and has a key responsibility in the overall assurance of essential levels of safety and quality of health and adult social care services. Under the Health and Social Care Act 2008 all providers of regulated activities, including NHS and independent providers, have to register with CQC and meet a set of essential requirements of safety and quality. CQC is also responsible for protecting the interests of people who are subject to the Mental Health Act 1983.","The CQC began operating on 1 April 2009 when it took over from the Commission for Social Care Inspection, the Healthcare Commission and the Mental Health Act Commission.  Dame Jo Williams announced her resignation as Chair on September 2012, but will remain in post until a successor is appointed.  David Behan was appointed as chief executive and started in August 2012.","Finsbury Tower, 103 - 105 Bunhill Row, London EC1Y 8TG",03000 616161,via web https://webdataforms.cqc.org.uk/Checkbox/contactus.aspx,www.cqc.org.uk,Dame Jo Williams,"£60,000",Cynthia Bower,"£225,720",Yes,Yes,Yes,PHSO,2012,2012,NAO,"£45,300,000","£149,440,000",1885,Yes
1,Commission on Human Medicines,Department of Health,Advisory NDPB,Retain,0,Yes,"To advise the Health Ministers and the Licensing Authority (LA) on matters relating to human medicinal products, and to consider those applications that lead to LA action as appropriate (i.e. where the LA has a statutory duty to refer or chooses to do so).",Established 2005.,"151 Buckingham Palace Road, Victoria, London, SW1W 9SZ",020 3080 6000,-,www.mhra.gov.uk/Committees/Medicinesadvisorybodies/CommissiononHumanMedicines/index.htm,Professor Sir Gordon Duff,£500 per meeting per day,Leslie Whitbread,Civil Servant,No,Yes,Yes,PHSO,2011,2010,NAO,0,0,0,Yes
1,"Committee on Carcinogenicity of Chemicals in Food, Consumer Products and the Environment",Department of Health,Advisory NDPB,No longer an NDPB,0,No,"To assess and advise on the carcinogenic risk to man of substances found in food, consumer products and the environment.",Established 1978.,"Health Protection Agency, Centre for Radiation & Chemical Hazards (CRCE), Chilton, Didcot Oxfordshire OX11 0RQ",01235 822836,sue.kennedy@hpa.org.uk,http://iacoc.org.uk/,Professor David Phillips,£198 per meeting,Ms Frances Pollitt,£0,Yes,Yes,Yes,PHSO,2011,2010,-,0,0,0,Yes
1,Committee on Medical Aspects of Radiation in the Environment,Department of Health,Advisory NDPB,No longer an NDPB,0,No,To assess and advise Government and the devolved authorities on the health effects of natural and man-made radiation and to assess the adequacy of the available data and the need for further research.,The committee was established in 1985. Funding is subsumed in HPA core funds. Members are appointed by the Chief Medical Officer. Minutes of meetings will be publically available on the committee website following an update of the site. Minutes are currently available on request.,"C/O Health Protection Agency, Chilton OX11 0RQ",01235 822612,comare@hpa.org.uk,www.comare.org.uk/,Professor Alex Elliott,£607,Mr Steve Ebdon-Jackson,£0,No,No,Yes,PHSO,2004,2010,-,0,0,0,Yes
1,Committee on Medical Effects of Air Pollutants,Department of Health,Advisory NDPB,No longer an NDPB,0,No,To advise the UK Health Departments on the effects of health of both outdoor and indoor air pollutants on the basis of data currently available; to assess the need for further research; and to liaise as necessary with other governmental bodies to assess the effects of exposure and associated risks to human health.,Established 1992. The Secretariat is provided by the Health Protection Agency.,"Centre for Radiation and Chemical  Health Protection Agency, Chilton Didcot, Oxon OX11 0RQ",01235 841475,-,www.comeap.org.uk,Professor Frank Kelly,£198 per meeting,vacant,-,Yes,Yes,Yes,PHSO,2010,2010,-,0,0,0,Yes
1,"Committee on Mutagenicity of Chemicals in Food, Consumer Products and the Environment",Department of Health,Advisory NDPB,No longer an NDPB,0,No,"To assess and advise on the mutagenic risk to man of substances in Food, Consumer Products and the Environment.",Established 1978.,"Health Protection Agency, Chemical Hazards & Poisons Division, Chilton, Didcot, Oxfordshire, OX11 0RQ",01235 822836,sue.kennedy@hpa.org.uk,www.iacom.org.uk,Professor Peter Farmer,£198 per meeting,Mr Jon Battershill,£0,Yes,Yes,Yes,PHSO,2011,2010,-,0,0,0,Yes
1,Committee on the Safety of Devices,Department of Health,Advisory NDPB,No longer an NDPB,0,No,"To give advice on a wide range of device related initiatives in order to support the work of Ministers and the Medicines and Healthcare Products Regulatory Agency and, in particular, the Agency's objectives in helping healthcare professionals deliver standards of care to patients in relation to medical devices.",All CSD members are practising health care professionals with the exception of the two lay members who are both from professional backgrounds,"MHRA 151 Buckingham Palace Road, Victoria, London, SW1W9SZ",020 3080 6800,susanne.ludgate@mhra.gsi.gov.uk,-,John Perrins,£0,Susanne Ludgate,Civil Servant,No,Yes,Yes,PHSO,-,2010,-,0,0,0,Yes
1,Expert Advisory Group on AIDS,Department of Health,Advisory NDPB,No longer an NDPB,0,No,To provide advice on such matters relating to HIV/AIDS as may be referred to it by the Chief Medical Officers of the Health Departments of the United Kingdom,"The secretariat is provided by the Health Protection Agency, which also meets related costs such as members' travel and subsistence expenses. Expenditure is therefore not separately identified in DH accounts.","61 Colindale Avenue, London, NW9 5EQ",020 8327 6057,eaga@hpa.org.uk,www.dh.gov.uk/EAGA,Professor Brian G Gazzard,£0,Dr Linda Lazarus,£0,No,Yes,Yes,PHSO,2011,2010,-,0,0,0,Yes
1,General Social Care Council,Department of Health,Executive NDPB,No longer an NDPB,0,Yes,To provide professional regulation for social workers for England,"The GSCC was abolished on 1 October 2012 under the provisions in Section 212 (1) of the Health and Social Care Act 2012. Functions relating to the regulation of social workers in England were transferred to the Health and Care Professions Council, an independent body.",-,-,-,-,Ms Rosie Varley,"£50,000",Mrs Penny Thompson,"£150,000",Yes,Yes,Yes,PHSO,2012,2012,NAO,"£41,282","£57,769,000",248,No
1,Genetics and Insurance Committee,Department of Health,Advisory NDPB,No longer an NDPB,-,-,-,Dormant since July 2009,-,-,-,-,-,-,-,-,-,-,-,PHSO,-,-,-,-,-,-,-
1,Health Protection Agency,Department of Health,Executive NDPB,No longer an NDPB,0,No,"HPA was set up by the government in 2003 to protect the public from threats to their health from infectious diseases and environmental hazards including man-made and deliberate harm.  It does this by providing advice and information to the general public, to health professionals such as doctors and nurses, and to national and local government. The HPA is a category 1 responder under the Civil Contingencies Act (2004). ",The organisation will be abolished on 31 March 2013 and its functions will be transferred to the Department of Health.,"151 Buckingham Palace Road, London SW1W 9SZ",020 7811 7000,enquiries@hpa.org.uk,www.hpa.org.uk,Professor David L Heymann CBE,"£60,900",Justin McCracken,"£235,450",Yes,Yes,Yes,PHSO,2012,2010,NAO,"£173,677,000","£317,486,000",3571,Yes
1,Herbal Medicines Advisory Committee,Department of Health,Advisory NDPB,No longer an NDPB,0,Yes,"The Herbal Medicines Advisory Committee advises on the safety, quality and efficacy, in relation to human use, of (a) herbal medicinal products eligible for registration under the simplified traditional use registration procedure established under European Directive 2004/24/EC and (b) unlicensed herbal medicinal products (unless it is subject to an application for a marketing authorisation, product licence or a homeopathic certificate of registration).  ",Established 2006.,"151 Buckingham Palace Road, Victoria, London, SW1W 9SZ",020 3080 6000,-,www.mhra.gov.uk/Committees/Medicinesadvisorybodies/HerbalMedicinesAdvisoryCommittee/index.htm,Professor Philip Routledge,£500 per meeting per day,Shelina Burch,Civil Servant,No,Yes,Yes,PHSO,2011,2010,NAO,0,0,0,Yes
1,Human Fertilisation and Embryology Authority,Department of Health,Executive NDPB,No longer an NDPB*,0,Yes,"Licensing and inspection of fertility clinics and projects involving human embryos.  Holder and provider of information for the public, patients, donor conceived people and donors.  Sets policy framework for fertility issues.","*Future of body is still subject to the outcome of a DH consultation which ended in September 2012. Chief Executive changed on 1 April 2012. Membership of the Authority was 18 (including the Chair) as of 31 March 2012. Since April this has increased by 1 to replace the Faith member that stepped down in December 2011. Overall from March 2011 to March 2012, the Authority has gone down from 21 members to 19.","Finsbury Tower, 103-105 Bunhill Row, London, EC1Y 8HF",020 7291 8200,enquiriesteam@hfea.gov.uk,www.hfea.gov.uk,Professor Lisa Jardine,"£55,000-60,000",Mr Peter Thompson,Civil Servant,Yes,Yes,Yes,PHSO,2012,2010,NAO,"£435,653","£5,927,616",76,Yes
1,Human Genetics Commission,Department of Health,Advisory NDPB,No longer an NDPB,0,No,"To advise Ministers in the UK on the potential ethical and legal implications of human genetic knowledge and its applications for health, economic and social well-being and to encourage and promote public awareness and understanding of human genetic knowledge and its applications.",The HGC was the UK Government's advisory body on new developments in human genetics and how they impact on individual lives. It met for the last time on 6 March 2012. It was officially disbanded on 30 June 2012.,"Health Science & Bioethics Division, 6th Floor, Wellington House, Department of Health, 133 Waterloo Road, London SE1 8UG",-,-,-,Professor Sarah Cunningham-Burley,£180 per meeting,-,Civil Servant,Yes,Yes,Yes,PHSO,2012,2010,-,-,-,0,Yes
1,Human Tissue Authority,Department of Health,Executive NDPB,No longer an NDPB*,0,Yes,"Aim to maintain confidence by ensuring human tissue is used safely and ethically, with proper consent. Regulate organisations that remove, store and use human tissue for research, medical treatment, post-mortem examination, teaching and display in public. Approve organ and bone marrow donations from living people. ","*Future of body is still subject to the outcome of a DH consultation which ended in September 2012. The Chief Executive's remuneration shown below refers to the six months period from 1 October 2011, when he took up the post, to 31 March 2012.","151 Buckingham Palace Road, London, SW1W 9SZ",020 7269 1900,enquiries@hta.gov.uk,www.hta.gov.uk,Baroness Diana Warwick,"£42,000",Alan Clamp,"£53,750",Yes,Yes,Yes,PHSO,2012,2010,NAO,"£1,142,000","£4,423,035",44,Yes
1,Independent Advisory Group on Sexual Health and HIV,Department of Health,Advisory NDPB,No longer an NDPB,0,No,Provide advice to the Government and monitor progress on the implementation of the National Strategy for Sexual Health and HIV.,The IAG had its last meeting in December 2010 and is awaiting formal closure.,-,-,-,-,-,-,-,-,-,-,-,PHSO,-,-,-,-,-,-,-
1,Independent Reconfiguration Panel,Department of Health,Advisory NDPB,Retain,0,No,"To advise the Secretary of State for Health on contentious proposals for changes to NHS services. To offer support and generic advice to the NHS, local authorities and other interested bodies involved in NHS service reconfiguration.",All appointments to the IRP are made by the DH Appointments Unit. Members are entitled to claim a fee of £140 per day on Panel business. Lord Bernard Ribeiro succeeded Dr Peter Barrett as chairman on 2 July 2012.,"6th Floor, Buckingham Palace Road, London, SW1W 9SP",020 7389 8045,info@irpanel.org.uk,www.irpanel.org.uk,Dr Peter Barrett,"£24,224",Mr Richard Jeavons,-,Yes,Yes,Yes,PHSO,2012,2012,-,0,0,0,Yes
1,Independent Review Panel for the Classification of Borderline Products,Department of Health,Advisory NDPB,No longer an NDPB,0,Yes,"The Medicines for Human Use (Marketing Authorisations Etc) Amendment Regulations 2000 introduced a statutory procedure for deciding whether a product is a “relevant medicinal product” when the licensing authority gives notice that it “is minded to determine that a product is a ‘relevant medicinal product’”.   The statutory procedure provides an option to a company to seek review of a provisional determination by the Independent Review Panel (“the Panel”).  Where a company has requested the review of a decision, the findings of the Panel have to be taken in consideration before a final decision can be made.",-,"151 Buckingham Palace Road, Victoria, London, SW1W 9SZ",020 3080 6000,-,www.mhra.gov.uk/Committees/Medicinesadvisorybodies/IndependentReviewPanelontheClassificationofBorderlineProducts/index.htm,Mr Kevin Mooney,£325 per meeting per day,Shelina Burch,Civil Servant,No,No,Yes,PHSO,2011,2010,NAO,0,0,0,Yes
1,Independent Review panel on the Advertising of Medicines,Department of Health,Advisory NDPB,No longer an NDPB,0,Yes,"To receive representations from  companies under the Medicines (Advertising) and Medicines (Monitoring of Advertising) Regulations 1994.  Where a company has requested a review, the findings of the Panel have to be taken into consideration before a final decision on a company promotion for a product can be made",Established in 1999 as a result of a consultation in 1997 on the proposed amendments to the Medicines (Advertising) and Medicines (Monitoring of Advertising) Regulations 1994.  ,"151 Buckingham Palace Road, Victoria, London, SW1W 9SZ",020 3080 6000,-,www.mhra.gov.uk/Committees/Medicinesadvisorybodies/IndependentReviewPanelforAdvertising/index.htm,Mr Kevin Mooney,£325 per meeting per day,Shelina Burch,Civil Servant,No,No,Yes,PHSO,2011,2010,NAO,0,0,0,Yes
1,Joint Committee on Vaccination and Immunisations,Department of Health,Advisory NDPB,No longer an NDPB,0,No,"JCVI gives advice to Ministers based on the best evidence reflecting current good practice and/or expert opinion. The process involves a robust, transparent, and systematic appraisal of all the available evidence from a wide range of sources. Members of the committee are appointed on merit by the Appointments Commission.","The Committee was originally an advisory board for polio immunisation that became the JCVI in 1963. It was put on a statutory footing when it became a Standing Advisory Committee, established in England and Wales under the NHS Act 1977.  The JCVI in its current statutory form was established by the NHS (Standing Advisory Committees) Order 1981 (SI 1981/597) made under what are now provisions of the National Health Service Act 2006, since replaced by the 2012 Act, and the NHS (Wales) Act 2006.","Wellington House (Area 506), 133-155 Waterloo Road, London, SE1 8UG",-,JCVI-MB@dh.gsi.gov.uk,www.dh.gov.uk/health/about-us/public-bodies-2/advisory-bodies/jcvi/,Professor Andy Hall,£0,Tom Barlow,Civil Servant,No,Yes,Yes,PHSO,2008,2010,-,0,0,0,Yes
1,Medical Education England,Department of Health,Advisory NDPB,Retain,0,No,"MEE provides independent expert advice to Ministers and input into the policymaking process on the content and structure of professional education and training as it relates to dental teams, doctors, healthcare scientists & technologists and pharmacy teams, and on the quality of workforce planning for these groups at a national level.","The MEE Board is accountable to the Director of Medical Education (DH) for the advice given to the Secretary of State for Health. The Chair of MEE is an independent doctor, appointed by the Appointments Commission. Remuneration for the Chair and Chief Executive represents the budgeted positions.","Room 531B, Skipton House, 80 London Road, London, SE1 6LH",020 7972 5894,meesecretariat@dh.gsi.gov.uk,www.mee.nhs.uk,Professor Sir Christopher Edwards,"£20,000",Ms Christine Outram,£1050 per day,No,Yes,No,PHSO,-,2011,-,"£2,720,000",0,0,Yes
1,Monitor,Department of Health,Executive NDPB,Retain,0,Yes,"Monitor authorises and regulates NHS foundation trusts, making sure that they are well-managed and financially strong so that they can deliver excellent healthcare for patients.","David Bennett has acted as Monitor's interim Chief Executive since 1 March 2010.  Whilst he acts as both Chairman and interim Chief Executive, David Bennett does not receive any remuneration for undertaking his duties as Monitor's Chairman.  The membership of Monitor's Board has changed during 2012.  Two non-executive directors left and were replaced after 31 March 2012.  The information below relates to the position on 31 March 2012.   

Monitor has held public Board meetings from 1 July 2012.

In 2011/12 Monitor received £7,744,000 from the Department of Health to fund transition activities. In accordance with the accounts direction received from DH this was treated as income, not grant in aid, and therefore has not been included in Government Funding below, however the amount spent in the year is included in the Total Gross Expenditure figure.","4 Matthew Parker Street, London SW1H 9NL",020 7340 2400,enquiries@monitor-nhsft.gov.uk,www.monitor-nhsft.gov.uk,Dr David Bennett,See note,Dr David Bennett,"£220,500",Yes,Yes,Yes,PHSO,2012,2010,NAO,"£15,700,000","£23,672,000",132,Yes
1,National Information Governance Board for Health and Social Care,Department of Health,Advisory NDPB,No longer an NDPB,No,No,The overall purpose of the NIGB is to improve information governance practice in health and social care in England.,Established 2008.,"5th floor, Skipton House, 80 London Road, London SE1 6LH",020 7004 1539,nigb@nhs.net,www.nigb.nhs.uk,Dame Fiona Caldicott,£220 per day,Dr Alan Doyle,"£113,601",No,Yes,No,PHSO,2011,2011,-,"£954,298",0,9,Yes
1,National Joint Registry Steering Committee,Department of Health,Advisory NDPB,No longer an NDPB,0,No,"The National Joint Registry Steering Committee is responsible for setting the work programme for the NJR. It monitors the NJR contract, engages with appropriate stakeholders, keeps an eye on the performance of orthopaedic units and the performance of joint prostheses, and reviews annually the levy for joint replacements, making recommendations to the Department of Health as necessary",The Vice chair is appointed from the membership of the steering committee.,"Healthcare Quality Improvement Partnership, Holland House, 4 Bury Street, London, EC3A 5AW",020 7469 2500,elaine.young@hqip.org.uk,www.njrcentre.org.uk,Laurel Powers-Freeling,£0,Elaine Young,£0,No,Yes,Yes,PHSO,2011,2010,NAO,0,0,0,Yes
1,NHS Pay Review Body,Department of Health,Advisory NDPB,Retain,0,No,To make recommendations on the remuneration of all staff paid under Agenda for Change and employed in the NHS.,"The review body for nurses, midwives, health visitors and professions allied to medicine (NAPRB) as it was known then, was established in 1983. Its name was changed to NOHPRB in 2003. From 2007 it became the NHSPRB including all staff under Agenda for Change. Funding is not identifiable within DH accounts.  ","Office of Manpower Economics, Victoria House (6th Floor), Southampton Row, London WC1B 4AD",020 7271 0491,charles.jordan@bis.gsi.gov.uk,www.ome.uk.com/example/NHS_Pay_Review_Body.aspx,Jerry Cope ,£350 per day,Charles Jordan,Civil Servant,No,No,Yes,PHSO,2012,2010,NAO,0,0,0,Yes
